Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
TYPTF,TRYPTAMINE THERAPEUTICS LTD.,0.02,0.01,87.27,10000,28391,33156000,2025-11-20T06:36:26.940022
BNTRF,Benton Resources Inc.,0.06,0.01,33.33,7000,28182,15150000,2025-11-20T06:36:26.940022
HXHX,Haoxin Holdings Limited,0.79,0.23,40.67,2501000,206403,10834000,2025-11-20T06:36:26.940022
CGTRF,GT Resources Inc.,0.03,0.01,38.89,20000,433626,9724000,2025-11-20T06:36:26.940022
AZURF,Azincourt Energy Corp.,0.02,0.0,39.17,509090,178937,6757000,2025-11-20T06:36:26.940022
ELDCF,ELECTRUM DISCOVERY CORP.,0.05,0.01,31.93,20495,58517,4950000,2025-11-20T06:36:26.940022
SVGAF,Silver Grail Resources Ltd.,0.13,0.1,333.33,7000,16731,4757000,2025-11-20T06:36:26.940022
ABEPF,Vision Lithium Inc.,0.01,0.0,31.17,80900,83406,4063000,2025-11-20T06:36:26.940022
FRGT,"Freight Technologies, Inc.",0.9,0.24,36.34,275615000,2995000,3197000,2025-11-20T06:36:26.940022
SODE,"Social Detention, Inc.",0.01,0.0,36.36,35000,94534,2996000,2025-11-20T06:36:26.940022
SVTNF,Lodestar Metals Corp.,0.03,0.01,42.86,22020,20824,1893000,2025-11-20T06:36:26.940022
SVTND,--,0.03,0.01,42.86,10000,20824,1773000,2025-11-20T06:36:26.940022
MODVQ,ModivCare Inc.,0.02,0.01,338.1,100,6172000,264110,2025-11-20T06:36:26.940022
VINC,"Vincerx Pharma, Inc.",0.01,0.0,40.0,22,59728,73280,2025-11-20T06:36:26.940022
