Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
SLVMF,Silver Mines Limited,0.12,0.03,33.48,31200,16205,280631000,2026-06-16T12:24:18.098649
HANNF,Hannan Metals Ltd.,0.48,0.13,39.47,16199,63350,60244000,2026-06-16T12:24:18.098649
LTRBF,Latrobe Magnesium Limited,0.02,0.01,54.87,50000,389893,59454000,2026-06-16T12:24:18.098649
BCMRF,BCM Resources Corporation,0.25,0.06,31.05,8730,45978,44246000,2026-06-16T12:24:18.098649
DAZSF,Da Ai Zhi Shui International Holding Group Ltd,0.24,0.14,140.0,100,15762,31111000,2026-06-16T12:24:18.098649
GLARF,US1 Critical Minerals Limited,0.03,0.01,50.0,135000,29208,20723000,2026-06-16T12:24:18.098649
SGCPF,Solstice Gold Corp.,0.05,0.01,32.89,300000,91155,18352000,2026-06-16T12:24:18.098649
NMTLF,New Age Metals Inc.,0.23,0.06,31.02,1516,45572,16766000,2026-06-16T12:24:18.098649
RMETF,Rackla Metals Inc.,0.11,0.03,34.15,16600,52949,16645000,2026-06-16T12:24:18.098649
KARX,Karbon-X Corp.,0.26,0.1,61.77,11099,28970,13375000,2026-06-16T12:24:18.098649
BNTRF,Benton Resources Inc.,0.07,0.02,41.92,66200,15950,12005000,2026-06-16T12:24:18.098649
LUXFF,Luxxfolio Holdings Inc.,0.17,0.04,33.54,15000,10287,7953000,2026-06-16T12:24:18.098649
BCDS,"BLAQclouds, Inc.",0.01,0.0,47.06,5357000,4672000,7693000,2026-06-16T12:24:18.098649
FAMDF,Futura Medical plc,0.03,0.02,322.54,250,22799,5813000,2026-06-16T12:24:18.098649
DDNFF,Adamera Minerals Corp.,0.1,0.03,42.86,153500,34019,5423000,2026-06-16T12:24:18.098649
HERB,"Humanoid, Inc.",0.04,0.01,37.1,18850,10729,4935000,2026-06-16T12:24:18.098649
UMGP,Universal Media Group Inc.,0.08,0.03,56.0,532,44179,3091000,2026-06-16T12:24:18.098649
NVSGF,Nevada Sunrise Metals Corporation,0.03,0.01,50.0,300000,155352,2525000,2026-06-16T12:24:18.098649
MRDH,"Meridian Holdings, Inc.",0.05,0.02,81.38,5000,22581,2467000,2026-06-16T12:24:18.098649
AGTT,"Angstrom Technologies, Inc.",0.05,0.02,61.29,407500,25360,1928000,2026-06-16T12:24:18.098649
CLGCF,Clarity Metals Corp.,0.03,0.01,31.82,10000,36674,1835000,2026-06-16T12:24:18.098649
MNTR,"Mentor Capital, Inc.",0.04,0.01,33.33,4000,25920,1084000,2026-06-16T12:24:18.098649
BCII,BCII Enterprises Inc.,0.01,0.0,36.36,70000,121384,869656,2026-06-16T12:24:18.098649
LIPO,Lipella Pharmaceuticals Inc.,0.1,0.02,31.25,97261,35417,646917,2026-06-16T12:24:18.098649
VAXX,"Vaxxinity, Inc.",0.02,0.0,33.33,257,19371,63392,2026-06-16T12:24:18.098649
AENRF,AEONIAN RES CORP,0.11,0.03,38.75,51500,73716,0,2026-06-16T12:24:18.098649
BLEGD,"Branded Legacy, Inc.",0.1,0.07,212.5,17455,25453,0,2026-06-16T12:24:18.098649
HOGPF,H100 GROUP AB,0.15,0.06,62.84,10000,24181,0,2026-06-16T12:24:18.098649
NBRWF,Nabors Industries Ltd.,0.01,0.01,175.0,6006,20511,0,2026-06-16T12:24:18.098649
QTEXW,QTREX Quantum Ltd.,0.13,0.06,86.71,315973,40144,0,2026-06-16T12:24:18.098649
