Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
DDOSF,Corero Network Security plc,0.25,0.08,47.06,100000,16905,127207000,2024-07-10T20:10:21.471824
NSRCF,NextSource Materials Inc.,0.765,0.195,34.21,356905,34845,119175000,2024-07-10T20:10:21.471824
CANOF,California Nanotechnologies Corp.,0.58,0.2407,70.94,161588,26119,25069000,2024-07-10T20:10:21.471824
STLNF,Stallion Uranium Corp.,0.0738,0.0192,35.16,1027,90898,9419000,2024-07-10T20:10:21.471824
DTEAF,DAVIDsTEA Inc.,0.245,0.1185,93.68,41000,41740,6584000,2024-07-10T20:10:21.471824
BNCM,"Bounce Mobile Systems, Inc.",0.014,0.0033,30.84,445200,160876,6435000,2024-07-10T20:10:21.471824
BBRRF,Blueberries Medical Corp.,0.0132,0.0032,32.0,79450,32638,5267000,2024-07-10T20:10:21.471824
SSYRF,Sassy Gold Corp.,0.033,0.0079,31.47,87000,40353,2750000,2024-07-10T20:10:21.471824
BCII,BCII Enterprises Inc.,0.03,0.011,57.89,155700,38004,1416000,2024-07-10T20:10:21.471824
EVGOW,"EVgo, Inc.",0.25,0.0825,49.25,173404,15108,0,2024-07-10T20:10:21.471824
