Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date
HHDS,"Highlands REIT, Inc.",0.11,0.0812,282.09,39335,25690,79380000,2024-06-04T06:16:24.848561
EULIF,European Lithium Limited,0.0404,0.0104,34.67,1574,66024,56484000,2024-06-04T06:16:24.848561
OFSTF,Carbon Streaming Corporation,0.69,0.3246,88.83,262831,18896,32941000,2024-06-04T06:16:24.848561
KAIFF,Kairos Minerals Limited,0.01,0.0069,222.58,150000,22094,26209000,2024-06-04T06:16:24.848561
BLSTF,Blackstone Minerals Limited,0.0376,0.0148,65.0,150,10178,19763000,2024-06-04T06:16:24.848561
HYW,Hywin Holdings Ltd.,0.673,0.321,91.19,10403000,214795,18844000,2024-06-04T06:16:24.848561
TIOG,"Tingo Group, Inc.",0.0349,0.0305,693.18,72597,768384,8444000,2024-06-04T06:16:24.848561
CCEDF,Cascadero Copper Corporation,0.0248,0.0099,66.44,104532,45456,7443000,2024-06-04T06:16:24.848561
TGIFF,1933 Industries Inc.,0.012,0.0029,31.87,33850,81178,5886000,2024-06-04T06:16:24.848561
BLONF,CO2 Gro Inc.,0.045,0.035,350.0,1000,16158,4380000,2024-06-04T06:16:24.848561
CINGF,Coinsilium Group Limited,0.0317,0.0094,42.06,1250,34931,5536000,2024-06-04T06:16:24.848561
CSRNF,Canstar Resources Inc.,0.0332,0.0085,34.41,67000,27224,4669000,2024-06-04T06:16:24.848561
ETAOF,"ETAO International Co., Ltd.",0.87,0.47,117.5,4448,351582,4456000,2024-06-04T06:16:24.848561
SLTFF,Pegasus Resources Inc.,0.141,0.041,41.0,30000,10275,3226000,2024-06-04T06:16:24.848561
JADA,Jade Art Group Inc.,0.0118,0.0057,93.44,1035,15435,943764,2024-06-04T06:16:24.848561
ARVLF,Arrival,0.07,0.02,40.0,10638,24303,1286000,2024-06-04T06:16:24.848561
AESO,"Atlantic Energy Solutions, Inc.",0.0264,0.0104,65.0,5000,42165,1256000,2024-06-04T06:16:24.848561
HSTO,Histogen Inc.,0.25,0.078,45.35,799,15293,1068000,2024-06-04T06:16:24.848561
MHHC,"MHHC Enterprises, Inc.",0.014,0.0042,42.86,10800,21461,369112,2024-06-04T06:16:24.848561
