Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-11-27 00:00:00-05:00,4.7745795249938965,4.7745795249938965,4.77219337369363,4.7745795249938965,43400,0.0,0.0
2009-11-30 00:00:00-05:00,4.772193431854248,4.774579583183595,4.772193431854248,4.772193431854248,27400,0.0,0.0
2009-12-01 00:00:00-05:00,4.781736959937389,4.796053409576416,4.772192356770219,4.796053409576416,27600,0.0,0.0
2009-12-02 00:00:00-05:00,4.805598581673702,4.889112056735706,4.77219337369363,4.7745795249938965,49200,0.0,0.0
2009-12-03 00:00:00-05:00,4.8437753518906845,4.886725158507008,4.788895245708386,4.8413896560668945,31200,0.0,0.0
2009-12-04 00:00:00-05:00,4.886724597215313,4.939219001544287,4.7960531476379,4.843774795532227,66800,0.0,0.0
2009-12-07 00:00:00-05:00,4.915359175758632,4.915359175758632,4.824687248459131,4.834231853485107,31900,0.0,0.0
2009-12-08 00:00:00-05:00,4.855707331701259,4.867637634277344,4.798441060134687,4.867637634277344,25000,0.0,0.0
2009-12-09 00:00:00-05:00,4.939221418023581,4.975012785232926,4.858094076289372,4.862865924835205,68600,0.0,0.0
2009-12-10 00:00:00-05:00,4.922517096847919,4.99648641929818,4.884339587569247,4.986941814422607,52700,0.0,0.0
2009-12-11 00:00:00-05:00,4.998871736552227,4.998871736552227,4.86047817472737,4.963079929351807,43300,0.0,0.0
2009-12-14 00:00:00-05:00,4.986941649312026,4.9988724050114826,4.934447689569805,4.975011348724365,34500,0.0,0.0
2009-12-15 00:00:00-05:00,4.9845556632037145,4.998872570517073,4.920131400740836,4.986941814422607,36400,0.0,0.0
2009-12-16 00:00:00-05:00,4.979782754040687,4.9988715046097365,4.951149400631255,4.9726243019104,27300,0.0,0.0
2009-12-17 00:00:00-05:00,4.991712512877925,4.994098663330078,4.941604263606024,4.994098663330078,41900,0.0,0.0
2009-12-18 00:00:00-05:00,4.9964842226023904,4.998870372772217,4.953534429768735,4.998870372772217,34600,0.0,0.0
2009-12-21 00:00:00-05:00,5.008417281189434,5.01080343267556,4.9272899511085955,4.946378707885742,42100,0.0,0.0
2009-12-22 00:00:00-05:00,4.979783049610798,4.996485650461119,4.912972191097776,4.941605091094971,42100,0.0,0.0
2009-12-23 00:00:00-05:00,4.963078328106389,5.010800418902475,4.9392177378199325,4.970236778259277,23300,0.0,0.0
2009-12-24 00:00:00-05:00,4.98694270958936,5.034664832309827,4.984556557942147,4.989328861236572,14000,0.0,0.0
2009-12-28 00:00:00-05:00,4.991714382200561,4.991714382200561,4.927289661201305,4.958309173583984,44100,0.0,0.0
2009-12-29 00:00:00-05:00,4.920130178406059,4.936832777676984,4.85809162746284,4.9034271240234375,19600,0.0,0.0
2009-12-30 00:00:00-05:00,4.903427464536708,4.903427464536708,4.769806205978426,4.796053409576416,69000,0.0,0.0
2009-12-31 00:00:00-05:00,4.822301244435039,4.829459698423079,4.772193431854248,4.772193431854248,52400,0.0,0.0
2010-01-04 00:00:00-05:00,4.796053836353135,4.810370287266111,4.772192781423663,4.779351234436035,58300,0.0,0.0
2010-01-05 00:00:00-05:00,4.781736959937389,4.846161210868874,4.776964658353804,4.796053409576416,49800,0.0,0.0
2010-01-06 00:00:00-05:00,4.788896036047845,4.788896036047845,4.772193431854248,4.772193431854248,72800,0.0,0.0
2010-01-07 00:00:00-05:00,4.776964658353804,4.819914462382613,4.776964658353804,4.796053409576416,49200,0.0,0.0
2010-01-08 00:00:00-05:00,4.7364024172244195,4.891498624037378,4.652888935059945,4.88911247253418,59100,0.0,0.0
2010-01-11 00:00:00-05:00,4.90342685592422,4.90342685592422,4.784122061813055,4.819913864135742,68500,0.0,0.0
2010-01-12 00:00:00-05:00,4.8175304634033,4.839005375009752,4.726858513262295,4.786510944366455,54600,0.0,0.0
2010-01-13 00:00:00-05:00,4.805597946791567,4.879567261992021,4.772192743224758,4.874794960021973,84400,0.0,0.0
2010-01-14 00:00:00-05:00,4.907266378721576,4.953653603349673,4.8462307284033095,4.914590358734131,86600,0.463,0.0
2010-01-15 00:00:00-05:00,5.161173837209819,5.517622235452357,4.917031264540821,4.963418483734131,174400,0.0,0.0
2010-01-19 00:00:00-05:00,5.0049225263383645,5.0293368756974015,4.926796980921431,4.985391139984131,114600,0.0,0.0
2010-01-20 00:00:00-05:00,4.973184548159977,4.980508527517677,4.887734552221692,4.943887233734131,71200,0.0,0.0
2010-01-21 00:00:00-05:00,4.931681526890034,4.936564025797033,4.846231509538275,4.904825687408447,86500,0.0,0.0
2010-01-22 00:00:00-05:00,4.912148420799472,4.941445266682598,4.846229819064986,4.8682026863098145,81400,0.0,0.0
2010-01-25 00:00:00-05:00,4.936564255724634,4.936564255724634,4.853555716792698,4.897501468658447,71900,0.0,0.0
