Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1998-12-22 00:00:00-05:00,17.35289513424839,17.527735387490186,17.35289513424839,17.50588035583496,5700,0.0,0.0,0.0
1998-12-23 00:00:00-05:00,17.61516310676696,17.89927864074707,17.61516310676696,17.89927864074707,18100,0.0,0.0,0.0
1998-12-24 00:00:00-05:00,17.921124800895026,18.008544921875,17.844632195037544,18.008544921875,4900,0.0,0.0,0.0
1998-12-28 00:00:00-05:00,17.953913060315138,18.008550653316703,17.74629020690918,17.74629020690918,15500,0.0,0.0,0.0
1998-12-29 00:00:00-05:00,17.746282729183335,18.139673233032227,17.746282729183335,18.139673233032227,5300,0.0,0.0,0.0
1998-12-30 00:00:00-05:00,18.18338965674362,18.205244692388746,17.9866943359375,17.9866943359375,17300,0.0,0.0,0.0
1998-12-31 00:00:00-05:00,18.05224998180683,18.183380126953125,18.008539933424732,18.183380126953125,6600,0.0,0.0,0.0
1999-01-04 00:00:00-05:00,18.35822351294828,18.445643624914698,18.0303980930742,18.139673233032227,249200,0.0,0.0,0.0
1999-01-05 00:00:00-05:00,18.183384652098162,18.423789978027344,18.183384652098162,18.423789978027344,4400,0.0,0.0,0.0
1999-01-06 00:00:00-05:00,18.554920879795784,18.729761123657227,18.511210818830424,18.729761123657227,38500,0.0,0.0,0.0
1999-01-07 00:00:00-05:00,18.55492338737318,18.66419855455441,18.4237931867557,18.642343521118164,15900,0.0,0.0,0.0
1999-01-08 00:00:00-05:00,18.686050786127158,18.87181854248047,18.686050786127158,18.87181854248047,24400,0.0,0.0,0.0
1999-01-11 00:00:00-05:00,18.860893575667234,19.05758887367535,18.751618410107167,18.915531158447266,7700,0.0,0.0,0.0
1999-01-12 00:00:00-05:00,18.970167129056357,19.057587254075052,18.817181910273646,18.83903694152832,270700,0.0,0.0,0.0
1999-01-13 00:00:00-05:00,18.030400131011177,18.79532619717529,18.030400131011177,18.664196014404297,7100,0.0,0.0,0.0
1999-01-14 00:00:00-05:00,18.729763636763572,18.78440122030139,18.445648202366925,18.511213302612305,12200,0.0,0.0,0.0
1999-01-15 00:00:00-05:00,18.57677686332476,18.817182210967786,18.57677686332476,18.762544631958008,7700,0.0,0.0,0.0
1999-01-19 00:00:00-05:00,19.079453707011343,19.34171423906648,18.9701784853217,19.298004150390625,22700,0.0,0.0,0.0
1999-01-20 00:00:00-05:00,19.407258987426758,19.669519244013607,19.297983880515574,19.407258987426758,25800,0.0,0.0,0.0
1999-01-21 00:00:00-05:00,19.363557007654965,19.363557007654965,18.686051062691867,18.729761123657227,23200,0.0,0.0,0.0
1999-01-22 00:00:00-05:00,18.59862553172455,18.795320748863823,18.467495386965034,18.653263092041016,67100,0.0,0.0,0.0
1999-01-25 00:00:00-05:00,18.664201416157486,18.81718667366697,18.664201416157486,18.806259155273438,495300,0.0,0.0,0.0
1999-01-26 00:00:00-05:00,18.83904107503632,18.904606183186097,18.653273268611947,18.893678665161133,187400,0.0,0.0,0.0
1999-01-27 00:00:00-05:00,18.94831013456683,18.94831013456683,18.707904815673828,18.707904815673828,6800,0.0,0.0,0.0
1999-01-28 00:00:00-05:00,18.88274264554365,19.12314793385497,18.88274264554365,19.05758285522461,25800,0.0,0.0,0.0
1999-01-29 00:00:00-05:00,19.079437881434732,19.079437881434732,18.81717756691329,19.05758285522461,13800,0.0,0.0,0.0
1999-02-01 00:00:00-05:00,19.145005551276213,19.210570638780585,18.99202034709935,19.166860580444336,34000,0.0,0.0,0.0
1999-02-02 00:00:00-05:00,18.86089833356716,18.91553593013022,18.620492908689712,18.882753372192383,141700,0.0,0.0,0.0
1999-02-03 00:00:00-05:00,18.839038591097864,19.243356704711914,18.839038591097864,19.243356704711914,38900,0.0,0.0,0.0
1999-02-04 00:00:00-05:00,19.123150500334646,19.188715587764364,18.97016529633197,19.101295471191406,7400,0.0,0.0,0.0
1999-02-05 00:00:00-05:00,19.101303758444608,19.101303758444608,18.751623140441048,18.882753372192383,16900,0.0,0.0,0.0
1999-02-08 00:00:00-05:00,18.970166178196926,18.970166178196926,18.795325936923224,18.87181854248047,6500,0.0,0.0,0.0
1999-02-09 00:00:00-05:00,18.926462186957306,18.948317224124693,18.533071517944336,18.533071517944336,220800,0.0,0.0,0.0
1999-02-10 00:00:00-05:00,18.401940033856558,18.576780319213867,18.314519891177905,18.576780319213867,17800,0.0,0.0,0.0
1999-02-11 00:00:00-05:00,18.511212144657236,19.079442977905273,18.445647048513234,19.079442977905273,5300,0.0,0.0,0.0
1999-02-12 00:00:00-05:00,18.97017225221146,18.97017225221146,18.686056769171426,18.795331954956055,8400,0.0,0.0,0.0
1999-02-16 00:00:00-05:00,18.882743237754717,19.10129350671021,18.882743237754717,18.970163345336914,18500,0.0,0.0,0.0
1999-02-17 00:00:00-05:00,18.92645897382352,19.057589174565948,18.75161870616695,18.773473739624023,12900,0.0,0.0,0.0
1999-02-18 00:00:00-05:00,18.839037612388875,19.02480538466881,18.718834936207738,19.013877868652344,11500,0.0,0.0,0.0
1999-02-19 00:00:00-05:00,19.01387249091293,19.145002646022675,19.01387249091293,19.068510055541992,13900,0.0,0.0,0.0
1999-02-22 00:00:00-05:00,19.145013777093855,19.483766874747914,19.101303699977205,19.47283935546875,17800,0.0,0.0,0.0
1999-02-23 00:00:00-05:00,19.516542733821257,19.516542733821257,19.232427330081418,19.44005012512207,15000,0.0,0.0,0.0
1999-02-24 00:00:00-05:00,19.494696355652618,19.57118899830372,19.210580825805664,19.210580825805664,28000,0.0,0.0,0.0
1999-02-25 00:00:00-05:00,19.123148877068814,19.123148877068814,18.795323467747636,19.02480125427246,98900,0.0,0.0,0.0
1999-02-26 00:00:00-05:00,19.101298009953275,19.13408055802528,18.806255077305256,19.079442977905273,10800,0.0,0.0,0.0
1999-03-01 00:00:00-05:00,19.03573576664008,19.057590801963435,18.817185413406555,19.046663284301758,8800,0.0,0.0,0.0
1999-03-02 00:00:00-05:00,19.166868218598218,19.33078100267973,18.915535283006562,19.035737991333008,11500,0.0,0.0,0.0
1999-03-03 00:00:00-05:00,19.101298939899376,19.101298939899376,18.882748608779245,18.915531158447266,13100,0.0,0.0,0.0
1999-03-04 00:00:00-05:00,19.18872260830865,19.254287719726562,19.04666486690318,19.254287719726562,10400,0.0,0.0,0.0
1999-03-05 00:00:00-05:00,19.538396248939165,19.73509151319023,19.472831160855478,19.691381454467773,25400,0.0,0.0,0.0
1999-03-08 00:00:00-05:00,19.647685977149166,19.7132511138916,19.538410749245113,19.7132511138916,62700,0.0,0.0,0.0
1999-03-09 00:00:00-05:00,19.472834916354557,19.75695035284458,19.4509798827784,19.56025505065918,12200,0.0,0.0,0.0
1999-03-10 00:00:00-05:00,19.538402557373047,19.735097885131836,19.429127375284832,19.735097885131836,10700,0.0,0.0,0.0
1999-03-11 00:00:00-05:00,19.735097885131836,19.975503285725914,19.735097885131836,19.866228103637695,23600,0.0,0.0,0.0
1999-03-12 00:00:00-05:00,19.95363219649391,20.041052271834516,19.75693702697754,19.75693702697754,24600,0.0,0.0,0.0
1999-03-15 00:00:00-05:00,19.888080588512146,19.96457320616027,19.7350953532159,19.8225154876709,144800,0.0,0.0,0.0
1999-03-16 00:00:00-05:00,19.888074189918473,19.888074189918473,19.74601651713334,19.778799057006836,9100,0.0,0.0,0.0
1999-03-17 00:00:00-05:00,19.713242848714195,19.83344554901123,19.593040148417156,19.669532775878906,2700,0.0,0.0,0.0
1999-03-18 00:00:00-05:00,19.560255411226457,19.942718505859375,19.560255411226457,19.942718505859375,9500,0.0,0.0,0.0
1999-03-19 00:00:00-05:00,19.953640901589694,20.041061015068728,19.778800674631626,19.85529327392578,6900,0.0,0.0,0.0
1999-03-22 00:00:00-05:00,19.800657272338867,19.99735254325614,19.77880224223695,19.800657272338867,40900,0.0,0.0,0.0
1999-03-23 00:00:00-05:00,19.75695357393055,19.75695357393055,19.18872260830865,19.254287719726562,15400,0.0,0.0,0.0
1999-03-24 00:00:00-05:00,19.210565644603662,19.34169578552246,19.1231455506578,19.34169578552246,12800,0.0,0.0,0.0
1999-03-25 00:00:00-05:00,19.516547520955406,19.669532775878906,19.407272338867188,19.669532775878906,9700,0.0,0.0,0.0
