Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1998-12-22 00:00:00-05:00,24.51500091850322,24.58592184690776,24.042194729139606,24.24313735961914,300500,0.0,0.0,0.0
1998-12-23 00:00:00-05:00,24.775032711937314,24.82231330871582,24.325867042541503,24.82231330871582,338300,0.0,0.0,0.0
1998-12-24 00:00:00-05:00,24.822317710570122,24.822317710570122,24.63319528991816,24.72775650024414,243700,0.0,0.0,0.0
1998-12-28 00:00:00-05:00,25.1060013784694,25.1060013784694,24.65683562876044,24.798677444458008,309300,0.0,0.0,0.0
1998-12-29 00:00:00-05:00,24.916880904948304,24.975981666108048,24.585916642453732,24.869600296020508,123800,0.0,0.0,0.0
1998-12-30 00:00:00-05:00,24.72774764053694,25.070531905152414,24.645006611147,24.775028228759766,95600,0.0,0.0,0.0
1998-12-31 00:00:00-05:00,24.775042186751676,24.89324372390221,24.46771819016029,24.68048095703125,77200,0.0,0.0,0.0
1999-01-04 00:00:00-05:00,24.704125126202904,25.38969414884394,24.656844503951795,24.964168548583984,650600,0.0,0.0,0.0
1999-01-05 00:00:00-05:00,25.01144553947977,25.74429507797114,25.01144553947977,25.602453231811523,295200,0.0,0.0,0.0
1999-01-06 00:00:00-05:00,26.240732902903193,26.429855302203396,26.027970203690465,26.35893440246582,624700,0.0,0.0,0.0
1999-01-07 00:00:00-05:00,26.098885684199985,26.50077069926466,25.933403619173355,26.276187896728516,534600,0.0,0.0,0.0
1999-01-08 00:00:00-05:00,26.85538589313466,26.902666502101447,26.08707599742438,26.382579803466797,532800,0.0,0.0,0.0
1999-01-11 00:00:00-05:00,27.139062537910032,27.139062537910032,26.35893269143701,26.642616271972656,497900,0.0,0.0,0.0
1999-01-12 00:00:00-05:00,26.855388650054863,26.90266926387538,25.92159652709961,25.92159652709961,486000,0.0,0.0,0.0
1999-01-13 00:00:00-05:00,24.207663877166972,26.595333849426606,24.207663877166972,25.909765243530273,548300,0.0,0.0,0.0
1999-01-14 00:00:00-05:00,25.980701372427152,26.193464168015726,25.38969360690333,25.55517578125,366300,0.0,0.0,0.0
1999-01-15 00:00:00-05:00,25.72064938335299,26.323477103275327,25.602447869642727,26.311656951904297,653900,0.0,0.0,0.0
1999-01-19 00:00:00-05:00,26.949940232986272,27.233623814386128,26.488954413211506,27.221803665161133,437300,0.0,0.0,0.0
1999-01-20 00:00:00-05:00,27.895562997578345,28.35654899626714,27.422756845077018,27.47003746032715,1132200,0.0,0.0,0.0
1999-01-21 00:00:00-05:00,27.422746853777884,27.470027451801638,26.571696089350294,26.760818481445312,1492900,0.0,0.0,0.0
1999-01-22 00:00:00-05:00,26.288013458251953,26.784459755575053,26.016150009717872,26.288013458251953,1291000,0.0,0.0,0.0
1999-01-25 00:00:00-05:00,26.618990282437153,26.760832148951025,26.16982437180988,26.749011993408203,946600,0.0,0.0,0.0
1999-01-26 00:00:00-05:00,27.04450090354848,27.8482710352973,27.04450090354848,27.824630737304688,713900,0.0,0.0,0.0
1999-01-27 00:00:00-05:00,28.179243326187134,28.356545612215996,27.233631134033203,27.233631134033203,1366900,0.0,0.0,0.0
1999-01-28 00:00:00-05:00,27.800988500823017,28.20287353867505,27.694607167273947,28.19105339050293,903600,0.0,0.0,0.0
1999-01-29 00:00:00-05:00,28.273812027608066,28.62841669350616,27.942847672769844,28.60477638244629,933600,0.0,0.0,0.0
1999-02-01 00:00:00-05:00,28.864828782274547,29.030311011165555,28.41566273242752,28.62842559814453,913000,0.0,0.0,0.0
1999-02-02 00:00:00-05:00,28.74660356402247,28.74660356402247,27.70643040874534,28.143775939941406,1259200,0.0,0.0,0.0
1999-02-03 00:00:00-05:00,28.03739126808351,28.79388074580583,27.84826889865293,28.344715118408203,1334100,0.0,0.0,0.0
1999-02-04 00:00:00-05:00,28.55749025493088,28.55749025493088,27.139071864785308,27.37547492980957,1945900,0.0,0.0,0.0
1999-02-05 00:00:00-05:00,27.233635448354534,27.399117608196967,26.28802310639778,26.71354866027832,1832400,0.0,0.0,0.0
1999-02-08 00:00:00-05:00,27.044504867832593,27.611872102822087,26.57169883867468,27.16270637512207,1314600,0.0,0.0,0.0
1999-02-09 00:00:00-05:00,27.233638597571332,27.257278908853944,25.957061788310174,26.09890365600586,2085500,0.0,0.0,0.0
1999-02-10 00:00:00-05:00,26.217092558634366,26.784459755575053,25.90976866029149,26.288013458251953,1401800,0.0,0.0,0.0
1999-02-11 00:00:00-05:00,26.76082634781845,27.44639522068659,26.500782982247777,27.39911460876465,2666700,0.0,0.0,0.0
1999-02-12 00:00:00-05:00,26.760822704003292,27.068146639649974,26.169815135451984,26.311656951904297,2917400,0.0,0.0,0.0
1999-02-16 00:00:00-05:00,27.04450364921928,27.091784250004626,26.09889163351231,26.193452835083008,1726400,0.0,0.0,0.0
1999-02-17 00:00:00-05:00,25.531532308731713,26.453504308769247,25.38969046257209,25.602453231811523,2783500,0.0,0.0,0.0
1999-02-18 00:00:00-05:00,25.957052120492477,26.02797302792552,25.2242027436844,25.74428939819336,2075600,0.0,0.0,0.0
