,Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Rolling,Macd,Fibonacci,Pivot,RSI,Signal Count
5258,2023-10-30,0.7493399977684021,0.7638999819755554,0.7387999892234802,0.7387999892234802,0.7387999892234802,29175,ACTHF,0,0,0,0,1,1
5262,2023-11-03,0.7120000123977661,0.7300000190734863,0.6974599957466125,0.7035999894142151,0.7035999894142151,69175,ACTHF,1,0,0,0,0,1
5263,2023-11-06,0.7211999893188477,0.7211999893188477,0.6946200132369995,0.6946200132369995,0.6946200132369995,36090,ACTHF,1,0,0,0,0,1
5264,2023-11-07,0.7156999707221985,0.7156999707221985,0.6789000034332275,0.6901999711990356,0.6901999711990356,30967,ACTHF,1,0,0,0,0,1
22710,2023-10-03,0.0199999995529651,0.0199999995529651,0.0199999995529651,0.0199999995529651,0.0199999995529651,0,CRDV,0,0,0,0,1,1
22711,2023-10-04,0.0109999999403953,0.0350000001490116,0.0109999999403953,0.0350000001490116,0.0350000001490116,31500,CRDV,0,0,0,1,0,1
22712,2023-10-05,0.0109999999403953,0.0109999999403953,0.0109999999403953,0.0109999999403953,0.0109999999403953,6408,CRDV,0,0,0,0,1,1
22713,2023-10-06,0.0109999999403953,0.0109999999403953,0.0109999999403953,0.0109999999403953,0.0109999999403953,0,CRDV,0,0,0,0,1,1
22714,2023-10-09,0.0109999999403953,0.0109999999403953,0.0109999999403953,0.0109999999403953,0.0109999999403953,0,CRDV,0,0,0,0,1,1
22721,2023-10-18,0.050000000745058,0.050000000745058,0.050000000745058,0.050000000745058,0.050000000745058,2000,CRDV,1,0,0,0,0,1
22709,2023-10-02,0.0199999995529651,0.0199999995529651,0.0199999995529651,0.0199999995529651,0.0199999995529651,0,CRDV,0,0,0,0,1,1
22694,2024-01-09,6.0,6.46999979019165,6.0,6.300000190734863,6.300000190734863,22600,BSEM,0,0,0,0,1,1
22695,2024-01-10,6.429999828338623,6.480000019073486,6.25,6.300000190734863,6.300000190734863,10800,BSEM,0,0,0,0,1,1
6025,2023-10-04,0.1999000012874603,0.1999000012874603,0.1500000059604644,0.1800000071525573,0.1800000071525573,4900,CBMJ,0,0,0,0,1,1
6026,2023-10-06,0.1800000071525573,0.1899999976158142,0.1500000059604644,0.1800000071525573,0.1800000071525573,11783,CBMJ,0,0,0,0,1,1
6027,2023-10-09,0.1899999976158142,0.1899999976158142,0.1655000001192093,0.1774999946355819,0.1774999946355819,3500,CBMJ,0,0,0,0,1,1
6029,2023-10-11,0.1400000005960464,0.1899999976158142,0.1400000005960464,0.1800000071525573,0.1800000071525573,12575,CBMJ,0,0,0,0,1,1
6030,2023-10-12,0.1899999976158142,0.1899999976158142,0.1509999930858612,0.1700000017881393,0.1700000017881393,15997,CBMJ,0,0,0,0,1,1
6031,2023-10-13,0.1700000017881393,0.1700000017881393,0.1400000005960464,0.156700000166893,0.156700000166893,27865,CBMJ,0,0,0,0,1,1
6032,2023-10-16,0.1500000059604644,0.1500000059604644,0.1329900026321411,0.1432500034570694,0.1432500034570694,4620,CBMJ,0,0,0,0,1,1
6044,2023-11-03,0.147499993443489,0.147499993443489,0.147499993443489,0.147499993443489,0.147499993443489,1677,CBMJ,0,0,0,0,1,1
6023,2023-10-02,0.2000000029802322,0.2000000029802322,0.1609899997711181,0.1609899997711181,0.1609899997711181,21400,CBMJ,0,0,0,0,1,1
21929,2023-12-12,0.0799999982118606,0.0900000035762786,0.0700000002980232,0.0799999982118606,0.0799999982118606,455900,MMTIF,0,1,0,0,0,1
21930,2023-12-13,0.0799999982118606,0.0799999982118606,0.0700000002980232,0.0799999982118606,0.0799999982118606,240800,MMTIF,0,1,0,0,0,1
21939,2023-12-27,0.0700000002980232,0.0700000002980232,0.0599999986588954,0.0700000002980232,0.0700000002980232,170700,MMTIF,0,0,0,0,1,1
21940,2023-12-28,0.0700000002980232,0.0700000002980232,0.0599999986588954,0.0700000002980232,0.0700000002980232,12500,MMTIF,0,0,0,0,1,1
21941,2023-12-29,0.0599999986588954,0.0700000002980232,0.0599999986588954,0.0700000002980232,0.0700000002980232,146200,MMTIF,0,0,0,0,1,1
6114,2023-10-24,2.9800000190734863,2.9800000190734863,2.799999952316284,2.799999952316284,2.799999952316284,13000,MRKR,1,0,0,0,0,1
6066,2023-12-12,0.0750000029802322,0.1231999993324279,0.0750000029802322,0.0846000015735626,0.0846000015735626,2475,CBMJ,0,0,0,0,1,1
6077,2023-12-29,0.0784899964928627,0.1080000028014183,0.0784899964928627,0.1080000028014183,0.1080000028014183,8102,CBMJ,0,0,0,0,1,1
6080,2024-01-04,0.1000000014901161,0.1059999987483024,0.090499997138977,0.1030000001192092,0.1030000001192092,10287,CBMJ,0,0,0,0,1,1
5317,2023-09-26,0.0044999998062849,0.0074999998323619,0.0033199999015778,0.0074999998323619,0.0074999998323619,582000,LBRG,0,0,0,1,0,1
22691,2024-01-04,6.239999771118164,6.239999771118164,5.760000228881836,6.0,6.0,15200,BSEM,0,0,0,0,1,1
22693,2024-01-08,6.349999904632568,6.46999979019165,6.25,6.300000190734863,6.300000190734863,28700,BSEM,0,0,0,0,1,1
5298,2023-12-27,0.9769999980926514,0.9850000143051147,0.9304999709129332,0.9563999772071838,0.9563999772071838,135596,ACTHF,0,1,0,0,0,1
5299,2023-12-28,0.9789999723434448,0.9789999723434448,0.9445800185203552,0.959999978542328,0.959999978542328,26750,ACTHF,0,1,0,0,0,1
5302,2024-01-03,1.1200000047683716,1.1384999752044678,0.992799997329712,1.0915000438690186,1.0915000438690186,125242,ACTHF,0,1,0,0,0,1
5304,2024-01-05,1.149999976158142,1.149999976158142,1.0980000495910645,1.1196999549865725,1.1196999549865725,48982,ACTHF,0,1,0,0,0,1
5340,2023-10-27,0.009800000116229,0.009800000116229,0.009800000116229,0.009800000116229,0.009800000116229,0,LBRG,0,0,0,0,1,1
22662,2023-11-21,3.0999999046325684,3.0999999046325684,2.609999895095825,2.7699999809265137,2.7699999809265137,6300,BSEM,0,0,0,0,1,1
22664,2023-11-24,2.900000095367432,2.900000095367432,2.7799999713897705,2.900000095367432,2.900000095367432,6700,BSEM,0,0,0,0,1,1
22675,2023-12-11,4.25,4.25,3.910000085830689,4.199999809265137,4.199999809265137,7200,BSEM,0,1,0,0,0,1
22676,2023-12-12,4.25,4.300000190734863,4.139999866485596,4.21999979019165,4.21999979019165,6500,BSEM,0,1,0,0,0,1
22679,2023-12-15,6.449999809265137,6.449999809265137,4.28000020980835,5.300000190734863,5.300000190734863,23400,BSEM,0,1,0,0,0,1
22681,2023-12-19,5.440000057220459,6.5,5.0,5.514999866485596,5.514999866485596,37900,BSEM,0,1,0,0,0,1
22682,2023-12-20,6.5,6.5,5.550000190734863,5.896999835968018,5.896999835968018,9200,BSEM,0,1,0,0,0,1
5332,2023-10-17,0.0120000001043081,0.0120000001043081,0.0060999998822808,0.0060999998822808,0.0060999998822808,163000,LBRG,0,0,0,0,1,1
5333,2023-10-18,0.0060999998822808,0.0060999998822808,0.0060999998822808,0.0060999998822808,0.0060999998822808,0,LBRG,0,0,0,0,1,1
5334,2023-10-19,0.0060999998822808,0.0060999998822808,0.0060999998822808,0.0060999998822808,0.0060999998822808,0,LBRG,0,0,0,0,1,1
5335,2023-10-20,0.0060999998822808,0.0060999998822808,0.0060999998822808,0.0060999998822808,0.0060999998822808,0,LBRG,0,0,0,0,1,1
5336,2023-10-23,0.0060999998822808,0.0060999998822808,0.0060999998822808,0.0060999998822808,0.0060999998822808,0,LBRG,0,0,0,0,1,1
5337,2023-10-24,0.0060999998822808,0.0060999998822808,0.0060999998822808,0.0060999998822808,0.0060999998822808,0,LBRG,0,0,0,0,1,1
5338,2023-10-25,0.0060999998822808,0.0060999998822808,0.0060999998822808,0.0060999998822808,0.0060999998822808,0,LBRG,0,0,0,0,1,1
5339,2023-10-26,0.009800000116229,0.009800000116229,0.009800000116229,0.009800000116229,0.009800000116229,100000,LBRG,0,0,0,0,1,1
6008,2024-01-09,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0,WALDW,0,0,0,0,1,1
6009,2024-01-10,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0,WALDW,0,0,0,0,1,1
6011,2023-09-14,0.1400000005960464,0.1400000005960464,0.1299999952316284,0.1400000005960464,0.1400000005960464,6257,CBMJ,0,0,0,1,0,1
21980,2023-10-26,0.0659999996423721,0.0659999996423721,0.0659999996423721,0.0659999996423721,0.0659999996423721,0,MYIDF,0,0,0,0,1,1
21981,2023-10-27,0.0659999996423721,0.0659999996423721,0.0659999996423721,0.0659999996423721,0.0659999996423721,0,MYIDF,0,0,0,0,1,1
21984,2023-11-01,0.0600499995052814,0.0600499995052814,0.0600499995052814,0.0600499995052814,0.0600499995052814,0,MYIDF,0,0,0,0,1,1
5993,2023-12-15,0.9900000095367432,1.149999976158142,0.8199999928474426,0.8999999761581421,0.8999999761581421,76800,WALDW,0,1,0,0,0,1
5996,2023-12-20,0.9900000095367432,0.9900000095367432,0.9049999713897704,0.9800000190734864,0.9800000190734864,15000,WALDW,0,1,0,0,0,1
6005,2024-01-04,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0,WALDW,0,0,0,0,1,1
6006,2024-01-05,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0,WALDW,0,0,0,0,1,1
6007,2024-01-08,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0,WALDW,0,0,0,0,1,1
21964,2023-10-04,0.0584999993443489,0.0584999993443489,0.0555000007152557,0.0584999993443489,0.0584999993443489,52000,MYIDF,0,0,0,0,1,1
21974,2023-10-18,0.06700000166893,0.06700000166893,0.06700000166893,0.06700000166893,0.06700000166893,0,MYIDF,0,0,0,0,1,1
21975,2023-10-19,0.06700000166893,0.06700000166893,0.06700000166893,0.06700000166893,0.06700000166893,0,MYIDF,0,0,0,0,1,1
21976,2023-10-20,0.06700000166893,0.06700000166893,0.063400000333786,0.063400000333786,0.063400000333786,7000,MYIDF,0,0,0,0,1,1
21977,2023-10-23,0.0630000010132789,0.0630000010132789,0.0604000017046928,0.0604000017046928,0.0604000017046928,2000,MYIDF,0,0,0,0,1,1
21979,2023-10-25,0.0659999996423721,0.0659999996423721,0.0659999996423721,0.0659999996423721,0.0659999996423721,0,MYIDF,0,0,0,0,1,1
6045,2023-11-06,0.1049999967217445,0.1356250047683715,0.1000000014901161,0.1274999976158142,0.1274999976158142,16080,CBMJ,0,0,0,0,1,1
6046,2023-11-07,0.147499993443489,0.147499993443489,0.1000000014901161,0.1075500026345253,0.1075500026345253,3400,CBMJ,0,0,0,0,1,1
21962,2023-10-02,0.0571199990808963,0.0571199990808963,0.0571199990808963,0.0571199990808963,0.0571199990808963,0,MYIDF,0,0,0,0,1,1
21963,2023-10-03,0.0509999990463256,0.0599999986588954,0.0509999990463256,0.0599999986588954,0.0599999986588954,58500,MYIDF,0,0,0,0,1,1
22042,2023-09-27,0.1800000071525573,0.2199999988079071,0.1800000071525573,0.2199999988079071,0.2199999988079071,54500,CNRIF,0,0,0,1,0,1
22001,2023-11-27,0.0370000004768371,0.0370000004768371,0.0370000004768371,0.0370000004768371,0.0370000004768371,0,MYIDF,1,0,0,0,0,1
22002,2023-11-28,0.0364999994635582,0.0364999994635582,0.0364999994635582,0.0364999994635582,0.0364999994635582,4739,MYIDF,1,0,0,0,0,1
22023,2023-12-28,0.0681999996304512,0.0681999996304512,0.0681999996304512,0.0681999996304512,0.0681999996304512,0,MYIDF,0,1,0,0,0,1
22024,2023-12-29,0.069750003516674,0.069750003516674,0.0694999992847442,0.0694999992847442,0.0694999992847442,5000,MYIDF,0,1,0,0,0,1
22000,2023-11-24,0.0370000004768371,0.0370000004768371,0.0370000004768371,0.0370000004768371,0.0370000004768371,20000,MYIDF,1,0,0,0,0,1
6016,2023-09-21,0.1725499927997589,0.1725499927997589,0.1400000005960464,0.1627500057220459,0.1627500057220459,1730,CBMJ,0,0,0,1,0,1
6018,2023-09-25,0.1400000005960464,0.1999000012874603,0.1400000005960464,0.1999000012874603,0.1999000012874603,2294,CBMJ,0,0,0,1,0,1
6020,2023-09-27,0.1849250048398971,0.2000000029802322,0.1477449983358383,0.1962500065565109,0.1962500065565109,18236,CBMJ,0,0,0,1,0,1
5970,2023-11-13,0.4199999868869781,0.4199999868869781,0.4180000126361847,0.4180000126361847,0.4180000126361847,300,WALDW,0,0,0,0,1,1
21992,2023-11-13,0.048820000141859,0.0509999990463256,0.0410000011324882,0.0445000007748603,0.0445000007748603,585000,MYIDF,0,1,0,0,0,1
5324,2023-10-05,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0,LBRG,0,0,0,0,1,1
5325,2023-10-06,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0,LBRG,0,0,0,0,1,1
5326,2023-10-09,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0,LBRG,0,0,0,0,1,1
5327,2023-10-10,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0,LBRG,0,0,0,0,1,1
5328,2023-10-11,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0,LBRG,0,0,0,0,1,1
5329,2023-10-12,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0,LBRG,0,0,0,0,1,1
5330,2023-10-13,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0,LBRG,0,0,0,0,1,1
5331,2023-10-16,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0,LBRG,0,0,0,0,1,1
22660,2023-11-17,2.759999990463257,2.9590001106262207,2.6700000762939453,2.950000047683716,2.950000047683716,8300,BSEM,0,0,0,0,1,1
22661,2023-11-20,2.6600000858306885,3.0,2.3420000076293945,3.0,3.0,30600,BSEM,0,0,0,0,1,1
5318,2023-09-27,0.0069599999114871,0.0094999996945261,0.0069599999114871,0.0094999996945261,0.0094999996945261,2041100,LBRG,0,0,0,1,0,1
5321,2023-10-02,0.0092599997296929,0.0093999998643994,0.0089999996125698,0.0089999996125698,0.0089999996125698,53400,LBRG,0,0,0,0,1,1
5322,2023-10-03,0.0089999996125698,0.0121999997645616,0.00844999961555,0.0098999999463558,0.0098999999463558,818215,LBRG,0,0,0,0,1,1
5323,2023-10-04,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0.0098999999463558,0,LBRG,0,0,0,0,1,1
22640,2023-10-20,3.75,3.75,3.25,3.7100000381469727,3.7100000381469727,12200,BSEM,0,0,0,1,0,1
22641,2023-10-23,3.25,3.5999999046325684,3.25,3.450000047683716,3.450000047683716,11700,BSEM,0,0,0,0,1,1
22642,2023-10-24,3.48799991607666,3.680000066757202,2.2699999809265137,3.150000095367432,3.150000095367432,54600,BSEM,0,0,0,0,1,1
22643,2023-10-25,3.049999952316284,3.140000104904175,3.0,3.140000104904175,3.140000104904175,1800,BSEM,0,0,0,0,1,1
22644,2023-10-26,3.119999885559082,3.119999885559082,2.5799999237060547,2.900000095367432,2.900000095367432,16900,BSEM,0,0,0,0,1,1
22645,2023-10-27,3.150000095367432,3.150000095367432,2.937999963760376,3.0,3.0,1500,BSEM,0,0,0,0,1,1
22646,2023-10-30,2.938999891281128,2.950000047683716,2.5999999046325684,2.650000095367432,2.650000095367432,3200,BSEM,0,0,0,0,1,1
22630,2023-10-06,2.569999933242798,2.569999933242798,2.5,2.5,2.5,11700,BSEM,0,0,0,0,1,1
22631,2023-10-09,2.5429999828338623,2.549999952316284,2.450000047683716,2.450000047683716,2.450000047683716,4100,BSEM,0,0,0,0,1,1
22633,2023-10-11,2.75,2.900000095367432,2.5299999713897705,2.808000087738037,2.808000087738037,7100,BSEM,0,0,0,0,1,1
22634,2023-10-12,2.890000104904175,3.5,2.8499999046325684,3.3499999046325684,3.3499999046325684,17400,BSEM,0,0,0,1,0,1
22638,2023-10-18,3.25,3.450000047683716,3.25,3.400000095367432,3.400000095367432,9800,BSEM,0,0,0,1,0,1
5941,2023-10-03,0.8100000023841858,1.0,0.800000011920929,0.8100000023841858,0.8100000023841858,12900,WALDW,0,0,0,0,1,1
5942,2023-10-04,0.8100000023841858,0.8100000023841858,0.8100000023841858,0.8100000023841858,0.8100000023841858,0,WALDW,0,0,0,0,1,1
5943,2023-10-05,0.8100000023841858,0.8100000023841858,0.8100000023841858,0.8100000023841858,0.8100000023841858,0,WALDW,0,0,0,0,1,1
5944,2023-10-06,0.8100000023841858,0.8100000023841858,0.8100000023841858,0.8100000023841858,0.8100000023841858,0,WALDW,0,0,0,0,1,1
5945,2023-10-09,0.8100000023841858,0.8100000023841858,0.8100000023841858,0.8100000023841858,0.8100000023841858,0,WALDW,0,0,0,0,1,1
5946,2023-10-10,0.8100000023841858,0.8100000023841858,0.8100000023841858,0.8100000023841858,0.8100000023841858,0,WALDW,0,0,0,0,1,1
5939,2023-09-29,0.699999988079071,0.8980000019073486,0.6930000185966492,0.8980000019073486,0.8980000019073486,2600,WALDW,0,0,0,1,0,1
5940,2023-10-02,0.8500000238418579,1.0449999570846558,0.800000011920929,0.8100000023841858,0.8100000023841858,312700,WALDW,0,0,0,0,1,1
22053,2023-10-12,0.270000010728836,0.270000010728836,0.270000010728836,0.270000010728836,0.270000010728836,500,CNRIF,0,0,0,0,1,1
5926,2024-01-10,4.639999866485596,4.822000026702881,4.300000190734863,4.400000095367432,4.400000095367432,178100,SOS,0,0,0,0,1,1
5929,2023-09-15,0.8299999833106995,1.0099999904632568,0.8299999833106995,0.9900000095367432,0.9900000095367432,18300,WALDW,0,0,0,1,0,1
22045,2023-10-02,0.2800000011920929,0.2800000011920929,0.2800000011920929,0.2800000011920929,0.2800000011920929,0,CNRIF,0,0,0,0,1,1
22046,2023-10-03,0.2399999946355819,0.2399999946355819,0.2399999946355819,0.2399999946355819,0.2399999946355819,2500,CNRIF,0,0,0,0,1,1
22047,2023-10-04,0.2000000029802322,0.209999993443489,0.2000000029802322,0.209999993443489,0.209999993443489,8800,CNRIF,0,0,0,0,1,1
22048,2023-10-05,0.209999993443489,0.209999993443489,0.209999993443489,0.209999993443489,0.209999993443489,0,CNRIF,0,0,0,0,1,1
22050,2023-10-09,0.3199999928474426,0.3300000131130218,0.3199999928474426,0.3199999928474426,0.3199999928474426,17900,CNRIF,0,0,0,0,1,1
22051,2023-10-10,0.3100000023841858,0.3199999928474426,0.3000000119209289,0.3000000119209289,0.3000000119209289,72500,CNRIF,0,0,0,0,1,1
22052,2023-10-11,0.2899999916553497,0.2899999916553497,0.270000010728836,0.270000010728836,0.270000010728836,92100,CNRIF,0,0,0,0,1,1
5365,2023-12-04,0.0181000009179115,0.0202200002968311,0.0179999992251396,0.018300000578165,0.018300000578165,305000,LBRG,0,1,0,0,0,1
5372,2023-12-13,0.0195000004023313,0.0195000004023313,0.0144999995827674,0.0151000004261732,0.0151000004261732,517000,LBRG,0,0,0,0,1,1
5373,2023-12-14,0.0149999996647238,0.0149999996647238,0.012249999679625,0.0144999995827674,0.0144999995827674,121849,LBRG,0,0,0,0,1,1
5375,2023-12-18,0.0179999992251396,0.0179999992251396,0.0179999992251396,0.0179999992251396,0.0179999992251396,0,LBRG,0,0,0,0,1,1
5376,2023-12-19,0.0179999992251396,0.0179999992251396,0.0179999992251396,0.0179999992251396,0.0179999992251396,0,LBRG,0,0,0,0,1,1
5377,2023-12-20,0.0179999992251396,0.0179999992251396,0.0170000009238719,0.0170000009238719,0.0170000009238719,100555,LBRG,0,0,0,0,1,1
5378,2023-12-21,0.0179999992251396,0.0179999992251396,0.016499999910593,0.0165999997407197,0.0165999997407197,727445,LBRG,0,0,0,0,1,1
5380,2023-12-26,0.0160000007599592,0.0160000007599592,0.0149999996647238,0.0149999996647238,0.0149999996647238,60000,LBRG,0,0,0,0,1,1
22626,2023-10-02,2.549999952316284,2.549999952316284,2.109999895095825,2.453000068664551,2.453000068664551,3300,BSEM,0,0,0,0,1,1
22627,2023-10-03,2.5,2.740000009536743,2.5,2.549999952316284,2.549999952316284,3600,BSEM,0,0,0,0,1,1
22628,2023-10-04,2.549999952316284,2.5999999046325684,2.549999952316284,2.558000087738037,2.558000087738037,4100,BSEM,0,0,0,0,1,1
22629,2023-10-05,2.5899999141693115,2.5899999141693115,2.450000047683716,2.5199999809265137,2.5199999809265137,2000,BSEM,0,0,0,0,1,1
5362,2023-11-29,0.0168999992311,0.0179999992251396,0.0168999992311,0.0170000009238719,0.0170000009238719,157000,LBRG,0,1,0,0,0,1
5363,2023-11-30,0.0174499992281198,0.0175999999046325,0.0170000009238719,0.0170000009238719,0.0170000009238719,88000,LBRG,0,1,0,0,0,1
22616,2023-09-18,1.9479999542236328,2.5799999237060547,1.9479999542236328,2.5799999237060547,2.5799999237060547,25700,BSEM,0,0,0,1,0,1
22621,2023-09-25,2.375,2.799999952316284,2.299999952316284,2.720000028610229,2.720000028610229,1500,BSEM,0,0,0,1,0,1
5411,2023-10-11,7.389999866485596,7.559999942779541,6.670000076293945,7.005000114440918,7.005000114440918,119400,AIRS,0,0,0,0,1,1
5412,2023-10-12,6.949999809265137,6.949999809265137,6.139999866485596,6.190000057220459,6.190000057220459,171500,AIRS,0,0,0,0,1,1
22598,2023-12-19,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,0.1000000014901161,0,MTPP,0,0,0,0,1,1
22599,2023-12-20,0.0750000029802322,0.1099999994039535,0.0750000029802322,0.0799999982118606,0.0799999982118606,35500,MTPP,0,0,0,0,1,1
22600,2023-12-21,0.0799999982118606,0.0799999982118606,0.0799999982118606,0.0799999982118606,0.0799999982118606,0,MTPP,0,0,0,0,1,1
22078,2023-11-16,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,4000,CNRIF,0,0,0,0,1,1
22079,2023-11-17,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,10300,CNRIF,0,0,0,0,1,1
22080,2023-11-20,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0,CNRIF,0,0,0,0,1,1
5906,2023-12-11,3.849999904632568,3.900000095367432,3.711999893188477,3.819999933242798,3.819999933242798,65300,SOS,0,0,0,0,1,1
5907,2023-12-12,3.829999923706055,3.913000106811523,3.5999999046325684,3.630000114440918,3.630000114440918,120400,SOS,0,0,0,0,1,1
5908,2023-12-13,3.700000047683716,3.7200000286102295,3.400000095367432,3.609999895095825,3.609999895095825,137500,SOS,0,0,0,0,1,1
5923,2024-01-05,4.730000019073486,4.940000057220459,4.5,4.579999923706055,4.579999923706055,119400,SOS,0,0,0,0,1,1
5925,2024-01-09,4.760000228881836,5.150000095367432,4.510000228881836,4.650000095367432,4.650000095367432,166200,SOS,0,0,0,0,1,1
22062,2023-10-25,0.3600000143051147,0.3600000143051147,0.3600000143051147,0.3600000143051147,0.3600000143051147,23200,CNRIF,0,0,0,0,1,1
22063,2023-10-26,0.3600000143051147,0.3600000143051147,0.3400000035762787,0.3400000035762787,0.3400000035762787,6300,CNRIF,0,0,0,0,1,1
22064,2023-10-27,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.3400000035762787,4600,CNRIF,0,0,0,0,1,1
22066,2023-10-31,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.3400000035762787,3000,CNRIF,0,0,0,0,1,1
22067,2023-11-01,0.3100000023841858,0.3100000023841858,0.3100000023841858,0.3100000023841858,0.3100000023841858,44500,CNRIF,0,0,0,0,1,1
22068,2023-11-02,0.3499999940395355,0.3499999940395355,0.3100000023841858,0.3100000023841858,0.3100000023841858,7500,CNRIF,0,0,0,0,1,1
22069,2023-11-03,0.3199999928474426,0.3199999928474426,0.3199999928474426,0.3199999928474426,0.3199999928474426,4000,CNRIF,0,0,0,0,1,1
22070,2023-11-06,0.3000000119209289,0.3000000119209289,0.270000010728836,0.270000010728836,0.270000010728836,19000,CNRIF,0,0,0,0,1,1
5957,2023-10-25,0.75,0.75,0.75,0.75,0.75,0,WALDW,0,0,0,0,1,1
22054,2023-10-13,0.270000010728836,0.270000010728836,0.270000010728836,0.270000010728836,0.270000010728836,12000,CNRIF,0,0,0,0,1,1
22056,2023-10-17,0.3100000023841858,0.3100000023841858,0.3100000023841858,0.3100000023841858,0.3100000023841858,26200,CNRIF,0,0,0,0,1,1
22057,2023-10-18,0.3199999928474426,0.3799999952316284,0.3199999928474426,0.3199999928474426,0.3199999928474426,124500,CNRIF,0,0,0,0,1,1
22058,2023-10-19,0.3400000035762787,0.3700000047683716,0.3400000035762787,0.3499999940395355,0.3499999940395355,80100,CNRIF,0,0,0,0,1,1
22059,2023-10-20,0.3499999940395355,0.3600000143051147,0.3499999940395355,0.3499999940395355,0.3499999940395355,38900,CNRIF,0,0,0,0,1,1
22060,2023-10-23,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,14100,CNRIF,0,0,0,0,1,1
5950,2023-10-16,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,100,WALDW,0,0,0,0,1,1
5951,2023-10-17,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0,WALDW,0,0,0,0,1,1
5952,2023-10-18,0.800000011920929,0.800000011920929,0.699999988079071,0.7599999904632568,0.7599999904632568,71900,WALDW,0,0,0,0,1,1
5953,2023-10-19,0.7599999904632568,0.7599999904632568,0.7599999904632568,0.7599999904632568,0.7599999904632568,0,WALDW,0,0,0,0,1,1
5954,2023-10-20,0.7599999904632568,0.7599999904632568,0.7599999904632568,0.7599999904632568,0.7599999904632568,0,WALDW,0,0,0,0,1,1
5955,2023-10-23,0.7599999904632568,0.7680000066757202,0.7400000095367432,0.75,0.75,500,WALDW,0,0,0,0,1,1
5956,2023-10-24,0.949999988079071,0.949999988079071,0.75,0.75,0.75,300,WALDW,0,0,0,0,1,1
22118,2023-09-18,0.0579999983310699,0.0599999986588954,0.0579999983310699,0.0597000010311603,0.0597000010311603,213153,LGCXF,0,0,0,1,0,1
22097,2023-12-14,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,0,CNRIF,0,0,0,0,1,1
22098,2023-12-15,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,28300,CNRIF,0,0,0,0,1,1
22099,2023-12-18,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,10500,CNRIF,0,0,0,0,1,1
22107,2023-12-29,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,29000,CNRIF,0,0,0,0,1,1
22109,2024-01-03,0.3600000143051147,0.3600000143051147,0.3100000023841858,0.3199999928474426,0.3199999928474426,15400,CNRIF,0,0,0,0,1,1
22110,2024-01-04,0.3199999928474426,0.3199999928474426,0.3199999928474426,0.3199999928474426,0.3199999928474426,1500,CNRIF,0,0,0,0,1,1
22111,2024-01-05,0.3199999928474426,0.3199999928474426,0.3000000119209289,0.3000000119209289,0.3000000119209289,10500,CNRIF,0,0,0,0,1,1
22112,2024-01-08,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,1900,CNRIF,0,0,0,0,1,1
5870,2023-10-19,3.680000066757202,3.7799999713897705,3.5999999046325684,3.700000047683716,3.700000047683716,112500,SOS,0,0,0,0,1,1
