Symbol,Date,Reason,Checked
ONFO,2024-06-10 06:23:46.404916,Current Ratio Below 0.5,2024-09-01
OVTZ,2024-06-10 06:23:46.404916,Current Ratio Below 0.5,2024-09-01
MBAIF,2024-06-10 20:38:43.160627,Not Categorized,2024-09-01
MBAIF,2024-06-10 20:38:43.169833,Current Ratio Below 0.5,2024-09-01
AIGFF,2024-06-13 06:21:16.582593,Current Ratio Below 0.5,2024-09-01
ROYL,2024-06-13 06:21:16.582593,Current Ratio Below 0.5,2024-09-01
STI,2024-06-13 06:21:16.582593,Current Ratio Below 0.5,2024-09-01
CNXA,2024-06-15 16:16:15.322161,Not Found,2024-09-01
WALRF,2024-06-20 19:56:12.292905,Not Categorized,2024-09-01
WALRF,2024-06-20 19:56:12.301502,Current Ratio Below 0.5,2024-09-01
MDC,2024-06-21 06:20:10.298924,Not Found,2024-09-01
TXHG,2024-06-21 06:21:20.652177,Not Found,2024-09-01
IONGF,2024-06-24 06:23:13.480172,Current Ratio Below 0.5,2024-09-01
IOMT,2024-06-26 20:15:25.673170,Not Categorized,2024-09-01
DTSRF,2024-06-27 06:23:07.937496,Not Categorized,2024-09-01
VIAO,2024-06-30 18:30:17.872650,Not Found,2024-09-01
PNST,2024-06-30 18:31:15.187798,Current Ratio Below 0.5,2024-09-01
SRRCF,2024-06-30 18:31:15.187798,Current Ratio Below 0.5,2024-09-01
CGOLF,2024-07-08 06:30:38.171555,Not Found,2024-09-01
RCHRF,2024-07-08 06:32:43.202798,Not Found,2024-09-01
RRSSF,2024-07-08 06:32:52.990998,Not Found,2024-09-01
MYCOF,2024-07-08 06:34:26.808489,Current Ratio Below 0.5,2024-09-01
STHFF,2024-07-08 06:34:26.808489,Current Ratio Below 0.5,2024-09-01
CRGEQ,2024-07-11 06:29:02.819521,Not Found,2024-09-01
EGRNQ,2024-07-11 06:29:16.117742,Not Found,2024-09-01
ELIQ,2024-07-11 06:29:17.578313,Not Found,2024-09-01
NKORF,2024-07-11 06:30:25.720670,Not Found,2024-09-01
ETAO,2024-07-14 08:10:56.711076,Not Found,2024-09-01
NBSE,2024-07-14 08:11:34.949101,Not Found,2024-09-01
MLMLF,2024-07-14 08:13:03.538639,Current Ratio Below 0.5,2024-09-01
TRIT,2024-07-16 20:11:26.490542,Not Categorized,2024-09-01
TRIT,2024-07-16 20:11:26.499224,Current Ratio Below 0.5,2024-09-01
SMURF,2024-07-19 06:30:58.755780,Not Found,2024-09-01
CECAF,2024-07-19 06:32:01.399896,Not Categorized,2024-09-01
GDNSF,2024-07-19 06:32:01.399896,Not Categorized,2024-09-01
CECAF,2024-07-19 06:32:01.433987,Current Ratio Below 0.5,2024-09-01
GDNSF,2024-07-19 06:32:01.433987,Current Ratio Below 0.5,2024-09-01
ALPN,2024-07-22 06:30:35.771937,Not Found,2024-09-01
FWBI,2024-07-22 06:31:40.363124,Not Found,2024-09-01
VTRBY,2024-07-24 20:12:31.398106,Not Categorized,2024-09-01
IMHC,2024-07-25 06:30:40.649762,Not Found,2024-09-01
CZOO,2024-07-25 06:33:37.477572,Not Categorized,2024-09-01
CZOO,2024-07-25 06:33:37.487401,Current Ratio Below 0.5,2024-09-01
REBN,2024-07-25 06:33:37.487401,Current Ratio Below 0.5,2024-09-01
SIFY,2024-07-25 06:33:37.487401,Current Ratio Below 0.5,2024-09-01
LABP,2024-07-29 06:32:24.420163,Not Found,2024-09-01
AUVI,2024-08-01 06:29:20.527532,Not Found,2024-09-01
DTMXF,2024-08-01 06:32:47.219663,Current Ratio Below 0.5,2024-09-01
NCPL,2024-08-01 06:32:47.219663,Current Ratio Below 0.5,2024-09-01
FUSN,2024-08-10 16:53:14.335172,Not Found,2024-09-01
HLTH,2024-08-10 16:53:24.361375,Not Found,2024-09-01
ISUN,2024-08-10 16:53:32.575941,Not Found,2024-09-01
MZZMF,2024-08-10 16:53:55.566262,Not Found,2024-09-01
SSNT,2024-08-10 16:54:33.084209,Not Found,2024-09-01
VGANF,2024-08-10 16:54:47.565989,Not Found,2024-09-01
BKIRF,2024-08-10 16:55:46.437715,Current Ratio Below 0.5,2024-09-01
INSG,2024-08-10 16:55:46.437715,Current Ratio Below 0.5,2024-09-01
CASSQ,2024-08-11 16:59:34.231976,Not Found,2024-09-01
RBT,2024-08-11 17:01:07.309833,Not Found,2024-09-01
ADTH,2024-08-12 17:56:10.081285,Not Found,2024-09-01
AKLI,2024-08-12 17:56:44.476897,Not Found,2024-09-01
ARNGF,2024-08-12 17:57:45.276760,Not Found,2024-09-01
CORRQ,2024-08-15 06:32:57.678166,Not Found,2024-09-01
GLATF,2024-08-15 06:36:04.935147,Current Ratio Below 0.5,2024-09-01
PMN,2024-08-15 06:36:04.935147,Current Ratio Below 0.5,2024-09-01
TLRS,2024-08-15 06:36:04.935147,Current Ratio Below 0.5,2024-09-01
EYEN,2024-08-15 10:33:31.375638,Current Ratio Below 0.5,2024-09-01
ICU,2024-08-15 10:33:31.375638,Current Ratio Below 0.5,2024-09-01
SNPO,2024-08-19 06:35:39.890029,Not Found,2024-09-01
GTI,2024-08-19 06:37:03.430034,Current Ratio Below 0.5,2024-09-01
SDIG,2024-08-19 06:37:03.430034,Current Ratio Below 0.5,2024-09-01
FSRN,2024-08-22 06:34:39.315597,Not Found,2024-09-01
ACGX,2024-08-22 06:37:33.652520,Current Ratio Below 0.5,2024-09-01
DRFS,2024-08-22 06:37:33.652520,Current Ratio Below 0.5,2024-09-01
GCTK,2024-08-22 06:37:33.652520,Current Ratio Below 0.5,2024-09-01
NBIO,2024-08-22 06:37:33.652520,Current Ratio Below 0.5,2024-09-01
SBIG,2024-08-22 06:37:33.652520,Current Ratio Below 0.5,2024-09-01
VTAK,2024-08-22 06:37:33.652520,Current Ratio Below 0.5,2024-09-01
AULT,2024-08-26 06:38:31.097553,Current Ratio Below 0.5,2024-09-01
AZREF,2024-08-26 06:38:31.097553,Current Ratio Below 0.5,2024-09-01
JTAI,2024-08-26 06:38:31.097553,Current Ratio Below 0.5,2024-09-01
JTAIZ,2024-08-26 06:38:31.097553,Current Ratio Below 0.5,2024-09-01
MDWK,2024-08-26 06:38:31.097553,Current Ratio Below 0.5,2024-09-01
MINM,2024-08-26 06:38:31.097553,Current Ratio Below 0.5,2024-09-01
TSKFF,2024-08-26 06:38:31.097553,Current Ratio Below 0.5,2024-09-01
VCNX,2024-08-26 06:38:31.097553,Current Ratio Below 0.5,2024-09-01
WINT,2024-08-26 06:38:31.097553,Current Ratio Below 0.5,2024-09-01
BWCGF,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
BYROF,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
CAMPQ,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
CUROQ,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
DOCRF,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
DPSI,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
GMDA,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
HGMIF,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
HOLI,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
KRRGF,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
KSPN,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
MOR,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
MORF,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
NSTG,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
NSTGQ,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
OSA,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
OSAPQ,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
OSG,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
SIENQ,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
SLCA,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
VIEW,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
WAVD,2024-08-27 08:37:58.073315,No Recent Trades,2024-09-01
ESGLF,2024-08-29 06:40:53.150914,Current Ratio Below 0.5,2024-09-01
DMTK,2024-08-29 20:17:38.940292,No Recent Trades,2024-09-01
DLA,2024-09-01 18:59:33.656481,Not Found,2024-09-01
PWFL,2024-09-01 19:00:45.955918,Not Found,2024-09-01
ARBK,2024-09-01 19:05:51.246403,Current Ratio Below 0.5,2024-09-01
ARBKF,2024-09-01 19:05:51.246403,Current Ratio Below 0.5,2024-09-01
EDEYF,2024-09-01 19:05:51.246403,Current Ratio Below 0.5,2024-09-01
YERBF,2024-09-01 19:05:51.246403,Current Ratio Below 0.5,2024-09-01
REZZF,2024-09-04 09:55:40.448943,Current Ratio Below 0.5,2024-09-01
AIU,2024-09-04 15:04:01.853310,No Recent Trades,2024-09-01
BFXXQ,2024-09-04 15:04:01.853310,No Recent Trades,2024-09-01
ABIO,2024-09-05 13:47:13.929780,No Recent Trades,2024-09-01
OSIIF,2024-09-05 13:47:13.929780,No Recent Trades,2024-09-01
ASLN,2024-09-18 19:38:29.301933,No Recent Trades,2024-09-01
RADCQ,2024-09-18 19:38:29.301933,No Recent Trades,2024-09-01
WKME,2024-09-18 19:38:29.301933,No Recent Trades,2024-09-01
RGTLF,2024-09-18 19:39:29.184882,Not Categorized,2024-09-01
CACO,2024-09-18 19:39:29.194252,Current Ratio Below 0.5,2024-09-01
CETI,2024-09-18 19:39:29.194252,Current Ratio Below 0.5,2024-09-01
GDNPF,2024-09-18 19:39:29.194252,Current Ratio Below 0.5,2024-09-01
NLRCF,2024-09-18 19:39:29.194252,Current Ratio Below 0.5,2024-09-01
NULGF,2024-09-18 19:39:29.194252,Current Ratio Below 0.5,2024-09-01
RGTLF,2024-09-18 19:39:29.194252,Current Ratio Below 0.5,2024-09-01
ZENV,2024-09-18 19:39:29.194252,Current Ratio Below 0.5,2024-09-01
ZHCLF,2024-09-18 19:39:29.194252,Current Ratio Below 0.5,2024-09-01
GWSO,2024-09-20 06:45:21.857269,Current Ratio Below 0.5,2024-09-01
RELT,2024-09-20 06:45:21.857269,Current Ratio Below 0.5,2024-09-01
HYW,2024-09-23 06:39:42.767451,Not Found,2024-09-01
PXMD,2024-09-23 06:48:48.149993,Current Ratio Below 0.5,2024-09-01
ALIM,2024-09-24 06:43:29.592985,No Recent Trades,2024-09-01
GTHX,2024-09-24 06:43:29.592985,No Recent Trades,2024-09-01
HA,2024-09-24 06:43:29.592985,No Recent Trades,2024-09-01
AVOI,2024-09-26 06:37:51.315939,Not Found,2024-09-01
FTCHF,2024-09-26 06:39:10.134470,Not Found,2024-09-01
SEOVF,2024-09-26 06:47:46.535994,Current Ratio Below 0.5,2024-09-01
TORVF,2024-09-26 06:47:46.535994,Current Ratio Below 0.5,2024-09-01
CYTO,2024-09-30 06:47:25.471146,Current Ratio Below 0.5,2024-09-01
DECXF,2024-09-30 06:47:25.471146,Current Ratio Below 0.5,2024-09-01
GLNLF,2024-09-30 06:47:25.471146,Current Ratio Below 0.5,2024-09-01
SOND,2024-09-30 06:47:25.471146,Current Ratio Below 0.5,2024-09-01
SILK,2024-10-02 06:39:22.705114,No Recent Trades,2024-09-01
VINZF,2024-10-02 06:40:17.493755,Not Categorized,2024-09-01
VINZF,2024-10-02 06:40:17.502099,Current Ratio Below 0.5,2024-09-01
NSGCF,2024-10-03 06:46:24.813315,Current Ratio Below 0.5,2024-09-01
REGRF,2024-10-03 06:46:24.813315,Current Ratio Below 0.5,2024-09-01
SGE,2024-10-04 06:40:09.062429,No Recent Trades,2024-09-01
SMLP,2024-10-04 06:40:09.062429,No Recent Trades,2024-09-01
LTMAY,2024-10-07 06:38:36.138850,Not Found,2024-09-01
VWE,2024-10-07 06:40:48.085167,Not Found,2024-09-01
AUDAQ,2024-10-07 06:45:12.701685,No Recent Trades,2024-09-01
EIGR,2024-10-07 06:45:12.701685,No Recent Trades,2024-09-01
CURB-WI,2024-10-07 06:46:08.645663,Not Categorized,2024-09-01
CURB-WI,2024-10-07 06:46:08.656161,Current Ratio Below 0.5,2024-09-01
EVA,2024-10-07 06:46:08.656161,Current Ratio Below 0.5,2024-09-01
RECHF,2024-10-07 06:46:08.656161,Current Ratio Below 0.5,2024-09-01
CUBXF,2024-10-07 06:46:08.667131,Missing Close Price,2024-09-01
AUGX,2024-10-08 06:39:35.314740,No Recent Trades,2024-09-01
EIGRQ,2024-10-08 06:39:35.314740,No Recent Trades,2024-09-01
PRFT,2024-10-08 06:39:35.314740,No Recent Trades,2024-09-01
CONN,2024-10-09 06:37:33.708453,No Recent Trades,2024-09-01
TWOU,2024-10-10 06:35:33.924828,Not Found,2024-09-01
CWEGF,2024-10-10 06:41:05.095651,No Recent Trades,2024-09-01
BSRUF,2024-10-11 06:42:43.867984,No Recent Trades,2024-09-01
RPHM,2024-10-11 06:42:43.867984,No Recent Trades,2024-09-01
QLI,2024-10-14 06:40:02.288658,Not Found,2024-09-01
AEZS,2024-10-14 06:45:03.637750,No Recent Trades,2024-09-01
AKTS,2024-10-14 06:46:01.851204,Current Ratio Below 0.5,2024-09-01
SFTGQ,2024-10-15 06:40:56.866216,No Recent Trades,2024-09-01
PLGGF,2024-10-16 06:40:33.231171,No Recent Trades,2024-09-01
CHUY,2024-10-17 06:41:55.318528,No Recent Trades,2024-09-01
LOOP,2024-10-17 06:42:52.601583,Current Ratio Below 0.5,2024-09-01
HUGE,2024-10-18 06:42:20.119931,No Recent Trades,2024-09-01
GAMGF,2024-10-21 06:38:37.982174,Not Found,2024-09-01
SLGD,2024-10-21 06:40:33.970606,Not Found,2024-09-01
BNTRF,2024-10-21 06:48:23.706873,Current Ratio Below 0.5,2024-09-01
TMDIF,2024-10-21 06:48:23.706873,Current Ratio Below 0.5,2024-09-01
DRKTF,2024-10-23 21:44:47.546387,No Recent Trades,2024-09-01
MMAT,2024-10-24 06:40:49.825589,Not Found,2024-09-01
MYNZ,2024-10-24 06:48:51.630328,Current Ratio Below 0.5,2024-09-01
GPS,2024-10-25 06:41:43.976807,No Recent Trades,2024-09-01
CLIK,2024-10-25 06:42:54.737272,Not Categorized,2024-09-01
CLIK,2024-10-25 06:42:54.747679,Current Ratio Below 0.5,2024-09-01
ALLG,2024-10-28 06:37:42.343945,Not Found,2024-09-01
AMBBF,2024-10-28 06:37:44.346236,Not Found,2024-09-01
DIGP,2024-10-28 06:38:36.710634,Not Found,2024-09-01
SZSMF,2024-10-28 06:41:30.256106,Not Found,2024-09-01
ATMTF,2024-10-28 06:46:50.113892,No Recent Trades,2024-09-01
SHCR,2024-10-28 06:46:50.113892,No Recent Trades,2024-09-01
SHCRW,2024-10-28 06:46:50.113892,No Recent Trades,2024-09-01
ZNCXF,2024-10-28 06:48:03.986372,Current Ratio Below 0.5,2024-09-01
WRNT,2024-10-30 08:36:33.787767,No Recent Trades,2024-09-01
CRCQW,2024-10-31 06:44:09.395418,No Recent Trades,2024-09-01
PETQ,2024-10-31 06:44:09.395418,No Recent Trades,2024-09-01
AYURF,2024-10-31 06:45:24.235552,Current Ratio Below 0.5,2024-09-01
DNCVF,2024-10-31 06:45:24.235552,Current Ratio Below 0.5,2024-09-01
FBASF,2024-10-31 06:45:24.235552,Current Ratio Below 0.5,2024-09-01
IAALF,2024-10-31 06:45:24.235552,Current Ratio Below 0.5,2024-09-01
RYES,2024-10-31 06:45:24.235552,Current Ratio Below 0.5,2024-09-01
OPINL,2024-11-01 06:45:03.220768,Not Categorized,2024-09-01
BDWBF,2024-11-04 06:43:11.361464,Current Ratio Below 0.5,2024-09-01
ETFLF,2024-11-04 06:43:11.361464,Current Ratio Below 0.5,2024-09-01
EULIF,2024-11-04 06:43:11.361464,Current Ratio Below 0.5,2024-09-01
EVAX,2024-11-04 06:43:11.361464,Current Ratio Below 0.5,2024-09-01
LXENF,2024-11-04 06:43:11.361464,Current Ratio Below 0.5,2024-09-01
MITJF,2024-11-04 06:43:11.361464,Current Ratio Below 0.5,2024-09-01
NBMFF,2024-11-04 06:43:11.361464,Current Ratio Below 0.5,2024-09-01
TGNT,2024-11-04 06:43:11.361464,Current Ratio Below 0.5,2024-09-01
LLAP,2024-11-05 06:39:36.222706,No Recent Trades,2024-09-01
OBNNF,2024-11-05 06:39:36.222706,No Recent Trades,2024-09-01
ITI,2024-11-07 06:41:03.668914,No Recent Trades,2024-09-01
SDXEF,2024-11-07 06:42:20.809564,Not Categorized,2024-09-01
DZSI,2024-11-07 06:42:20.819432,Current Ratio Below 0.5,2024-09-01
KLNG,2024-11-07 06:42:20.819432,Current Ratio Below 0.5,2024-09-01
SDXEF,2024-11-07 06:42:20.819432,Current Ratio Below 0.5,2024-09-01
TGTX,2024-11-07 06:42:20.819432,Current Ratio Below 0.5,2024-09-01
SRCL,2024-11-08 06:39:29.984762,No Recent Trades,2024-09-01
BIG,2024-11-11 06:34:49.892238,Not Found,2024-09-01
MICS,2024-11-11 06:35:56.897115,Not Found,2024-09-01
AATC,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
ACIXF,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
APTO,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
BSXGF,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
CBWTF,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
CTXXF,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
ENDGF,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
GTBIF,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
HHDS,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
HLGN,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
IOVA,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
ISENF,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
KRT,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
KRUS,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
MCCRF,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
MRVI,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
NSFDF,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
NVLPF,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
OIBZQ,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
PBYI,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
SALM,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
SHGDF,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
TKC,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
TRVN,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
ULTHF,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
VRNA,2024-11-11 06:43:32.396740,Current Ratio Below 0.5,2024-09-01
CMG,2024-11-11 06:43:32.426415,Missing Close Price,2024-09-01
FCX,2024-11-11 06:43:32.426415,Missing Close Price,2024-09-01
NKE,2024-11-11 06:43:32.426415,Missing Close Price,2024-09-01
NVDA,2024-11-11 06:43:32.426415,Missing Close Price,2024-09-01
SBUX,2024-11-11 06:43:32.426415,Missing Close Price,2024-09-01
VRSSF,2024-11-11 06:43:32.426415,Missing Close Price,2024-09-01
LILMW,2024-11-12 06:40:28.671192,No Recent Trades,2024-09-01
ARLSD,2024-11-13 06:40:43.360844,No Recent Trades,2024-09-01
EB,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EBON,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EBS,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ECAOF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ECDA,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ECGS,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ECIA,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ECRFF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ECRO,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EDBL,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EDU,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EEX,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EFTR,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EGAN,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EGHT,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EGIO,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EGIOQ,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EGRX,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EGTYF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EGY,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EH,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EHC,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EHGRF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EIHDF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EJH,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EKSO,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELA,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELAB,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELAN,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELEK,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELEV,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELLXF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELMD,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELMGF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELMSQ,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELRRF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELTK,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELTP,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELTX,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELVG,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELVUF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELWS,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELYM,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ELYS,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EM,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EMCHF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EMEXF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EMHLF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EMKR,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EML,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EMTRF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EMUSF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ENGN,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ENPH,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ENRT,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ENSC,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ENTEF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ENTO,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ENTX,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ENV,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ENVX,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ENZN,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EOSEW,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EPAC,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EPIX,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EQ,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ESI,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ESOA,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ESPGY,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ESPR,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ESTC,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ETAOF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ETON,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ETST,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
ETSY,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EU,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EUBG,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EVC,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EVER,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EVGN,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EVGO,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EVGOW,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EVGUF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EVH,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EVLV,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EVO,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EVOK,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EVRC,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EVRI,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EVTL,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EW,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EWCZ,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EWGFF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EWPMF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EWTX,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EXAI,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EXAS,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EXEL,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EXFY,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EXK,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EXLS,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EXMGF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EXPO,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EYPT,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EZGO,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
EZPW,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
F,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
FA,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
FAAS,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
FAMDF,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
FAMI,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
FARO,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
FATE,2024-11-14 20:04:33.399809,No Recent Trades,2024-09-01
