Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Sector,Industry,Rolling,Macd,Fibonacci,Pivot,RSI,Volume Horizontal,Buy Price,Buy Date,Sell Price,Sell Date,Stop Loss Price,Sell Stop Loss Date
2024-01-17,0.0212,0.0219,0.0190,0.0210,0.0210,3233320,MONI,Industrials,Conglomerates,0,1,0,0,1,0,,,,,,
2023-09-20,1.4000,1.4020,1.3600,1.4000,1.4000,29200,MATH,Financial Services,Capital Markets,0,0,0,0,0,0,1.3600,2023-09-21,1.4552,2023-09-28,,
2023-09-21,1.3600,1.4010,1.3600,1.4000,1.4000,73900,MATH,Financial Services,Capital Markets,0,0,0,0,0,0,1.3900,2023-09-22,1.4873,2023-10-02,,
2023-09-22,1.3900,1.4100,1.3500,1.4100,1.4100,222000,MATH,Financial Services,Capital Markets,0,0,0,0,0,0,1.3700,2023-09-25,1.4659,2023-09-28,,
2023-09-25,1.3700,1.4000,1.3500,1.3500,1.3500,4100,MATH,Financial Services,Capital Markets,0,0,0,0,0,0,1.4100,2023-09-26,1.5087,2023-10-02,,
2023-09-26,1.4100,1.4100,1.3500,1.3500,1.3500,9200,MATH,Financial Services,Capital Markets,0,0,0,0,0,0,1.3620,2023-09-27,,,,
2023-09-27,1.3620,1.4000,1.3620,1.3900,1.3900,2800,MATH,Financial Services,Capital Markets,0,0,0,1,0,0,1.3840,2023-09-28,1.4809,2023-10-02,,
2023-09-28,1.3840,1.4770,1.3500,1.3500,1.3500,84100,MATH,Financial Services,Capital Markets,0,0,0,0,0,0,1.4230,2023-09-29,1.5226,2023-10-04,,
2023-09-29,1.4230,1.4230,1.3400,1.3600,1.3600,1700,MATH,Financial Services,Capital Markets,0,0,0,0,0,0,1.3200,2023-10-02,,,,
2023-10-02,1.3200,1.5200,1.3200,1.4700,1.4700,34500,MATH,Financial Services,Capital Markets,0,0,0,1,0,0,1.4250,2023-10-03,,,,
2023-10-03,1.4250,1.5000,1.4250,1.4600,1.4600,37900,MATH,Financial Services,Capital Markets,0,0,0,0,0,0,1.4500,2023-10-04,,,,
2023-10-04,1.4500,1.5800,1.4500,1.5000,1.5000,191800,MATH,Financial Services,Capital Markets,0,0,0,0,0,0,1.5700,2023-10-05,1.6799,2023-12-22,,
2023-10-05,1.5700,1.5700,1.5000,1.5000,1.5000,7800,MATH,Financial Services,Capital Markets,0,0,0,0,0,0,1.5300,2023-10-06,1.6371,2023-12-22,,
2023-10-06,1.5300,1.5300,1.5000,1.5200,1.5200,9700,MATH,Financial Services,Capital Markets,0,0,0,1,0,0,1.5200,2023-10-09,1.6264,2023-12-22,,
2023-10-09,1.5200,1.5360,1.3600,1.4700,1.4700,37900,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.4900,2023-10-10,1.5943,2023-10-24,1.2825,2023-10-11
2023-10-10,1.4900,1.4900,1.3700,1.3900,1.3900,30400,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.3600,2023-10-11,,,1.1875,2023-12-08
2023-10-11,1.3600,1.4200,1.2300,1.2500,1.2500,106300,MATH,Financial Services,Capital Markets,0,0,0,0,1,1,1.2800,2023-10-12,,,1.1875,2023-12-08
2023-10-12,1.2800,1.3400,1.2300,1.2800,1.2800,12400,MATH,Financial Services,Capital Markets,1,0,0,0,1,0,1.2400,2023-10-13,,,1.1875,2023-12-08
2023-10-13,1.2400,1.2500,1.2250,1.2500,1.2500,9900,MATH,Financial Services,Capital Markets,1,0,0,0,1,1,1.2500,2023-10-16,,,1.1780,2023-12-08
2023-10-16,1.2500,1.3600,1.1910,1.2400,1.2400,29700,MATH,Financial Services,Capital Markets,1,0,0,0,1,1,1.3400,2023-10-17,,,1.1780,2023-12-08
2023-10-17,1.3400,1.4400,1.3170,1.4000,1.4000,87600,MATH,Financial Services,Capital Markets,1,0,0,1,1,1,1.3900,2023-10-18,1.4873,2023-10-20,1.1780,2023-12-08
2023-10-18,1.3900,1.4700,1.3800,1.4700,1.4700,60200,MATH,Financial Services,Capital Markets,1,0,0,1,1,1,1.4800,2023-10-19,1.5836,2023-10-24,1.1780,2023-12-08
2023-10-19,1.4800,1.4800,1.3400,1.3410,1.3410,2300,MATH,Financial Services,Capital Markets,1,0,0,0,1,0,1.3900,2023-10-20,,,1.1780,2023-12-08
2023-10-20,1.3900,1.4880,1.3000,1.4560,1.4560,28100,MATH,Financial Services,Capital Markets,1,0,0,1,1,0,1.4200,2023-10-23,,,1.1780,2023-12-08
2023-10-23,1.4200,1.5600,1.3500,1.5500,1.5500,53500,MATH,Financial Services,Capital Markets,0,0,0,1,1,1,1.5000,2023-10-24,,,1.1780,2023-12-08
2023-10-24,1.5000,1.6100,1.5000,1.5600,1.5600,57400,MATH,Financial Services,Capital Markets,0,0,0,1,1,1,1.5300,2023-10-25,1.6371,2023-12-22,1.1780,2023-12-08
2023-10-25,1.5300,1.5990,1.4100,1.5700,1.5700,33800,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.5500,2023-10-26,1.6585,2023-12-22,1.1780,2023-12-08
2023-10-26,1.5500,1.5700,1.5200,1.5600,1.5600,23200,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.4900,2023-10-27,1.5943,2023-11-02,1.1780,2023-12-08
2023-10-27,1.4900,1.5900,1.4600,1.5700,1.5700,24500,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.5100,2023-10-30,1.6157,2023-12-22,1.1780,2023-12-08
2023-10-30,1.5100,1.5800,1.5100,1.5600,1.5600,13100,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.5600,2023-10-31,1.6692,2023-12-22,1.1780,2023-12-08
2023-10-31,1.5600,1.5700,1.4800,1.5650,1.5650,20000,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.5400,2023-11-01,1.6478,2023-12-22,1.1780,2023-12-08
2023-11-01,1.5400,1.5600,1.5400,1.5600,1.5600,14600,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.5500,2023-11-02,1.6585,2023-12-22,1.1780,2023-12-08
2023-11-02,1.5500,1.6000,1.4900,1.5000,1.5000,30700,MATH,Financial Services,Capital Markets,0,0,0,0,1,1,1.4600,2023-11-03,,,1.1780,2023-12-08
2023-11-03,1.4600,1.5230,1.4400,1.4400,1.4400,16200,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.4500,2023-11-06,1.5515,2023-12-04,1.2739,2023-12-08
2023-11-06,1.4500,1.5200,1.4500,1.4900,1.4900,9500,MATH,Financial Services,Capital Markets,0,0,0,1,1,0,1.4400,2023-11-07,1.5408,2023-11-20,1.2739,2023-12-08
2023-11-07,1.4400,1.4900,1.4400,1.4850,1.4850,2300,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.5000,2023-11-08,1.6050,2023-12-22,1.2739,2023-12-08
2023-11-08,1.5000,1.5000,1.3500,1.4400,1.4400,14900,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.4420,2023-11-09,1.5429,2023-11-20,1.3490,2023-11-13
2023-11-09,1.4420,1.4800,1.4200,1.4200,1.4200,21900,MATH,Financial Services,Capital Markets,0,0,0,0,1,1,1.4400,2023-11-10,1.5408,2023-11-20,1.3395,2023-12-08
2023-11-10,1.4400,1.4400,1.3900,1.4100,1.4100,8000,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.3700,2023-11-13,,,1.3395,2023-12-08
2023-11-13,1.3700,1.4700,1.3450,1.4600,1.4600,32600,MATH,Financial Services,Capital Markets,1,0,0,1,1,1,1.4300,2023-11-14,1.5301,2023-11-20,1.3395,2023-12-08
2023-11-14,1.4300,1.4500,1.3400,1.4250,1.4250,12900,MATH,Financial Services,Capital Markets,1,0,0,0,1,0,1.3800,2023-11-15,,,1.3395,2023-12-08
2023-11-15,1.3800,1.4800,1.3700,1.4400,1.4400,12800,MATH,Financial Services,Capital Markets,1,0,0,1,1,0,1.4000,2023-11-16,1.4980,2023-11-20,1.3395,2023-12-08
2023-11-16,1.4000,1.4900,1.3800,1.4200,1.4200,5100,MATH,Financial Services,Capital Markets,1,0,0,0,1,0,1.4620,2023-11-17,1.5643,2023-12-04,1.3395,2023-12-08
2023-11-17,1.4620,1.4700,1.4600,1.4700,1.4700,2700,MATH,Financial Services,Capital Markets,1,0,0,1,1,0,1.4600,2023-11-20,1.5622,2023-12-04,1.3395,2023-12-08
2023-11-20,1.4600,1.5500,1.4600,1.4800,1.4800,19600,MATH,Financial Services,Capital Markets,1,0,0,0,1,1,1.4700,2023-11-21,1.5729,2023-12-04,1.3395,2023-12-08
2023-11-21,1.4700,1.5000,1.4300,1.4700,1.4700,4000,MATH,Financial Services,Capital Markets,1,0,0,0,1,0,1.4200,2023-11-22,1.5194,2023-12-04,1.3395,2023-12-08
2023-11-22,1.4200,1.4900,1.4200,1.4800,1.4800,8800,MATH,Financial Services,Capital Markets,0,0,0,0,1,1,1.4800,2023-11-24,1.5836,2023-12-04,1.3395,2023-12-08
2023-11-24,1.4800,1.4900,1.4500,1.4900,1.4900,5600,MATH,Financial Services,Capital Markets,0,1,0,0,1,1,1.4100,2023-11-27,1.5087,2023-12-04,1.3395,2023-12-08
2023-11-27,1.4100,1.5000,1.4100,1.4900,1.4900,6000,MATH,Financial Services,Capital Markets,0,1,0,0,1,1,1.4500,2023-11-28,1.5515,2023-12-04,1.3395,2023-12-08
2023-11-28,1.4500,1.5000,1.4300,1.5000,1.5000,10100,MATH,Financial Services,Capital Markets,0,1,0,0,1,0,1.4200,2023-11-29,1.5194,2023-12-04,1.3395,2023-12-08
2023-11-29,1.4200,1.5000,1.4200,1.4400,1.4400,8300,MATH,Financial Services,Capital Markets,0,1,0,0,1,0,1.4320,2023-11-30,1.5322,2023-12-04,1.3395,2023-12-08
2023-11-30,1.4320,1.5000,1.4300,1.5000,1.5000,7900,MATH,Financial Services,Capital Markets,0,1,0,1,1,0,1.4800,2023-12-01,,,1.3395,2023-12-08
2023-12-01,1.4800,1.5000,1.4800,1.4800,1.4800,6100,MATH,Financial Services,Capital Markets,0,1,0,0,1,1,1.4700,2023-12-04,,,1.3490,2023-12-08
2023-12-04,1.4700,1.6000,1.3500,1.5700,1.5700,57600,MATH,Financial Services,Capital Markets,0,1,0,1,1,0,1.5700,2023-12-05,1.6799,2023-12-22,1.3490,2023-12-08
2023-12-05,1.5700,1.5800,1.5500,1.5600,1.5600,5300,MATH,Financial Services,Capital Markets,0,1,0,0,1,1,1.5300,2023-12-06,1.6371,2023-12-22,1.3490,2023-12-08
2023-12-06,1.5300,1.6000,1.5000,1.5300,1.5300,49100,MATH,Financial Services,Capital Markets,0,1,0,0,1,0,1.4400,2023-12-07,,,1.3490,2023-12-08
2023-12-07,1.4400,1.5150,1.4000,1.4500,1.4500,19600,MATH,Financial Services,Capital Markets,0,1,0,0,1,1,1.4000,2023-12-08,,,1.3585,2023-12-08
2023-12-08,1.4000,1.4600,1.1000,1.4300,1.4300,109200,MATH,Financial Services,Capital Markets,0,0,0,0,1,1,1.3600,2023-12-11,,,1.2825,2023-12-08
2023-12-11,1.3600,1.4300,1.3500,1.3500,1.3500,22000,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.4400,2023-12-12,1.5408,2023-12-19,1.2825,
2023-12-12,1.4400,1.4400,1.3500,1.4000,1.4000,9400,MATH,Financial Services,Capital Markets,1,0,0,1,1,0,1.4260,2023-12-13,1.5258,2023-12-18,1.2825,
2023-12-13,1.4260,1.4600,1.4200,1.4500,1.4500,14200,MATH,Financial Services,Capital Markets,1,0,0,1,1,0,1.3700,2023-12-14,,,1.2825,
2023-12-14,1.3700,1.4500,1.3700,1.4400,1.4400,23600,MATH,Financial Services,Capital Markets,1,0,0,0,1,0,1.3990,2023-12-15,,,1.2825,
2023-12-15,1.3990,1.5000,1.3990,1.4480,1.4480,6300,MATH,Financial Services,Capital Markets,1,0,0,0,1,0,1.4800,2023-12-18,1.5836,2023-12-20,1.2825,
2023-12-18,1.4800,1.5300,1.3800,1.5000,1.5000,65700,MATH,Financial Services,Capital Markets,1,0,0,1,1,1,1.5000,2023-12-19,1.6050,2023-12-22,1.2825,
2023-12-19,1.5000,1.5500,1.5000,1.5500,1.5500,55900,MATH,Financial Services,Capital Markets,1,1,0,1,1,1,1.5500,2023-12-20,1.6585,2023-12-22,1.2825,
2023-12-20,1.5500,1.6000,1.5200,1.5900,1.5900,71000,MATH,Financial Services,Capital Markets,1,1,0,1,1,1,1.5300,2023-12-21,,,1.2825,
2023-12-21,1.5300,1.6000,1.5300,1.6000,1.6000,9500,MATH,Financial Services,Capital Markets,0,1,0,0,1,0,1.6000,2023-12-22,,,1.2825,
2023-12-22,1.6000,1.9200,1.5000,1.7900,1.7900,450000,MATH,Financial Services,Capital Markets,0,1,0,1,0,1,1.8500,2023-12-26,,,1.2825,
2023-12-26,1.8500,2.0800,1.8000,2.0000,2.0000,331900,MATH,Financial Services,Capital Markets,0,1,0,1,0,1,2.0700,2023-12-27,,,1.2825,
2023-12-27,2.0700,2.2400,1.9100,2.2000,2.2000,363100,MATH,Financial Services,Capital Markets,0,1,0,1,0,1,2.2600,2023-12-28,,,1.2825,
2023-12-28,2.2600,2.2700,1.9800,2.1900,2.1900,158300,MATH,Financial Services,Capital Markets,0,1,0,0,0,1,2.1400,2023-12-29,,,1.2825,
2023-12-29,2.1400,2.1800,1.7900,2.1800,2.1800,197400,MATH,Financial Services,Capital Markets,0,1,0,0,0,1,2.2000,2024-01-02,,,1.2825,
2024-01-02,2.2000,2.2000,1.8600,2.0800,2.0800,228200,MATH,Financial Services,Capital Markets,0,1,0,0,0,1,1.9800,2024-01-03,,,1.3300,
2024-01-03,1.9800,2.0000,1.8600,1.8800,1.8800,155100,MATH,Financial Services,Capital Markets,0,1,0,0,1,0,1.8600,2024-01-04,,,1.3680,
2024-01-04,1.8600,1.9500,1.8600,1.8900,1.8900,118900,MATH,Financial Services,Capital Markets,0,1,0,0,1,0,1.9100,2024-01-05,,,1.3680,
2024-01-05,1.9100,1.9600,1.8360,1.9300,1.9300,97200,MATH,Financial Services,Capital Markets,0,1,0,1,1,0,1.9600,2024-01-08,,,1.3756,
2024-01-08,1.9600,1.9600,1.8300,1.8800,1.8800,23900,MATH,Financial Services,Capital Markets,0,1,0,0,1,0,1.8600,2024-01-09,,,1.4250,
2024-01-09,1.8600,1.8600,1.6700,1.7300,1.7300,60200,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.7500,2024-01-10,,,1.4725,2024-01-10
2024-01-10,1.7500,1.7500,1.4700,1.6000,1.6000,117300,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.6000,2024-01-11,,,1.4725,2024-01-10
2024-01-11,1.6000,1.6200,1.5200,1.5500,1.5500,47000,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.6300,2024-01-12,,,1.4535,2024-01-16
2024-01-12,1.6300,1.6500,1.5300,1.5300,1.5300,9900,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.4460,2024-01-16,,,1.4155,
2024-01-16,1.4460,1.5430,1.4460,1.4900,1.4900,3200,MATH,Financial Services,Capital Markets,0,0,0,0,1,0,1.4900,2024-01-17,,,1.4155,
2024-01-17,1.4900,1.6900,1.4500,1.5800,1.5800,15527,MATH,Financial Services,Capital Markets,1,0,0,1,1,0,,,,,,
2023-09-20,1.7700,1.9310,1.7700,1.9180,1.9180,8500,SNTG,Financial Services,Credit Services,0,0,0,0,0,0,1.9000,2023-09-21,2.0330,2023-12-01,,
2023-09-21,1.9000,1.9700,1.7300,1.7300,1.7300,8700,SNTG,Financial Services,Credit Services,0,0,0,0,0,0,1.7800,2023-09-22,,,,
2023-09-22,1.7800,1.8400,1.6800,1.6800,1.6800,4100,SNTG,Financial Services,Credit Services,0,0,0,0,0,0,1.7400,2023-09-25,1.8618,2023-10-13,,
2023-09-25,1.7400,1.8500,1.7000,1.8000,1.8000,4100,SNTG,Financial Services,Credit Services,0,0,0,1,0,0,1.8400,2023-09-26,1.9688,2023-10-13,,
2023-09-26,1.8400,1.8400,1.7610,1.8340,1.8340,1200,SNTG,Financial Services,Credit Services,0,0,0,1,0,0,1.7600,2023-09-27,1.8832,2023-10-13,,
2023-09-27,1.7600,1.8400,1.6900,1.8040,1.8040,6800,SNTG,Financial Services,Credit Services,0,0,0,0,0,0,1.7300,2023-09-28,1.8511,2023-10-13,,
2023-09-28,1.7300,1.8400,1.6800,1.7000,1.7000,17400,SNTG,Financial Services,Credit Services,0,0,0,0,0,0,1.7000,2023-09-29,,,,
2023-09-29,1.7000,1.7000,1.7000,1.7000,1.7000,0,SNTG,Financial Services,Credit Services,0,0,0,0,0,0,1.7480,2023-10-02,1.8704,2023-10-13,,
2023-10-02,1.7480,1.7480,1.6800,1.6800,1.6800,6200,SNTG,Financial Services,Credit Services,0,0,0,0,0,0,1.7000,2023-10-03,1.8190,2023-10-12,,
2023-10-03,1.7000,1.7400,1.6800,1.6800,1.6800,1500,SNTG,Financial Services,Credit Services,0,0,0,0,0,0,1.6800,2023-10-04,1.7976,2023-10-12,,
2023-10-04,1.6800,1.6800,1.6800,1.6800,1.6800,2700,SNTG,Financial Services,Credit Services,0,0,0,0,0,0,1.7200,2023-10-05,1.8404,2023-10-12,,
2023-10-05,1.7200,1.7800,1.6800,1.7200,1.7200,2400,SNTG,Financial Services,Credit Services,0,0,0,0,0,0,1.6800,2023-10-06,1.7976,2023-10-12,,
2023-10-06,1.6800,1.7350,1.6800,1.7350,1.7350,1200,SNTG,Financial Services,Credit Services,0,0,0,0,0,0,1.7070,2023-10-09,1.8265,2023-10-12,,
2023-10-09,1.7070,1.7500,1.6800,1.6800,1.6800,1200,SNTG,Financial Services,Credit Services,0,0,0,0,1,0,1.7100,2023-10-10,1.8297,2023-10-12,1.5960,2023-10-27
2023-10-10,1.7100,1.7200,1.6800,1.6800,1.6800,1500,SNTG,Financial Services,Credit Services,0,0,0,0,1,0,1.6700,2023-10-11,,,1.5960,2023-10-27
2023-10-11,1.6700,1.7900,1.6700,1.7900,1.7900,12200,SNTG,Financial Services,Credit Services,0,0,0,1,1,0,1.8000,2023-10-12,,,1.5960,2023-10-27
2023-10-12,1.8000,1.8500,1.6800,1.8500,1.8500,31500,SNTG,Financial Services,Credit Services,0,0,0,1,1,0,1.8000,2023-10-13,,,1.5960,2023-10-27
2023-10-13,1.8000,2.0000,1.7300,1.8800,1.8800,19500,SNTG,Financial Services,Credit Services,0,0,0,1,1,0,1.9000,2023-10-16,2.0330,2023-12-01,1.5960,2023-10-27
2023-10-16,1.9000,1.9000,1.7200,1.7900,1.7900,4500,SNTG,Financial Services,Credit Services,0,0,0,0,1,1,1.7900,2023-10-17,1.9153,2023-12-01,1.5960,2023-10-27
2023-10-17,1.7900,1.7950,1.7300,1.7500,1.7500,2800,SNTG,Financial Services,Credit Services,0,0,0,0,1,1,1.7300,2023-10-18,1.8511,2023-12-01,1.5960,2023-10-27
2023-10-18,1.7300,1.7600,1.7300,1.7600,1.7600,4100,SNTG,Financial Services,Credit Services,0,0,0,1,1,1,1.7200,2023-10-19,1.8404,2023-12-01,1.5960,2023-10-27
2023-10-19,1.7200,1.7200,1.7100,1.7100,1.7100,700,SNTG,Financial Services,Credit Services,0,0,0,0,1,1,1.6800,2023-10-20,1.7976,2023-10-25,1.5960,2023-10-27
2023-10-20,1.6800,1.7600,1.6800,1.7600,1.7600,2200,SNTG,Financial Services,Credit Services,0,0,0,1,1,1,1.6800,2023-10-23,1.7976,2023-10-25,1.5960,2023-10-27
2023-10-23,1.6800,1.7400,1.6800,1.7400,1.7400,1000,SNTG,Financial Services,Credit Services,0,0,0,0,1,1,1.6970,2023-10-24,,,1.5960,2023-10-27
2023-10-24,1.6970,1.7900,1.6800,1.7900,1.7900,2000,SNTG,Financial Services,Credit Services,0,0,0,1,1,0,1.8400,2023-10-25,1.9688,2023-12-01,1.5200,2023-10-30
2023-10-25,1.8400,1.8400,1.6000,1.6000,1.6000,5700,SNTG,Financial Services,Credit Services,0,0,0,0,1,0,1.6700,2023-10-26,,,1.5200,2023-10-30
2023-10-26,1.6700,1.6700,1.6400,1.6600,1.6600,4900,SNTG,Financial Services,Credit Services,1,0,0,1,1,1,1.5600,2023-10-27,,,1.5010,2023-10-30
2023-10-27,1.5600,1.6180,1.5400,1.5800,1.5800,4500,SNTG,Financial Services,Credit Services,1,0,0,0,1,0,1.5800,2023-10-30,1.6906,2023-11-20,1.4260,
2023-10-30,1.5800,1.6150,1.5000,1.5010,1.5010,4100,SNTG,Financial Services,Credit Services,1,0,0,0,1,0,1.5000,2023-10-31,,,1.4260,
2023-10-31,1.5000,1.6380,1.5000,1.5900,1.5900,7300,SNTG,Financial Services,Credit Services,1,0,0,1,1,0,1.5100,2023-11-01,,,1.4260,
2023-11-01,1.5100,1.5300,1.5100,1.5100,1.5100,1600,SNTG,Financial Services,Credit Services,1,0,0,0,1,1,1.5000,2023-11-02,,,1.4260,
2023-11-02,1.5000,1.5900,1.5000,1.5100,1.5100,1600,SNTG,Financial Services,Credit Services,1,0,0,0,1,1,1.5800,2023-11-03,1.6906,2023-11-20,1.4260,
2023-11-03,1.5800,1.6100,1.5100,1.5300,1.5300,6800,SNTG,Financial Services,Credit Services,1,0,0,0,1,0,1.5500,2023-11-06,1.6585,2023-11-08,1.4260,
2023-11-06,1.5500,1.6200,1.5100,1.5100,1.5100,1900,SNTG,Financial Services,Credit Services,1,0,0,0,1,1,1.5800,2023-11-07,1.6906,2023-11-20,1.4260,
2023-11-07,1.5800,1.5800,1.5100,1.5100,1.5100,3000,SNTG,Financial Services,Credit Services,1,0,0,0,1,1,1.5000,2023-11-08,,,1.4260,
2023-11-08,1.5000,1.6640,1.5000,1.5400,1.5400,2500,SNTG,Financial Services,Credit Services,1,0,0,0,1,1,1.5400,2023-11-09,,,1.4260,
2023-11-09,1.5400,1.5400,1.5400,1.5400,1.5400,300,SNTG,Financial Services,Credit Services,0,0,0,0,1,1,1.5800,2023-11-10,1.6906,2023-11-20,1.4260,
2023-11-10,1.5800,1.5800,1.5400,1.5400,1.5400,500,SNTG,Financial Services,Credit Services,0,0,0,0,1,1,1.5000,2023-11-13,1.6050,2023-11-17,1.4250,
2023-11-13,1.5000,1.5400,1.5000,1.5000,1.5000,1600,SNTG,Financial Services,Credit Services,0,0,0,0,1,1,1.5000,2023-11-14,1.6050,2023-11-17,1.4250,
2023-11-14,1.5000,1.5300,1.5000,1.5300,1.5300,800,SNTG,Financial Services,Credit Services,1,1,0,1,1,1,1.5300,2023-11-15,1.6371,2023-11-17,1.4250,
2023-11-15,1.5300,1.5300,1.5300,1.5300,1.5300,0,SNTG,Financial Services,Credit Services,1,1,0,0,1,1,1.5100,2023-11-16,,,1.4250,
2023-11-16,1.5100,1.5300,1.5100,1.5100,1.5100,2800,SNTG,Financial Services,Credit Services,1,1,0,0,1,0,1.5100,2023-11-17,,,1.4250,
2023-11-17,1.5100,1.6500,1.4700,1.6500,1.6500,5500,SNTG,Financial Services,Credit Services,1,1,0,1,1,0,1.6900,2023-11-20,1.8083,2023-12-01,1.4250,
2023-11-20,1.6900,1.7350,1.4900,1.7350,1.7350,3100,SNTG,Financial Services,Credit Services,1,1,0,1,1,0,1.7350,2023-11-21,1.8565,2023-12-01,1.4250,
2023-11-21,1.7350,1.7350,1.7350,1.7350,1.7350,0,SNTG,Financial Services,Credit Services,1,1,0,0,1,1,1.7350,2023-11-22,1.8565,2023-12-01,1.4250,
2023-11-22,1.7350,1.7350,1.7350,1.7350,1.7350,0,SNTG,Financial Services,Credit Services,1,1,0,0,1,1,1.7000,2023-11-24,1.8190,2023-12-01,1.4250,
2023-11-24,1.7000,1.7000,1.6900,1.6990,1.6990,1600,SNTG,Financial Services,Credit Services,0,1,0,0,1,0,1.5500,2023-11-27,,,1.4250,
2023-11-27,1.5500,1.6890,1.5500,1.6890,1.6890,2500,SNTG,Financial Services,Credit Services,0,1,0,0,1,0,1.6890,2023-11-28,1.8072,2023-12-01,1.4250,
2023-11-28,1.6890,1.6890,1.6890,1.6890,1.6890,300,SNTG,Financial Services,Credit Services,0,1,0,0,1,1,1.5300,2023-11-29,,,1.4250,
2023-11-29,1.5300,1.6000,1.5300,1.6000,1.6000,5500,SNTG,Financial Services,Credit Services,0,1,0,0,1,0,1.5100,2023-11-30,1.9630,2023-12-01,1.4250,
2023-11-30,1.5100,1.6100,1.5100,1.6100,1.6100,700,SNTG,Financial Services,Credit Services,0,1,0,0,1,0,1.6700,2023-12-01,2.1710,2023-12-01,1.4250,
2023-12-01,1.6700,2.2800,1.5930,1.8420,1.8420,73500,SNTG,Financial Services,Credit Services,0,1,0,0,1,1,1.8500,2023-12-04,,,1.4250,
2023-12-04,1.8500,2.1470,1.8500,2.0600,2.0600,14000,SNTG,Financial Services,Credit Services,0,1,0,1,0,1,1.7700,2023-12-05,,,1.4345,
2023-12-05,1.7700,1.9650,1.7700,1.8600,1.8600,13000,SNTG,Financial Services,Credit Services,0,1,0,0,1,1,1.8100,2023-12-06,,,1.4345,
2023-12-06,1.8100,1.8400,1.8100,1.8400,1.8400,2800,SNTG,Financial Services,Credit Services,0,1,0,0,1,0,1.8300,2023-12-07,1.9581,2023-12-20,1.4345,
2023-12-07,1.8300,1.8300,1.8200,1.8200,1.8200,2700,SNTG,Financial Services,Credit Services,0,1,0,0,1,0,1.9100,2023-12-08,2.0437,2023-12-29,1.5200,2023-12-28
2023-12-08,1.9100,1.9480,1.8200,1.8200,1.8200,2600,SNTG,Financial Services,Credit Services,0,1,0,0,1,0,1.7200,2023-12-11,,,1.5200,2023-12-28
2023-12-11,1.7200,1.8400,1.7200,1.7270,1.7270,4100,SNTG,Financial Services,Credit Services,0,1,0,0,1,0,1.8200,2023-12-12,1.9474,2023-12-20,1.5200,2023-12-28
2023-12-12,1.8200,1.8200,1.6500,1.7400,1.7400,5700,SNTG,Financial Services,Credit Services,0,1,0,1,1,0,1.6500,2023-12-13,,,1.5200,2023-12-28
2023-12-13,1.6500,1.6500,1.6500,1.6500,1.6500,500,SNTG,Financial Services,Credit Services,0,0,0,0,1,0,1.8220,2023-12-14,1.9495,2023-12-20,1.5200,2023-12-28
2023-12-14,1.8220,1.8220,1.6500,1.7250,1.7250,2400,SNTG,Financial Services,Credit Services,0,0,0,0,1,0,1.6600,2023-12-15,,,1.5200,2023-12-28
2023-12-15,1.6600,1.6900,1.6600,1.6900,1.6900,3000,SNTG,Financial Services,Credit Services,0,0,0,0,1,0,1.7100,2023-12-18,1.8297,2023-12-20,1.5200,2023-12-28
2023-12-18,1.7100,1.7100,1.5800,1.6400,1.6400,6400,SNTG,Financial Services,Credit Services,0,0,0,0,1,1,1.6480,2023-12-19,,,1.5200,2023-12-28
2023-12-19,1.6480,1.6900,1.6300,1.6900,1.6900,1400,SNTG,Financial Services,Credit Services,0,0,0,1,1,0,1.7400,2023-12-20,,,1.5295,2023-12-28
2023-12-20,1.7400,2.0000,1.6300,1.6400,1.6400,16500,SNTG,Financial Services,Credit Services,0,0,0,0,1,1,1.6500,2023-12-21,,,1.5580,2023-12-28
2023-12-21,1.6500,1.7720,1.6400,1.7600,1.7600,6200,SNTG,Financial Services,Credit Services,0,0,0,1,1,1,1.7700,2023-12-22,1.8939,2023-12-27,1.5580,2023-12-28
2023-12-22,1.7700,1.8900,1.7000,1.7800,1.7800,5100,SNTG,Financial Services,Credit Services,0,0,0,0,1,0,1.8620,2023-12-26,,,1.5580,2023-12-28
2023-12-26,1.8620,1.8620,1.8000,1.8000,1.8000,3500,SNTG,Financial Services,Credit Services,0,1,1,0,1,0,1.7950,2023-12-27,,,1.5580,2023-12-28
