Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Sector,Industry,Rolling,Macd,Fibonacci,Fibonacci Delta,Fibonacci Delta Percent,Fibonacci Delta Percent Average,Pivot,RSI,Volume Horizontal,Buy Price,Buy Date,Signal Count
2023-10-30,1.7200000286102295,1.7450000047683716,1.600000023841858,1.6699999570846558,1.6699999570846558,11205600,AUR,Technology,Information Technology Services,0,0,0,0.6650000810623169,39.82036515876429,,0,0,0,1.649999976158142,2023-10-31,0
2023-10-31,1.649999976158142,1.7599999904632568,1.6399999856948853,1.75,1.75,6250200,AUR,Technology,Information Technology Services,1,0,0,0.6650000810623169,38.0000046321324,,1,1,0,1.7799999713897705,2023-11-01,3
2023-11-01,1.7799999713897705,1.830000042915344,1.7209999561309814,1.809999942779541,1.809999942779541,6332700,AUR,Technology,Information Technology Services,1,0,1,0.4550000429153442,25.13812471267926,,1,1,0,1.870000004768372,2023-11-02,4
2023-11-02,1.870000004768372,2.0450000762939453,1.850000023841858,1.919999957084656,1.919999957084656,8257400,AUR,Technology,Information Technology Services,1,0,0,0.4450000524520874,23.177086583261143,,0,1,0,1.9299999475479128,2023-11-03,2
2023-11-03,1.9299999475479128,2.109999895095825,1.919999957084656,2.009999990463257,2.009999990463257,7769900,AUR,Technology,Information Technology Services,1,0,0,0.5099998712539673,25.37312804346952,,0,1,0,2.140000104904175,2023-11-06,2
2023-11-06,2.140000104904175,2.140000104904175,1.870000004768372,1.9600000381469729,1.9600000381469729,8393700,AUR,Technology,Information Technology Services,1,0,0,0.5400000810623169,27.551024007777315,,0,1,0,1.9299999475479128,2023-11-07,2
2023-11-07,1.9299999475479128,2.0,1.899999976158142,1.940000057220459,1.940000057220459,4328400,AUR,Technology,Information Technology Services,1,0,0,0.5400000810623169,27.83505490386447,,0,1,1,1.950000047683716,2023-11-08,3
2023-11-08,1.950000047683716,2.0,1.8849999904632568,1.9700000286102293,1.9700000286102293,5076400,AUR,Technology,Information Technology Services,1,0,0,0.5400000810623169,27.411171229437457,,1,1,1,1.9700000286102293,2023-11-09,4
2023-11-09,1.9700000286102293,1.9800000190734863,1.7599999904632568,1.7899999618530271,1.7899999618530271,4846900,AUR,Technology,Information Technology Services,0,0,0,0.5400000810623169,30.167602936890734,,0,1,1,1.7999999523162842,2023-11-10,2
2023-11-10,1.7999999523162842,1.8650000095367432,1.7599999904632568,1.815000057220459,1.815000057220459,3215600,AUR,Technology,Information Technology Services,0,0,0,0.5400000810623169,29.75206964396948,,1,1,1,1.830000042915344,2023-11-13,3
2023-11-13,1.830000042915344,1.850000023841858,1.7300000190734863,1.840000033378601,1.840000033378601,7639400,AUR,Technology,Information Technology Services,0,0,0,0.5400000810623169,29.347829960131623,,0,1,0,1.899999976158142,2023-11-14,1
2023-11-14,1.899999976158142,2.2049999237060547,1.899999976158142,2.150000095367432,2.150000095367432,9350700,AUR,Technology,Information Technology Services,0,0,0,0.6049998998641968,28.13952897805817,,1,1,0,2.180000066757202,2023-11-15,2
2023-11-15,2.180000066757202,2.2300000190734863,2.0899999141693115,2.0899999141693115,2.0899999141693115,6967800,AUR,Technology,Information Technology Services,0,0,0,0.6299999952316284,30.143541679619037,,0,1,0,2.109999895095825,2023-11-16,1
2023-11-16,2.109999895095825,2.140000104904175,2.039999961853028,2.119999885559082,2.119999885559082,5409400,AUR,Technology,Information Technology Services,0,0,0,0.6299999952316284,29.71698251132151,29.628156998069787,1,1,0,2.1600000858306885,2023-11-17,2
2023-11-17,2.1600000858306885,2.220000028610229,2.109999895095825,2.200000047683716,2.200000047683716,7287500,AUR,Technology,Information Technology Services,0,0,0,0.6299999952316284,28.636362798943026,29.34732518535463,1,1,1,2.180000066757202,2023-11-20,3
2023-11-20,2.180000066757202,2.359999895095825,2.180000066757202,2.220000028610229,2.220000028610229,8276600,AUR,Technology,Information Technology Services,0,0,0,0.7199999094009399,32.432427933421074,28.854796036998412,0,1,1,2.2300000190734863,2023-11-21,2
2023-11-21,2.2300000190734863,2.2300000190734863,2.130000114440918,2.2100000381469727,2.2100000381469727,6274700,AUR,Technology,Information Technology Services,0,0,0,0.6389999389648438,28.9140238884624,28.249063987420417,0,1,0,2.190000057220459,2023-11-22,1
2023-11-22,2.190000057220459,2.25,2.150000095367432,2.1600000858306885,2.1600000858306885,8671100,AUR,Technology,Information Technology Services,0,0,0,0.6299998760223389,29.1666597679812,28.51763299110721,0,1,1,2.130000114440918,2023-11-24,2
2023-11-24,2.130000114440918,2.220000028610229,2.130000114440918,2.180000066757202,2.180000066757202,2321100,AUR,Technology,Information Technology Services,0,1,0,0.6299998760223389,28.899075996794693,28.89909895200945,1,1,0,2.119999885559082,2023-11-27,3
2023-11-27,2.119999885559082,2.194999933242798,2.0999999046325684,2.1600000858306885,2.1600000858306885,4228000,AUR,Technology,Information Technology Services,0,1,0,0.6299998760223389,29.1666597679812,29.152001066976894,0,1,0,2.130000114440918,2023-11-28,2
2023-11-28,2.130000114440918,2.184999942779541,2.059999942779541,2.164999961853028,2.164999961853028,3906600,AUR,Technology,Information Technology Services,0,1,0,0.6299998760223389,29.099301945627783,29.25521959616692,0,1,0,2.180000066757202,2023-11-29,2
2023-11-29,2.180000066757202,2.3949999809265137,2.180000066757202,2.309999942779541,2.309999942779541,6206800,AUR,Technology,Information Technology Services,0,1,0,0.6649999618530273,28.78787784959235,29.31874112588212,1,1,1,2.299999952316284,2023-11-30,4
2023-11-30,2.299999952316284,2.309999942779541,2.130000114440918,2.190000057220459,2.190000057220459,7188400,AUR,Technology,Information Technology Services,0,1,0,0.6649999618530273,30.365294268395736,29.51568266181267,0,1,1,2.1700000762939453,2023-12-01,3
2023-12-01,2.1700000762939453,2.450000047683716,2.140000104904175,2.4200000762939453,2.4200000762939453,7372900,AUR,Technology,Information Technology Services,0,1,0,0.7200000286102295,29.75206635996712,29.48798022335109,1,1,1,2.380000114440918,2023-12-04,4
2023-12-04,2.380000114440918,2.5199999809265137,2.3410000801086426,2.430000066757202,2.430000066757202,5965300,AUR,Technology,Information Technology Services,0,1,0,0.7899999618530273,32.51028560288355,29.671861287278706,0,1,0,2.450000047683716,2023-12-05,2
2023-12-05,2.450000047683716,2.450000047683716,2.3399999141693115,2.390000104904175,2.390000104904175,5423500,AUR,Technology,Information Technology Services,0,1,0,0.6200000047683716,25.94142165500993,29.44476740027058,0,1,0,2.450000047683716,2023-12-06,2
2023-12-06,2.450000047683716,2.5799999237060547,2.4200000762939453,2.470000028610229,2.470000028610229,6408600,AUR,Technology,Information Technology Services,0,1,0,0.5399999618530273,21.862346380492305,29.026288560432864,0,1,1,2.490000009536743,2023-12-07,3
2023-12-07,2.490000009536743,2.6700000762939453,2.450000047683716,2.630000114440918,2.630000114440918,7469700,AUR,Technology,Information Technology Services,0,1,0,0.630000114440918,23.95437593259735,28.613677510631412,1,0,1,2.5999999046325684,2023-12-08,3
2023-12-08,2.5999999046325684,2.7799999713897705,2.5999999046325684,2.7100000381469727,2.7100000381469727,5425900,AUR,Technology,Information Technology Services,0,1,0,0.7200000286102295,26.568266364400007,28.40376310083665,1,0,0,2.680000066757202,2023-12-11,2
2023-12-11,2.680000066757202,2.890000104904175,2.680000066757202,2.8399999141693115,2.8399999141693115,10022100,AUR,Technology,Information Technology Services,0,1,0,0.8300001621246338,29.22535870454086,28.44302949454317,1,0,1,2.8399999141693115,2023-12-12,3
2023-12-12,2.8399999141693115,2.930000066757202,2.7699999809265137,2.900000095367432,2.900000095367432,6963000,AUR,Technology,Information Technology Services,0,1,0,0.8700001239776611,30.000003288532017,28.280867851550564,1,0,1,2.900000095367432,2023-12-13,3
2023-12-13,2.900000095367432,3.1600000858306885,2.8299999237060547,3.140000104904175,3.140000104904175,9408100,AUR,Technology,Information Technology Services,0,1,0,1.1000001430511477,35.03185051914885,28.688722960263,1,0,1,3.220000028610229,2023-12-14,3
2023-12-14,3.220000028610229,3.650000095367432,3.220000028610229,3.5999999046325684,3.5999999046325684,15662400,AUR,Technology,Information Technology Services,0,1,0,1.5900001525878906,44.16667207523643,29.68872378074668,1,0,1,3.630000114440918,2023-12-15,3
2023-12-15,3.630000114440918,3.930000066757202,3.569999933242798,3.819999933242798,3.819999933242798,25123400,AUR,Technology,Information Technology Services,0,1,0,1.870000123977661,48.95288368212661,31.02564429310214,1,0,1,3.920000076293945,2023-12-18,3
2023-12-18,3.920000076293945,4.079999923706055,3.819999933242798,3.9800000190734863,3.9800000190734863,9110700,AUR,Technology,Information Technology Services,0,1,0,2.0199999809265137,50.75376812175881,32.46478485002065,1,0,0,3.900000095367432,2023-12-19,2
2023-12-19,3.900000095367432,4.369999885559082,3.88100004196167,4.329999923706055,4.329999923706055,12316900,AUR,Technology,Information Technology Services,0,1,0,2.239999771118164,51.73209724218527,33.97363786979115,1,0,1,4.300000190734863,2023-12-20,3
2023-12-20,4.300000190734863,4.525000095367432,4.110000133514404,4.119999885559082,4.119999885559082,10149900,AUR,Technology,Information Technology Services,0,1,0,2.3949999809265137,58.13106911291851,35.92985062067955,0,0,0,4.210000038146973,2023-12-21,1
2023-12-21,4.210000038146973,4.46999979019165,3.9800000190734863,4.269999980926514,4.269999980926514,8820000,AUR,Technology,Information Technology Services,0,1,0,2.384999990463257,55.85480096292071,37.62915106698122,1,0,0,4.300000190734863,2023-12-22,2
2023-12-22,4.300000190734863,4.429999828338623,4.170000076293945,4.369999885559082,4.369999885559082,5634800,AUR,Technology,Information Technology Services,0,1,0,2.18500018119812,50.000005455802864,38.97901367337027,1,0,0,4.420000076293945,2023-12-26,2
2023-12-26,4.420000076293945,4.570000171661377,4.385000228881836,4.550000190734863,4.550000190734863,4103400,AUR,Technology,Information Technology Services,0,1,0,2.230000257492065,49.01099261562672,40.07906080755315,1,0,0,4.599999904632568,2023-12-27,2
2023-12-27,4.599999904632568,4.724999904632568,4.5,4.690000057220459,4.690000057220459,4527900,AUR,Technology,Information Technology Services,0,1,0,2.304999828338623,49.14711727540335,41.626107182246045,1,0,0,4.699999809265137,2023-12-28,2
2023-12-28,4.699999809265137,4.809999942779541,4.590000152587891,4.650000095367432,4.650000095367432,4124200,AUR,Technology,Information Technology Services,0,1,0,2.359999895095825,50.752684875146095,43.552129748556304,0,0,0,4.659999847412109,2023-12-29,1
2023-12-29,4.659999847412109,4.739999771118164,4.322999954223633,4.369999885559082,4.369999885559082,6848200,AUR,Technology,Information Technology Services,0,1,0,2.2100000381469727,50.572084577165455,45.32664365819417,0,0,0,4.224999904632568,2024-01-02,1
2024-01-02,4.224999904632568,4.260000228881836,3.5899999141693115,3.7300000190734863,3.7300000190734863,10417200,AUR,Technology,Information Technology Services,0,0,0,2.129999876022339,57.10455402494664,47.36239616889728,0,1,1,3.470000028610229,2024-01-03,2
2024-01-03,3.470000028610229,3.549999952316284,3.220000028610229,3.2850000858306885,3.2850000858306885,9348800,AUR,Technology,Information Technology Services,0,0,0,2.039999961853028,62.1004538371927,49.554069177740736,0,1,1,3.390000104904175,2024-01-04,2
2024-01-04,3.390000104904175,3.390000104904175,3.119999885559082,3.140000104904175,3.140000104904175,7724700,AUR,Technology,Information Technology Services,0,0,0,1.9800000190734863,63.0573233415198,51.757890514606586,0,1,1,3.1600000858306885,2024-01-05,2
2024-01-05,3.1600000858306885,3.3399999141693115,3.0199999809265137,3.289999961853028,3.289999961853028,6987200,AUR,Technology,Information Technology Services,1,0,0,1.7899999618530271,54.407294304187324,53.04958676694248,1,1,1,3.299999952316284,2024-01-08,4
2024-01-08,3.299999952316284,3.5899999141693115,3.265000104904175,3.4800000190734863,3.4800000190734863,7611800,AUR,Technology,Information Technology Services,1,0,0,1.7899999618530271,51.43678023109886,53.53426064399998,1,1,1,3.390000104904175,2024-01-09,4
2024-01-09,3.390000104904175,3.640000104904175,3.3550000190734863,3.490000009536743,3.490000009536743,4813500,AUR,Technology,Information Technology Services,1,0,0,1.7899999618530271,51.28939704761287,53.69002820169907,0,1,0,3.470000028610229,2024-01-10,2
2024-01-10,3.470000028610229,3.494999885559082,3.2950000762939453,3.400000095367432,3.400000095367432,4715000,AUR,Technology,Information Technology Services,1,0,0,1.7899999618530271,52.64705622484948,53.816247408571776,0,1,0,3.359999895095825,2024-01-11,2
2024-01-11,3.359999895095825,3.430000066757202,3.2100000381469727,3.2699999809265137,3.2699999809265137,6044000,AUR,Technology,Information Technology Services,1,0,0,1.7899999618530271,54.7400603147971,54.01677828007924,0,1,0,3.299999952316284,2024-01-12,2
2024-01-12,3.299999952316284,3.4100000858306885,3.25,3.259999990463257,3.259999990463257,3013800,AUR,Technology,Information Technology Services,1,0,0,1.7899999618530271,54.90797445059693,53.80190530259112,0,1,0,3.220000028610229,2024-01-16,2
2024-01-16,3.220000028610229,3.275000095367432,3.140000104904175,3.1700000762939453,3.1700000762939453,3521900,AUR,Technology,Information Technology Services,1,0,0,1.7899999618530271,56.46687440921833,53.842710199010966,0,1,0,3.109999895095825,2024-01-17,2
2024-01-17,3.109999895095825,3.150000095367432,3.039999961853028,3.0999999046325684,3.0999999046325684,3996800,AUR,Technology,Information Technology Services,0,0,0,1.7899999618530271,57.74193602967834,54.358838903936,0,1,0,3.150000095367432,2024-01-18,1
2024-01-18,3.150000095367432,3.190000057220459,2.940000057220459,3.049999952316284,3.049999952316284,6007500,AUR,Technology,Information Technology Services,0,0,0,1.869999885559082,61.3114726162187,55.178870903975465,0,1,1,3.109999895095825,2024-01-19,2
2024-01-19,3.109999895095825,3.140000104904175,2.9200000762939453,3.0999999046325684,3.0999999046325684,5052200,AUR,Technology,Information Technology Services,1,0,0,1.889999866485596,60.9677395041601,55.96691238589258,1,1,1,3.150000095367432,2024-01-22,4
2024-01-22,3.150000095367432,3.345000028610229,3.125,3.2799999713897705,3.2799999713897705,6368800,AUR,Technology,Information Technology Services,1,0,0,1.8199996948242188,55.48779605790868,56.28258646474342,1,1,0,3.3499999046325684,2024-01-23,3
2024-01-23,3.3499999046325684,3.450000047683716,3.2950000762939453,3.390000104904175,3.390000104904175,5095000,AUR,Technology,Information Technology Services,1,0,0,1.3400001525878906,39.5280268767357,55.54631595138143,1,1,0,3.450000047683716,2024-01-24,3
2024-01-24,3.450000047683716,3.4800000190734863,3.2100000381469727,3.240000009536743,3.240000009536743,5477900,AUR,Technology,Information Technology Services,1,0,0,0.7200000286102295,22.222223039844238,53.22082721904128,0,1,0,3.299999952316284,2024-01-25,2
2024-01-25,3.299999952316284,3.299999952316284,3.180999994277954,3.25,3.25,3693800,AUR,Technology,Information Technology Services,1,0,0,0.7200000286102295,22.153847034160908,50.55772009883916,1,1,1,3.299999952316284,2024-01-26,4
2024-01-26,3.299999952316284,3.319999933242798,3.1600000858306885,3.1600000858306885,3.1600000858306885,3305700,AUR,Technology,Information Technology Services,1,0,0,0.7200000286102295,22.784810413097148,47.87288590361098,0,1,1,3.1600000858306885,2024-01-29,3
2024-01-29,3.1600000858306885,3.259999990463257,3.065000057220459,3.240000009536743,3.240000009536743,4312200,AUR,Technology,Information Technology Services,1,0,0,0.7200000286102295,22.222223039844238,45.727214485988114,1,1,1,3.200000047683716,2024-01-30,4
2024-01-30,3.200000047683716,3.2100000381469727,3.0999999046325684,3.140000104904175,3.140000104904175,3329300,AUR,Technology,Information Technology Services,0,0,0,0.7200000286102295,22.929936450820662,43.82675823396957,0,1,1,3.109999895095825,2024-01-31,2
2024-01-31,3.109999895095825,3.2100000381469727,2.9749999046325684,2.990000009536743,2.990000009536743,4185900,AUR,Technology,Information Technology Services,0,0,0,0.5749998092651367,19.230762790339405,41.689515950151325,0,1,1,3.0199999809265137,2024-02-01,2
2024-02-01,3.0199999809265137,3.180000066757202,2.9649999141693115,3.140000104904175,3.140000104904175,5272100,AUR,Technology,Information Technology Services,1,0,0,0.559999942779541,17.834392486322255,39.36867170091618,1,1,0,3.039999961853028,2024-02-02,3
2024-02-02,3.039999961853028,3.180000066757202,2.953000068664551,3.150000095367432,3.150000095367432,3850600,AUR,Technology,Information Technology Services,1,0,0,0.559999942779541,17.77777542302645,36.90451937479814,0,1,1,3.059999942779541,2024-02-05,3
2023-10-09,0.0456000007688999,0.0456000007688999,0.0456000007688999,0.0456000007688999,0.0456000007688999,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.0456000007688999,2023-10-10,0
2023-10-10,0.0456000007688999,0.0456000007688999,0.0456000007688999,0.0456000007688999,0.0456000007688999,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.0456000007688999,2023-10-11,0
2023-10-11,0.0456000007688999,0.0456000007688999,0.0456000007688999,0.0456000007688999,0.0456000007688999,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.0406000018119812,2023-10-12,0
2023-10-12,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,70000,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.0406000018119812,2023-10-13,0
2023-10-13,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.0406000018119812,2023-10-16,0
2023-10-16,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.0406000018119812,2023-10-17,0
2023-10-17,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.0406000018119812,2023-10-18,0
2023-10-18,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.0406000018119812,2023-10-19,0
2023-10-19,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.0406000018119812,2023-10-20,0
2023-10-20,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.0406000018119812,2023-10-23,0
2023-10-23,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0.0406000018119812,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.033900000154972,2023-10-24,0
2023-10-24,0.033900000154972,0.033900000154972,0.033900000154972,0.033900000154972,0.033900000154972,60000,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.033900000154972,2023-10-25,0
2023-10-25,0.033900000154972,0.033900000154972,0.033900000154972,0.033900000154972,0.033900000154972,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.033900000154972,2023-10-26,0
2023-10-26,0.033900000154972,0.033900000154972,0.033900000154972,0.033900000154972,0.033900000154972,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,,,,0,0,0,0.033900000154972,2023-10-27,0
2023-10-27,0.033900000154972,0.033900000154972,0.033900000154972,0.033900000154972,0.033900000154972,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.0117000006139278,34.51327598950413,,0,0,0,0.033900000154972,2023-10-30,0
2023-10-30,0.033900000154972,0.033900000154972,0.033900000154972,0.033900000154972,0.033900000154972,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.0117000006139278,34.51327598950413,,0,0,1,0.033900000154972,2023-10-31,1
2023-10-31,0.033900000154972,0.033900000154972,0.033900000154972,0.033900000154972,0.033900000154972,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.0117000006139278,34.51327598950413,,0,0,1,0.0406000018119812,2023-11-01,1
2023-11-01,0.0406000018119812,0.0406000018119812,0.0368999987840652,0.0368999987840652,0.0368999987840652,10000,SRCGF,Basic Materials,Other Industrial Metals & Mining,1,0,0,0.0067000016570091,18.157186660673897,,0,1,0,0.0368999987840652,2023-11-02,2
2023-11-02,0.0368999987840652,0.0368999987840652,0.0368999987840652,0.0368999987840652,0.0368999987840652,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,1,0,0,0.0067000016570091,18.157186660673897,,0,1,1,0.0368999987840652,2023-11-03,3
2023-11-03,0.0368999987840652,0.0368999987840652,0.0368999987840652,0.0368999987840652,0.0368999987840652,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,1,0,0,0.0067000016570091,18.157186660673897,,0,1,1,0.0368999987840652,2023-11-06,3
2023-11-06,0.0368999987840652,0.0368999987840652,0.0368999987840652,0.0368999987840652,0.0368999987840652,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,1,0,0,0.0067000016570091,18.157186660673897,,0,1,1,0.0368999987840652,2023-11-07,3
2023-11-07,0.0368999987840652,0.0368999987840652,0.0368999987840652,0.0368999987840652,0.0368999987840652,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,1,0,0,0.0067000016570091,18.157186660673897,,0,1,1,0.0590999983251094,2023-11-08,3
2023-11-08,0.0590999983251094,0.062399998307228,0.0590999983251094,0.0599999986588954,0.0599999986588954,59000,SRCGF,Basic Materials,Other Industrial Metals & Mining,1,0,0,0.028499998152256,47.49999798213438,,0,0,0,0.0471000000834465,2023-11-09,1
2023-11-09,0.0471000000834465,0.0471000000834465,0.0471000000834465,0.0471000000834465,0.0471000000834465,10000,SRCGF,Basic Materials,Other Industrial Metals & Mining,1,0,0,0.028499998152256,60.509550109900026,,0,1,0,0.0439000017940998,2023-11-10,2
2023-11-10,0.0439000017940998,0.0439000017940998,0.0438000001013278,0.0439000017940998,0.0439000017940998,70000,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.028499998152256,64.92026648638186,,0,1,0,0.0439000017940998,2023-11-13,1
2023-11-13,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.028499998152256,64.92026648638186,,0,1,1,0.0439000017940998,2023-11-14,2
2023-11-14,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.028499998152256,64.92026648638186,,0,1,1,0.0439000017940998,2023-11-15,2
2023-11-15,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.028499998152256,64.92026648638186,,0,1,1,0.0439000017940998,2023-11-16,2
2023-11-16,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.028499998152256,64.92026648638186,41.79577611972171,0,1,0,0.0439000017940998,2023-11-17,1
2023-11-17,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.028499998152256,64.92026648638186,43.82290881951356,0,1,0,0.0439000017940998,2023-11-20,1
2023-11-20,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.028499998152256,64.92026648638186,45.85004151930541,0,1,0,0.0439000017940998,2023-11-21,1
2023-11-21,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.0254999995231628,58.086556904401,47.42159358029853,0,1,0,0.0439000017940998,2023-11-22,1
2023-11-22,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.0254999995231628,58.086556904401,50.08355159654701,0,1,0,0.0439000017940998,2023-11-24,1
2023-11-24,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.0254999995231628,58.086556904401,52.74550961279547,0,1,0,0.0439000017940998,2023-11-27,1
2023-11-27,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.0254999995231628,58.086556904401,55.40746762904395,0,1,0,0.0439000017940998,2023-11-28,1
2023-11-28,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.0254999995231628,58.086556904401,58.06942564529243,0,1,0,0.0439000017940998,2023-11-29,1
2023-11-29,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,0.0439000017940998,50000,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,0,0,0.0185999982059001,42.36901468281955,59.68354751343546,0,1,1,0.0626000016927719,2023-11-30,2
2023-11-30,0.0626000016927719,0.0626000016927719,0.0626000016927719,0.0626000016927719,0.0626000016927719,60000,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,1,0,0.018800001591444,30.03195061193545,58.51901102208888,0,0,1,0.0590999983251094,2023-12-01,2
2023-12-01,0.0590999983251094,0.0741000026464462,0.0590999983251094,0.0741000026464462,0.0741000026464462,160000,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,1,0,0.0303000025451183,40.890690233425374,57.211087030323895,1,0,1,0.0627000033855438,2023-12-04,3
2023-12-04,0.0627000033855438,0.0627000033855438,0.0627000033855438,0.0627000033855438,0.0627000033855438,10000,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,1,0,0.0302000008523464,48.1658679771449,56.0941271297081,0,1,0,0.0627000033855438,2023-12-05,2
2023-12-05,0.0627000033855438,0.0627000033855438,0.0627000033855438,0.0627000033855438,0.0627000033855438,50000,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,1,0,0.0302000008523464,48.1658679771449,54.977167229092295,0,1,1,0.0626000016927719,2023-12-06,3
2023-12-06,0.0626000016927719,0.0700000002980232,0.0626000016927719,0.0700000002980232,0.0700000002980232,31000,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,1,0,0.0302000008523464,43.14285817681526,53.52534000845453,1,0,0,0.0586999990046024,2023-12-07,2
2023-12-07,0.0586999990046024,0.0586999990046024,0.0586999990046024,0.0586999990046024,0.0586999990046024,100000,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,1,0,0.0302000008523464,51.44804321032196,52.62719179005053,0,1,1,0.0586999990046024,2023-12-08,3
2023-12-08,0.0586999990046024,0.0586999990046024,0.0586999990046024,0.0586999990046024,0.0586999990046024,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,1,0,0.0302000008523464,51.44804321032196,51.72904357164654,0,1,0,0.0588999986648559,2023-12-11,2
2023-12-11,0.0588999986648559,0.0588999986648559,0.0588999986648559,0.0588999986648559,0.0588999986648559,4000,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,1,0,0.0302000008523464,51.273347261323366,50.819248956642646,0,1,0,0.0588999986648559,2023-12-12,2
2023-12-12,0.0588999986648559,0.0588999986648559,0.0588999986648559,0.0588999986648559,0.0588999986648559,0,SRCGF,Basic Materials,Other Industrial Metals & Mining,0,1,0,0.0302000008523464,51.273347261323366,49.909454341638735,0,1,0,0.0599999986588954,2023-12-13,2
