Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Sector,Industry,Rolling,Macd,Fibonacci,Fibonacci Delta,Fibonacci Delta Percent,Fibonacci Delta Percent Average,Pivot,RSI,Volume Horizontal,Buy Price,Buy Date,Signal Count
2023-10-24,3.4800000190734863,3.4800000190734863,3.450000047683716,3.450000047683716,3.450000047683716,8000,LOOP,Basic Materials,Specialty Chemicals,0,0,0,,,,0,0,0,3.470000028610229,2023-10-25,0
2023-10-25,3.470000028610229,3.470000028610229,3.25,3.3299999237060547,3.3299999237060547,16100,LOOP,Basic Materials,Specialty Chemicals,0,0,0,,,,0,0,0,3.3299999237060547,2023-10-26,0
2023-10-26,3.3299999237060547,3.3499999046325684,3.200000047683716,3.200000047683716,3.200000047683716,29900,LOOP,Basic Materials,Specialty Chemicals,0,0,0,,,,0,0,0,3.200000047683716,2023-10-27,0
2023-10-27,3.200000047683716,3.3299999237060547,3.200000047683716,3.2100000381469727,3.2100000381469727,10200,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.4659998416900635,14.517128852094029,,0,0,0,3.200000047683716,2023-10-30,0
2023-10-30,3.200000047683716,3.259999990463257,2.759999990463257,2.890000104904175,2.890000104904175,73000,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.9059998989105223,31.34947633299699,,0,0,0,2.9200000762939453,2023-10-31,0
2023-10-31,2.9200000762939453,3.2300000190734863,2.9200000762939453,3.190000057220459,3.190000057220459,43100,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.9059998989105223,28.40125024010021,,1,1,0,3.1700000762939453,2023-11-01,3
2023-11-01,3.1700000762939453,3.220000028610229,3.150000095367432,3.220000028610229,3.220000028610229,17900,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.9059998989105223,28.13664257330945,,1,1,1,3.289999961853028,2023-11-02,4
2023-11-02,3.289999961853028,3.450000047683716,3.1730000972747803,3.4100000858306885,3.4100000858306885,20300,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.9059998989105223,26.56891132276372,,1,1,1,3.3499999046325684,2023-11-03,4
2023-11-03,3.3499999046325684,3.5199999809265137,3.242000102996826,3.299999952316284,3.299999952316284,18500,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.9059998989105223,27.454542787935416,,0,1,1,3.3499999046325684,2023-11-06,3
2023-11-06,3.3499999046325684,3.3499999046325684,3.150000095367432,3.200000047683716,3.200000047683716,70000,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.9059998989105223,28.312496419064757,,0,1,0,3.200000047683716,2023-11-07,2
2023-11-07,3.200000047683716,3.220000028610229,2.9600000381469727,3.1600000858306885,3.1600000858306885,58600,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.8450000286102295,26.74050650818572,,0,1,0,3.119999885559082,2023-11-08,2
2023-11-08,3.119999885559082,3.2300000190734863,3.039999961853028,3.1600000858306885,3.1600000858306885,64500,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.8450000286102295,26.74050650818572,,0,1,0,3.059999942779541,2023-11-09,2
2023-11-09,3.059999942779541,3.220000028610229,3.059999942779541,3.200000047683716,3.200000047683716,91000,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.8450000286102295,26.40625050058588,,0,1,0,3.150000095367432,2023-11-10,1
2023-11-10,3.150000095367432,3.240000009536743,3.150000095367432,3.1600000858306885,3.1600000858306885,33100,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.8329999446868896,26.360757027255392,,0,1,1,3.0999999046325684,2023-11-13,2
2023-11-13,3.0999999046325684,3.3399999141693115,3.0799999237060547,3.25,3.25,43700,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.7599999904632568,23.38461509117713,,1,1,1,3.1600000858306885,2023-11-14,3
2023-11-14,3.1600000858306885,3.2880001068115234,3.009999990463257,3.200000047683716,3.200000047683716,35400,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.7599999904632568,23.74999934807421,,0,1,1,3.119999885559082,2023-11-15,2
2023-11-15,3.119999885559082,3.322000026702881,3.119999885559082,3.200000047683716,3.200000047683716,33600,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.7599999904632568,23.74999934807421,,0,1,1,3.180000066757202,2023-11-16,2
2023-11-16,3.180000066757202,3.319999933242798,3.180000066757202,3.299999952316284,3.299999952316284,32300,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.7599999904632568,23.03030307408973,25.660225728926168,1,1,1,3.309999942779541,2023-11-17,3
2023-11-17,3.309999942779541,3.549999952316284,3.309999942779541,3.3499999046325684,3.3499999046325684,23200,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.7899999618530273,23.58208908485552,26.264556411110277,0,1,1,3.400000095367432,2023-11-20,2
2023-11-20,3.400000095367432,3.539999961853028,3.380000114440918,3.5,3.5,34400,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.6299998760223389,17.999996457781112,25.37459108609588,1,1,1,3.539999961853028,2023-11-21,3
2023-11-21,3.539999961853028,3.5999999046325684,3.5309998989105225,3.549999952316284,3.549999952316284,19500,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.6399998664855957,18.02816549527028,24.68305210310722,0,1,1,3.549999952316284,2023-11-22,2
2023-11-22,3.549999952316284,3.5929999351501465,3.549999952316284,3.549999952316284,3.549999952316284,13900,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.6399998664855957,18.02816549527028,24.00915363123794,0,1,1,3.509999990463257,2023-11-24,2
2023-11-24,3.509999990463257,3.640000104904175,3.509999990463257,3.5799999237060547,3.5799999237060547,10300,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.6800000667572021,18.994415677340537,23.504187254876392,1,1,1,3.569999933242798,2023-11-27,4
2023-11-27,3.569999933242798,3.690000057220459,3.5,3.539999961853028,3.539999961853028,18800,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.7300000190734863,20.621469687569284,23.04864904818532,0,1,1,3.5199999809265137,2023-11-28,3
2023-11-28,3.5199999809265137,3.5429999828338623,3.3929998874664307,3.430000066757202,3.430000066757202,6700,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.7300000190734863,21.282798975675952,22.5800025519594,0,1,0,3.4100000858306885,2023-11-29,2
2023-11-29,3.4100000858306885,3.562000036239624,3.4100000858306885,3.450000047683716,3.450000047683716,23100,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.6800000667572021,19.71014659010643,22.111311890754116,0,1,1,3.4600000381469727,2023-11-30,3
2023-11-30,3.4600000381469727,3.5199999809265137,3.400000095367432,3.509999990463257,3.509999990463257,15900,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.6800000667572021,19.37322132777141,21.62015954539316,1,1,0,3.5199999809265137,2023-12-01,3
2023-12-01,3.5199999809265137,3.5350000858306885,3.4200000762939453,3.5,3.5,15600,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.6800000667572021,19.42857333592006,21.15498106774877,0,1,0,3.509999990463257,2023-12-04,2
2023-12-04,3.509999990463257,3.509999990463257,3.4100000858306885,3.509999990463257,3.509999990463257,20200,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.6800000667572021,19.37322132777141,20.68914535444984,0,1,1,3.490000009536743,2023-12-05,3
2023-12-05,3.490000009536743,3.509999990463257,3.4600000381469727,3.5,3.5,6300,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.6800000667572021,19.42857333592006,20.425409237432696,0,1,0,3.4800000190734863,2023-12-06,2
2023-12-06,3.4800000190734863,3.5799999237060547,3.3910000324249268,3.5299999713897705,3.5299999713897705,55700,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.570000171661377,16.14731377567027,19.91856353260577,1,1,1,3.5,2023-12-07,4
2023-12-07,3.5,3.5999999046325684,3.5,3.5199999809265137,3.5199999809265137,14300,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.5099999904632568,14.488636171214342,19.301139320815118,0,1,0,3.38100004196167,2023-12-08,2
2023-12-08,3.38100004196167,3.5999999046325684,3.38100004196167,3.5199999809265137,3.5199999809265137,12700,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.3800001144409179,10.7954578551133,18.48548297288335,0,1,0,3.575000047683716,2023-12-11,2
2023-12-11,3.575000047683716,3.5899999141693115,3.400000095367432,3.5199999809265137,3.5199999809265137,20300,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.309999942779541,8.806816603957612,17.500464807490157,0,1,1,3.5,2023-12-12,3
2023-12-12,3.5,3.5799999237060547,3.450000047683716,3.5,3.5,19500,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.309000015258789,8.82857186453683,16.88903650127387,0,1,0,3.5299999713897705,2023-12-13,2
2023-12-13,3.5299999713897705,3.650000095367432,3.4660000801086426,3.5799999237060547,3.5799999237060547,32300,LOOP,Basic Materials,Specialty Chemicals,0,1,0,0.309000015258789,8.631285526366964,16.262577836680315,1,1,1,3.650000095367432,2023-12-14,4
2023-12-14,3.650000095367432,4.489999771118164,3.630000114440918,4.340000152587891,4.340000152587891,62000,LOOP,Basic Materials,Specialty Chemicals,0,1,0,1.108999729156494,25.55298825266655,16.7642326871734,1,0,1,4.5,2023-12-15,3
2023-12-15,4.5,4.699999809265137,4.039999961853027,4.460000038146973,4.460000038146973,135800,LOOP,Basic Materials,Specialty Chemicals,0,1,0,1.3189997673034668,29.57398556102885,17.469537346085954,1,0,1,4.489999771118164,2023-12-18,3
2023-12-18,4.489999771118164,4.550000190734863,3.7200000286102295,3.7300000190734863,3.7300000190734863,42100,LOOP,Basic Materials,Specialty Chemicals,0,1,0,1.3189997673034668,35.36192387556877,18.45223429195259,0,1,1,3.7300000190734863,2023-12-19,3
2023-12-19,3.7300000190734863,3.9809999465942383,3.660000085830689,3.849999904632568,3.849999904632568,28200,LOOP,Basic Materials,Specialty Chemicals,0,1,0,1.3189997673034668,34.25973506431419,19.31736336452847,1,1,0,3.9040000438690186,2023-12-20,3
2023-12-20,3.9040000438690186,3.990000009536743,3.755000114440918,3.859999895095825,3.859999895095825,15700,LOOP,Basic Materials,Specialty Chemicals,0,1,0,1.3189997673034668,34.17097935622412,20.281418882269648,0,1,0,3.910000085830689,2023-12-21,2
2023-12-21,3.910000085830689,4.159999847412109,3.829999923706055,3.849999904632568,3.849999904632568,25700,LOOP,Basic Materials,Specialty Chemicals,0,1,0,1.3189997673034668,34.25973506431419,21.2738531313725,0,1,0,3.849999904632568,2023-12-22,2
2023-12-22,3.849999904632568,4.050000190734863,3.7899999618530273,3.910000085830689,3.910000085830689,11500,LOOP,Basic Materials,Specialty Chemicals,0,1,0,1.3189997673034668,33.73400865343568,22.22754881920688,0,1,0,4.0,2023-12-26,2
2023-12-26,4.0,4.120999813079834,3.75,3.759999990463257,3.759999990463257,29400,LOOP,Basic Materials,Specialty Chemicals,0,1,0,1.3189997673034668,35.0797811342802,23.27465280630746,0,1,0,3.75,2023-12-27,2
2023-12-27,3.75,3.950000047683716,3.7100000381469727,3.839999914169312,3.839999914169312,13700,LOOP,Basic Materials,Specialty Chemicals,0,0,0,1.3189997673034668,34.34895304128671,24.26934478666524,1,1,0,3.829999923706055,2023-12-28,2
2023-12-28,3.829999923706055,3.990000009536743,3.759999990463257,3.809999942779541,3.809999942779541,11600,LOOP,Basic Materials,Specialty Chemicals,0,0,0,1.3189997673034668,34.6194169845894,25.50081833392652,0,1,0,3.799999952316284,2023-12-29,1
2023-12-29,3.799999952316284,3.900000095367432,3.75,3.7799999713897705,3.7799999713897705,5500,LOOP,Basic Materials,Specialty Chemicals,0,0,0,1.3189997673034668,34.8941740022955,26.861187522665254,0,1,0,3.7300000190734863,2024-01-02,1
2024-01-02,3.7300000190734863,3.880000114440918,3.640000104904175,3.650000095367432,3.650000095367432,8200,LOOP,Basic Materials,Specialty Chemicals,0,0,0,1.299999713897705,35.616429587157015,28.51591897146817,0,1,0,3.5999999046325684,2024-01-03,1
2024-01-03,3.5999999046325684,3.630000114440918,3.509999990463257,3.630000114440918,3.630000114440918,28800,LOOP,Basic Materials,Specialty Chemicals,0,0,0,1.249999761581421,34.43525405436364,30.22448146816191,0,1,1,3.5999999046325684,2024-01-04,2
2024-01-04,3.5999999046325684,3.5999999046325684,3.5,3.549999952316284,3.549999952316284,10100,LOOP,Basic Materials,Specialty Chemicals,0,0,0,1.233999729156494,34.760556217792086,31.95328042504559,0,1,0,3.5,2024-01-05,1
2024-01-05,3.5,3.5299999713897705,3.4800000190734863,3.5,3.5,20800,LOOP,Basic Materials,Specialty Chemicals,0,0,0,1.2199997901916504,34.85713686261858,33.70167051412903,0,1,1,3.4800000190734863,2024-01-08,2
2024-01-08,3.4800000190734863,3.640000104904175,3.4800000190734863,3.640000104904175,3.640000104904175,11100,LOOP,Basic Materials,Specialty Chemicals,1,0,0,1.2199997901916504,33.516476786578764,34.23256974972318,1,1,0,3.6549999713897705,2024-01-09,3
2024-01-09,3.6549999713897705,4.0,3.6549999713897705,3.910000085830689,3.910000085830689,29500,LOOP,Basic Materials,Specialty Chemicals,1,0,1,1.070000171661377,27.36573268985116,34.08535289164467,1,1,1,3.900000095367432,2024-01-10,5
2024-01-10,3.900000095367432,4.15500020980835,3.809999942779541,3.920000076293945,3.920000076293945,17400,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.679999828338623,17.346934058774558,32.88435357052505,0,1,1,3.950000047683716,2024-01-11,3
2024-01-11,3.950000047683716,3.954999923706055,3.5,3.650000095367432,3.650000095367432,32600,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.679999828338623,18.630131796480683,31.84238001933615,0,1,1,3.7100000381469727,2024-01-12,3
2024-01-12,3.7100000381469727,3.7799999713897705,3.650000095367432,3.650000095367432,3.650000095367432,3000,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.679999828338623,18.630131796480683,30.806323515353256,0,1,0,3.660000085830689,2024-01-16,2
2024-01-16,3.660000085830689,3.849999904632568,3.625,3.660000085830689,3.660000085830689,96600,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.6750001907348633,18.44262772965653,29.751849693042743,0,1,1,3.509999990463257,2024-01-17,3
2024-01-17,3.509999990463257,3.759999990463257,3.509999990463257,3.7100000381469727,3.7100000381469727,6600,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.6750001907348633,18.1940750348888,28.715854118472954,0,1,1,3.799999952316284,2024-01-18,3
2024-01-18,3.799999952316284,3.839999914169312,3.755000114440918,3.7899999618530273,3.7899999618530273,3100,LOOP,Basic Materials,Specialty Chemicals,0,0,1,0.6750001907348633,17.810031597067315,27.56453748265876,0,1,1,3.7899999618530273,2024-01-19,3
2024-01-19,3.7899999618530273,3.809999942779541,3.5199999809265137,3.5199999809265137,3.5199999809265137,17700,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.6750001907348633,19.176141886148358,26.55301673898287,0,1,1,3.509999990463257,2024-01-22,2
2024-01-22,3.509999990463257,3.7200000286102295,3.509999990463257,3.5999999046325684,3.5999999046325684,9300,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.6750001907348633,18.750005794896172,25.495055993003326,0,1,1,3.680000066757202,2024-01-23,2
2024-01-23,3.680000066757202,3.680000066757202,3.513000011444092,3.5299999713897705,3.5299999713897705,7600,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.6750001907348633,19.121818589395453,24.44356563214332,0,1,1,3.569999933242798,2024-01-24,2
2024-01-24,3.569999933242798,3.5999999046325684,3.4800000190734863,3.509999990463257,3.509999990463257,12700,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.6750001907348633,19.230774717061337,23.351188640803606,0,1,1,3.5,2024-01-25,2
2024-01-25,3.5,3.630000114440918,3.4600000381469727,3.5,3.5,9400,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.695000171661377,19.857147761753627,22.37931488796294,0,1,1,3.549999952316284,2024-01-26,2
2024-01-26,3.549999952316284,3.5899999141693115,3.490000009536743,3.5,3.5,11500,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.695000171661377,19.857147761753627,21.385754324227044,0,1,1,3.5,2024-01-29,2
2024-01-29,3.5,3.650000095367432,3.4600000381469727,3.490000009536743,3.490000009536743,65900,LOOP,Basic Materials,Specialty Chemicals,0,0,0,0.695000171661377,19.91404497886033,20.38954819864316,0,1,0,3.450000047683716,2024-01-30,1
2024-01-30,3.450000047683716,3.6010000705718994,3.4200000762939453,3.5,3.5,86400,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.7350001335144043,21.000003814697266,19.555116667184397,0,1,0,3.5,2024-01-31,2
2024-01-31,3.5,3.5390000343322754,3.470000028610229,3.5199999809265137,3.5199999809265137,16200,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.7350001335144043,20.88068572434884,19.122780202817573,1,1,1,3.539999961853028,2024-02-01,4
2024-02-01,3.539999961853028,3.539999961853028,3.4600000381469727,3.490000009536743,3.490000009536743,102600,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.5349998474121094,15.329508479947664,18.988285164229115,0,1,0,3.5,2024-02-02,2
2024-02-02,3.5,3.509999990463257,3.450000047683716,3.4600000381469727,3.4600000381469727,26000,LOOP,Basic Materials,Specialty Chemicals,1,0,0,0.429999828338623,12.427740566410876,18.57479241555779,0,1,1,3.309999942779541,2024-02-05,3
2023-10-09,5.820000171661377,6.070000171661377,5.800000190734863,5.920000076293945,5.920000076293945,21600,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,0,0,0,5.96999979019165,2023-10-10,0
2023-10-10,5.96999979019165,6.199999809265137,5.900000095367432,6.130000114440918,6.130000114440918,39100,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,1,0,0,6.119999885559082,2023-10-11,1
2023-10-11,6.119999885559082,6.119999885559082,5.769999980926514,5.860000133514404,5.860000133514404,55600,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,0,0,0,5.860000133514404,2023-10-12,0
2023-10-12,5.860000133514404,5.88100004196167,5.570000171661377,5.619999885559082,5.619999885559082,63000,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,0,0,0,5.809999942779541,2023-10-13,0
2023-10-13,5.809999942779541,5.809999942779541,5.519999980926514,5.599999904632568,5.599999904632568,38300,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,0,0,0,5.610000133514404,2023-10-16,0
2023-10-16,5.610000133514404,5.880000114440918,5.610000133514404,5.75,5.75,53300,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,1,0,0,5.699999809265137,2023-10-17,1
2023-10-17,5.699999809265137,5.96999979019165,5.599999904632568,5.869999885559082,5.869999885559082,83400,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,1,0,0,5.880000114440918,2023-10-18,1
2023-10-18,5.880000114440918,5.949999809265137,5.611000061035156,5.78000020980835,5.78000020980835,17600,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,0,0,0,5.800000190734863,2023-10-19,0
2023-10-19,5.800000190734863,5.800000190734863,5.545000076293945,5.659999847412109,5.659999847412109,53600,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,0,0,0,5.599999904632568,2023-10-20,0
2023-10-20,5.599999904632568,5.760000228881836,5.409999847412109,5.590000152587891,5.590000152587891,43000,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,0,0,0,5.510000228881836,2023-10-23,0
2023-10-23,5.510000228881836,5.690000057220459,5.179999828338623,5.199999809265137,5.199999809265137,112000,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,0,0,0,5.199999809265137,2023-10-24,0
2023-10-24,5.199999809265137,5.670000076293945,5.199999809265137,5.5,5.5,55300,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,1,0,0,5.510000228881836,2023-10-25,1
2023-10-25,5.510000228881836,5.699999809265137,5.389999866485596,5.420000076293945,5.420000076293945,28100,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,0,0,0,5.400000095367432,2023-10-26,0
2023-10-26,5.400000095367432,5.519999980926514,5.260000228881836,5.300000190734863,5.300000190734863,20000,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,,,,0,1,0,5.375,2023-10-27,1
2023-10-27,5.375,5.375,5.119999885559082,5.139999866485596,5.139999866485596,23000,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,1.079999923706055,21.01167221322303,,0,1,0,5.019999980926514,2023-10-30,1
2023-10-30,5.019999980926514,5.400000095367432,5.019999980926514,5.269999980926514,5.269999980926514,37600,PPSI,Industrials,Electrical Equipment & Parts,1,0,0,1.179999828338623,22.39088866431397,,1,1,1,5.25,2023-10-31,4
2023-10-31,5.25,5.449999809265137,5.25,5.440000057220459,5.440000057220459,17700,PPSI,Industrials,Electrical Equipment & Parts,1,0,0,1.0999999046325684,20.22058626952677,,1,1,1,5.386000156402588,2023-11-01,4
2023-11-01,5.386000156402588,5.489999771118164,5.386000156402588,5.474999904632568,5.474999904632568,8800,PPSI,Industrials,Electrical Equipment & Parts,1,0,1,0.9499998092651368,17.35159499201657,,1,1,1,5.340000152587891,2023-11-02,5
2023-11-02,5.340000152587891,5.872000217437744,5.340000152587891,5.840000152587891,5.840000152587891,34200,PPSI,Industrials,Electrical Equipment & Parts,1,0,0,0.9499998092651368,16.267119596634966,,1,1,1,5.960000038146973,2023-11-03,4
2023-11-03,5.960000038146973,6.21999979019165,5.916999816894531,5.989999771118164,5.989999771118164,59900,PPSI,Industrials,Electrical Equipment & Parts,1,0,0,1.1999998092651367,20.0333865629035,,0,1,0,6.050000190734863,2023-11-06,2
2023-11-06,6.050000190734863,6.400000095367432,5.949999809265137,6.090000152587891,6.090000152587891,58700,PPSI,Industrials,Electrical Equipment & Parts,1,0,0,1.380000114440918,22.66009983356896,,0,1,0,5.849999904632568,2023-11-07,2
2023-11-07,5.849999904632568,6.179999828338623,5.840000152587891,5.929999828338623,5.929999828338623,55100,PPSI,Industrials,Electrical Equipment & Parts,1,0,0,1.380000114440918,23.27150344669648,,0,1,0,5.989999771118164,2023-11-08,2
2023-11-08,5.989999771118164,6.050000190734863,5.929999828338623,6.039999961853027,6.039999961853027,28200,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,1.380000114440918,22.847684158222147,,1,1,1,6.090000152587891,2023-11-09,3
2023-11-09,6.090000152587891,6.254000186920166,6.059999942779541,6.179999828338623,6.179999828338623,26000,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,1.380000114440918,22.33009955943486,,1,1,1,6.25,2023-11-10,3
2023-11-10,6.25,6.269999980926514,6.090000152587891,6.260000228881836,6.260000228881836,31000,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,1.380000114440918,22.04472945662199,,1,1,1,6.260000228881836,2023-11-13,3
2023-11-13,6.260000228881836,6.260000228881836,6.0,6.090000152587891,6.090000152587891,19900,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,1.380000114440918,22.66009983356896,,0,1,0,6.130000114440918,2023-11-14,1
2023-11-14,6.130000114440918,6.798999786376953,6.010000228881836,6.650000095367432,6.650000095367432,139000,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,1.7789998054504397,26.75187639004304,,1,1,1,6.619999885559082,2023-11-15,3
2023-11-15,6.619999885559082,6.619999885559082,5.909999847412109,6.139999866485596,6.139999866485596,116400,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,1.7789998054504397,28.97393882955735,,0,1,1,6.409999847412109,2023-11-16,2
2023-11-16,6.409999847412109,6.409999847412109,6.050000190734863,6.239999771118164,6.239999771118164,23600,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,1.7789998054504397,28.50961331256035,22.4883262079262,1,1,0,6.25,2023-11-17,2
2023-11-17,6.25,6.422999858856201,5.949999809265137,6.110000133514404,6.110000133514404,101300,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,1.7789998054504397,29.116199125632075,23.0286280020868,0,1,1,6.050000190734863,2023-11-20,2
2023-11-20,6.050000190734863,6.110000133514404,5.900000095367432,6.059999942779541,6.059999942779541,55700,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,1.5489997863769531,25.56105282183341,23.23997227925476,0,1,0,5.989999771118164,2023-11-21,1
2023-11-21,5.989999771118164,6.045000076293945,5.800000190734863,5.900000095367432,5.900000095367432,28200,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,1.4589996337890625,24.72880695264126,23.54052032479573,0,1,0,5.880000114440918,2023-11-22,1
2023-11-22,5.880000114440918,5.900000095367432,5.571000099182129,5.699999809265137,5.699999809265137,82700,PPSI,Industrials,Electrical Equipment & Parts,0,0,0,1.4589996337890625,25.596485659833064,24.09017970265016,0,1,1,5.809999942779541,2023-11-24,2
2023-11-24,5.809999942779541,6.03000020980835,5.75,5.96999979019165,5.96999979019165,44600,PPSI,Industrials,Electrical Equipment & Parts,1,0,0,1.2279996871948242,20.56950972112853,24.37700571094973,1,1,0,5.960000038146973,2023-11-27,3
2023-11-27,5.960000038146973,6.019999980926514,5.889999866485596,5.929999828338623,5.929999828338623,14200,PPSI,Industrials,Electrical Equipment & Parts,1,0,0,1.2279996871948242,20.708258393640904,24.421997166332226,0,1,0,5.960000038146973,2023-11-28,2
