,Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Rolling,Macd,Fibonacci,Pivot,Volume Horizontal,RSI,Price Buy,Price Sell,Price Stop Loss,Sell Date,Signal Count,Profit
2047,2023-12-04,0.0199999995529651,0.0390000008046627,0.016499999910593,0.0289999991655349,0.0289999991655349,44121,SYSX,1,1,0,1,1,1,0.0185000002384185,0.0240500003099441,0.0284999993629753,2023-12-05,5,0.009999999124556801
2129,2023-12-05,2.569999933242798,2.7699999809265137,2.5299999713897705,2.650000095367432,2.650000095367432,40600,NSPR,1,0,1,1,1,1,2.650000095367432,3.4450001239776613,2.925999927520752,2023-12-06,5,0.27599983215332013
2143,2023-12-26,2.0899999141693115,2.390000104904175,2.0899999141693115,2.309999942779541,2.309999942779541,44400,NSPR,1,1,1,1,0,1,2.4200000762939453,3.146000099182129,2.51750009059906,2023-12-27,5,0.09750001430511457
2146,2023-12-29,2.650000095367432,2.8499999046325684,2.549999952316284,2.809999942779541,2.809999942779541,52600,NSPR,1,1,0,1,1,1,2.7100000381469727,3.5230000495910647,2.669499945640564,2024-01-02,5,-0.040500092506408514
2223,2023-12-20,4.599999904632568,4.599999904632568,4.440000057220459,4.539999961853027,4.539999961853027,45200,ALAR,1,0,1,1,1,1,4.590000152587891,5.967000198364258,4.721499800682068,2023-12-21,5,0.13149964809417725
2225,2023-12-22,5.0,5.300000190734863,4.920000076293945,5.300000190734863,5.300000190734863,118500,ALAR,1,1,0,1,1,1,5.650000095367432,7.345000123977662,5.03500018119812,2023-12-26,5,0.0
2291,2023-11-29,0.9100000262260436,0.9200000166893004,0.9100000262260436,0.9200000166893004,0.9200000166893004,2825,LINRF,1,1,0,1,1,1,0.9100000262260436,1.183000034093857,1.016500049829483,2023-11-30,5,0.10650002360343935
2292,2023-11-30,0.9100000262260436,0.9485999941825868,0.8999999761581421,0.9484999775886536,0.9484999775886536,8203,LINRF,1,1,0,1,1,1,0.9398000240325928,1.2217400312423707,1.016500049829483,2023-12-01,5,0.07670002579689017
2296,2023-12-06,0.8610000014305115,0.8809999823570251,0.8610000014305115,0.8805999755859375,0.8805999755859375,2827,LINRF,1,1,0,1,1,1,0.8805999755859375,1.1447799682617188,0.9283874809741972,2023-12-07,5,0.04778750538825971
2302,2023-12-14,0.9137499928474426,0.9508799910545348,0.9137499928474426,0.9508799910545348,0.9508799910545348,11534,LINRF,1,1,0,1,1,1,0.9714999794960022,1.2629499733448029,0.903335991501808,2023-12-15,5,0.0
2442,2023-11-07,1.9700000286102293,2.150000095367432,1.950000047683716,2.069999933242798,2.069999933242798,17858500,OPEN,1,1,0,1,1,1,2.0799999237060547,2.703999900817871,2.165999972820282,2023-11-08,5,0.0860000491142272
2443,2023-11-08,2.0799999237060547,2.190000057220459,2.0299999713897705,2.1700000762939453,2.1700000762939453,21770400,OPEN,0,1,1,1,1,1,2.1700000762939453,2.821000099182129,2.0900000452995298,2023-11-09,5,-0.08000003099441555
2548,2023-12-11,0.0099999997764825,0.0108000002801418,0.0098999999463558,0.0104000000283122,0.0104000000283122,143200,AWON,1,1,0,1,1,1,0.009800000116229,0.0127400001510977,0.0114000000990927,2023-12-12,5,0.0015999999828636997
2688,2023-11-02,0.921999990940094,1.0299999713897705,0.8866999745368958,1.0299999713897705,1.0299999713897705,376141,VRSSF,1,1,0,1,1,1,0.984000027179718,1.2792000353336337,0.987999963760376,2023-11-03,5,0.003999936580658003
2769,2023-10-31,0.949999988079071,0.9900000095367432,0.949999988079071,0.9700000286102296,0.9700000286102296,7200,TOMZ,1,1,0,1,1,1,0.949999988079071,1.2349999845027924,0.95,2023-11-01,5,1.1920928910669204e-08
2771,2023-11-02,0.9300000071525574,0.959999978542328,0.9300000071525574,0.949999988079071,0.949999988079071,3900,TOMZ,1,1,0,1,1,1,0.9800000190734864,1.2740000247955323,0.95,2023-11-03,5,-0.030000019073486484
2772,2023-11-03,0.9800000190734864,1.0199999809265137,0.949999988079071,0.9700000286102296,0.9700000286102296,7500,TOMZ,1,1,1,0,1,1,0.9900000095367432,1.287000012397766,0.95,2023-11-06,5,0.0
2815,2024-01-08,0.949999988079071,1.0,0.949999988079071,1.0,1.0,19500,TOMZ,1,1,0,1,1,1,0.949999988079071,1.2349999845027924,0.978499972820282,2024-01-09,5,0.02849998474121096
2945,2023-11-14,0.8899999856948853,0.9789999723434448,0.8899999856948853,0.9789999723434448,0.9789999723434448,1200,XELB,1,1,0,1,1,1,0.9426000118255616,1.22538001537323,0.987999963760376,2023-11-15,5,0.045399951934814387
3035,2023-11-24,4.099999904632568,4.300000190734863,4.01200008392334,4.289999961853027,4.289999961853027,184800,SDIG,1,1,0,1,1,1,4.170000076293945,5.421000099182129,4.303500199317932,2023-11-27,5,0.13350012302398628
3092,2023-10-18,3.0999999046325684,3.299999952316284,3.0999999046325684,3.2249999046325684,3.2249999046325684,4100,NGLD,1,0,1,1,1,1,3.299999952316284,4.28999993801117,3.84750018119812,2023-10-19,5,0.547500228881836
3134,2023-12-18,2.5999999046325684,3.180000066757202,2.450000047683716,3.0,3.0,5700,NGLD,0,1,1,1,1,1,3.3499999046325684,4.354999876022339,3.287000036239624,2023-12-19,5,-0.06299986839294425
3225,2023-12-29,0.6200000047683716,0.6200000047683716,0.550000011920929,0.5899999737739563,0.5899999737739563,13200,NYMXF,1,1,0,1,1,1,0.6200000047683716,0.8060000061988831,0.835999995470047,2024-01-02,5,0.21599999070167542
3266,2023-10-30,0.9700000286102296,1.0800000429153442,0.9700000286102296,1.0,1.0,15600,MFH,1,1,1,0,1,1,0.9800000190734864,1.2740000247955323,1.159000027179718,2023-10-31,5,0.17900000810623162
3289,2023-12-01,0.9300000071525574,0.9900000095367432,0.9300000071525574,0.959999978542328,0.959999978542328,2300,MFH,1,1,1,0,1,1,0.959999978542328,1.2479999721050263,1.054500013589859,2023-12-04,5,0.09450003504753102
3370,2023-11-29,1.5,1.559999942779541,1.4800000190734863,1.5549999475479126,1.5549999475479126,75000,PYXS,1,1,0,1,1,1,1.559999942779541,2.027999925613404,1.548499995470047,2023-11-30,5,0.0
3372,2023-12-01,1.590000033378601,1.649999976158142,1.5800000429153442,1.6299999952316284,1.6299999952316284,57600,PYXS,1,1,0,1,1,1,1.6200000047683716,2.106000006198883,1.548499995470047,2023-12-04,5,0.0
3392,2024-01-02,1.7899999618530271,2.1700000762939453,1.7899999618530271,2.059999942779541,2.059999942779541,485600,PYXS,0,1,1,1,1,1,2.049999952316284,2.664999938011169,1.956999945640564,2024-01-03,5,-0.09300000667572017
3847,2023-10-30,1.1699999570846558,1.2699999809265137,1.1399999856948853,1.225000023841858,1.225000023841858,3862500,PGY,1,1,0,1,1,1,1.2599999904632568,1.637999987602234,1.363249945640564,2023-10-31,5,0.10324995517730717
3848,2023-10-31,1.2599999904632568,1.3200000524520874,1.1799999475479126,1.2699999809265137,1.2699999809265137,5837600,PGY,1,1,1,1,1,1,1.2899999618530271,1.6769999504089357,1.339499968290329,2023-11-01,6,0.0495000064373019
3849,2023-11-01,1.2899999618530271,1.2999999523162842,1.2400000095367432,1.2899999618530271,1.2899999618530271,5904400,PGY,1,1,0,1,1,1,1.3899999856948853,1.8069999814033508,1.273000031709671,2023-11-02,5,-0.11699995398521423
3875,2023-12-08,1.2000000476837158,1.3480000495910645,1.2000000476837158,1.2799999713897705,1.2799999713897705,7741900,PGY,1,1,0,1,1,1,1.2799999713897705,1.6639999628067017,1.396500027179718,2023-12-11,5,0.1165000557899476
3878,2023-12-13,1.2699999809265137,1.399999976158142,1.2300000190734863,1.3899999856948853,1.3899999856948853,9914000,PGY,1,1,0,1,1,1,1.5,1.95,1.396500027179718,2023-12-14,5,0.0
3938,2023-11-09,0.1522199958562851,0.1522199958562851,0.1480000019073486,0.1519999951124191,0.1519999951124191,13600,AMEGF,1,1,0,1,1,1,0.2014600038528442,0.2618980050086975,0.2225850023329257,2023-11-10,5,0.02112499848008148
4004,2023-10-17,2.049999952316284,2.2049999237060547,2.0299999713897705,2.140000104904175,2.140000104904175,2305100,BTBT,1,0,1,1,1,1,2.109999895095825,2.742999863624573,2.118500018119812,2023-10-18,5,0.008500123023986728
4025,2023-11-15,2.130000114440918,2.2690000534057617,2.075000047683716,2.240000009536743,2.240000009536743,4546900,BTBT,1,0,1,1,1,1,2.2100000381469727,2.8730000495910644,2.203999936580658,2023-11-16,5,-0.006000101566314697
4028,2023-11-20,2.190000057220459,2.3499999046325684,2.190000057220459,2.315000057220459,2.315000057220459,4998900,BTBT,1,1,0,1,1,1,2.2799999713897705,2.9639999628067017,2.203999936580658,2023-11-21,5,-0.07600003480911255
4099,2023-11-02,0.0557000003755092,0.0557000003755092,0.0557000003755092,0.0557000003755092,0.0557000003755092,3011,IXIXF,1,1,1,0,1,1,0.0557000003755092,0.072410000488162,0.0624339994043111,2023-11-03,5,0.0
4108,2023-11-15,0.0348999984562397,0.0485000014305114,0.0348999984562397,0.0420700013637542,0.0420700013637542,22307,IXIXF,1,1,0,1,1,1,0.0392999984323978,0.0510899979621171,0.0529150003567338,2023-11-16,5,0.013615001924335998
4112,2023-11-21,0.0379600003361702,0.0405000001192092,0.0379600003361702,0.0405000001192092,0.0405000001192092,5002,IXIXF,1,1,0,1,1,1,0.0405000001192092,0.052650000154972,0.0529150003567338,2023-11-22,5,0.0124150002375246
4128,2023-12-14,0.035640001296997,0.0386000014841556,0.035640001296997,0.0375000014901161,0.0375000014901161,4600,IXIXF,1,1,0,1,1,1,0.0342000015079975,0.0444600019603967,0.0384750001132488,2023-12-15,5,0.0042749986052513025
4129,2023-12-15,0.0342000015079975,0.0399999991059303,0.0342000015079975,0.0399999991059303,0.0399999991059303,4400,IXIXF,1,1,0,1,1,1,0.0342000015079975,0.0444600019603967,0.0384750001132488,2023-12-18,5,0.0042749986052513025
4136,2023-12-27,0.0379000008106231,0.0381999984383583,0.0379000008106231,0.0381999984383583,0.0381999984383583,7970,IXIXF,1,1,0,1,1,1,0.0388999991118907,0.050569998845458,0.0379999991506338,2023-12-28,5,0.0
4183,2023-11-03,0.0478999987244606,0.0480000004172325,0.0478999987244606,0.0480000004172325,0.0480000004172325,20000,ATBHF,1,1,0,1,1,1,0.047699999064207,0.0620099987834692,0.0461699994280934,2023-11-06,5,0.0
4200,2023-11-29,0.0427000001072883,0.0427000001072883,0.0385800004005432,0.0414000004529953,0.0414000004529953,2900,ATBHF,1,1,0,1,1,1,0.0414000004529953,0.0538200005888938,0.0447450000792741,2023-11-30,5,0.0
4264,2023-11-01,0.0348999984562397,0.0390000008046627,0.0322000011801719,0.0362999998033046,0.0362999998033046,502300,EAWD,1,1,1,1,0,1,0.0359999984502792,0.046799997985363,0.0417999997735023,2023-11-02,5,0.0058000013232231
4267,2023-11-06,0.0401000007987022,0.0430000014603138,0.0381000004708766,0.0421999990940094,0.0421999990940094,191500,EAWD,1,1,0,1,1,1,0.0419999994337558,0.0545999992638826,0.0400899991393089,2023-11-07,5,-0.0019100002944468994
4368,2023-12-01,2.799999952316284,3.005000114440918,2.740000009536743,2.940000057220459,2.940000057220459,7396600,CIFR,1,0,1,1,1,1,3.200000047683716,4.160000061988831,2.831000018119812,2023-12-04,5,0.0
4379,2023-12-18,2.549999952316284,3.2100000381469727,2.5299999713897705,3.140000104904175,3.140000104904175,15377700,CIFR,1,1,1,1,0,1,3.380000114440918,4.394000148773194,2.983000099658966,2023-12-19,5,0.0
4458,2023-12-12,0.1700000017881393,0.2639999985694885,0.1700000017881393,0.221000000834465,0.221000000834465,11700,LOWLF,1,0,1,1,1,1,0.2000000029802322,0.2600000038743019,0.2565000101923942,2023-12-13,5,0.056500007212162
4525,2023-11-17,0.296999990940094,0.3199000060558319,0.296999990940094,0.3199000060558319,0.3199000060558319,73000,RMLFF,1,0,1,1,1,1,0.3199000060558319,0.4158700078725815,0.3419049978256225,2023-11-20,5,0.022004991769790594
4534,2023-12-01,0.31700000166893,0.3282999992370605,0.31700000166893,0.3258099853992462,0.3258099853992462,5733,RMLFF,1,1,0,1,1,1,0.3000000119209289,0.3900000154972076,0.313024990260601,2023-12-04,5,0.013024978339672089
4538,2023-12-07,0.3149000108242035,0.3361000120639801,0.3016000092029571,0.3361000120639801,0.3361000120639801,57647,RMLFF,1,1,0,1,1,1,0.3361000120639801,0.4369300156831741,0.3192950114607811,2023-12-08,5,0.0
4585,2023-10-17,3.7300000190734863,3.950000047683716,3.7300000190734863,3.890000104904175,3.890000104904175,35200,ACHV,1,0,1,1,1,1,3.849999904632568,5.004999876022339,4.08500018119812,2023-10-18,5,0.23500027656555167
4678,2023-10-31,0.8299999833106995,0.8349999785423279,0.8019999861717224,0.8299999833106995,0.8299999833106995,52500,CRDL,1,1,0,1,1,1,0.8199999928474426,1.0659999907016755,0.95,2023-11-01,5,0.13000000715255733
4724,2024-01-08,0.878000020980835,1.0299999713897705,0.878000020980835,1.0,1.0,347100,CRDL,1,1,0,1,1,1,1.0099999904632568,1.312999987602234,0.95,2024-01-09,5,0.0
4840,2023-10-25,3.700000047683716,3.809999942779541,3.660000085830689,3.759999990463257,3.759999990463257,106100,VRCA,1,0,1,1,1,1,3.759999990463257,4.887999987602234,3.809500217437744,2023-10-26,5,0.049500226974487305
4844,2023-10-31,3.5,3.740000009536743,3.450000047683716,3.680000066757202,3.680000066757202,57200,VRCA,1,1,1,1,1,1,3.7100000381469727,4.823000049591065,3.571999990940094,2023-11-01,6,-0.13800004720687875
4846,2023-11-02,3.7799999713897705,3.9600000381469727,3.7799999713897705,3.9600000381469727,3.9600000381469727,92000,VRCA,1,1,0,1,1,1,4.03000020980835,5.239000272750855,3.762000036239624,2023-11-03,5,0.0
4858,2023-11-20,3.5,3.740000009536743,3.470000028610229,3.7100000381469727,3.7100000381469727,99900,VRCA,1,1,0,1,1,1,3.7200000286102295,4.8360000371932985,3.8,2023-11-21,5,0.07999997138977033
5047,2023-12-22,1.6399999856948853,1.8170000314712524,1.6399999856948853,1.809999942779541,1.809999942779541,540000,DGHI,1,1,0,1,1,1,1.909999966621399,2.4829999566078187,1.719499945640564,2023-12-26,5,0.0
5174,2023-10-27,3.630000114440918,3.660000085830689,3.5799999237060547,3.640000104904175,3.640000104904175,4600,MYNA,1,0,1,1,1,1,3.6050000190734863,4.686500024795532,4.268350028991699,2023-10-30,5,0.6633500099182124
5196,2023-11-29,4.599999904632568,5.099999904632568,4.599999904632568,5.090000152587891,5.090000152587891,44400,MYNA,1,1,0,1,1,1,4.809999942779541,6.252999925613404,4.958999800682068,2023-11-30,5,0.14899985790252668
5266,2023-11-09,0.7506999969482422,0.7649999856948853,0.7334499955177307,0.7649999856948853,0.7649999856948853,17786,ACTHF,1,0,1,1,1,1,0.770799994468689,1.0020399928092958,0.8003749728202819,2023-11-10,5,0.02957497835159295
5268,2023-11-13,0.7749999761581421,0.7870000004768372,0.7645999789237976,0.7807999849319458,0.7807999849319458,21101,ACTHF,1,1,0,1,1,1,0.800000011920929,1.0400000154972078,0.8003749728202819,2023-11-14,5,0.00037496089935296073
5270,2023-11-15,0.7749999761581421,0.800000011920929,0.7749999761581421,0.800000011920929,0.800000011920929,22616,ACTHF,1,1,0,1,1,1,0.8100000023841858,1.0530000030994415,0.7600000113248825,2023-11-16,5,0.0
5442,2023-11-24,5.349999904632568,5.534999847412109,5.349999904632568,5.5,5.5,15500,AIRS,1,1,0,1,1,1,5.440000057220459,7.0720000743865965,6.212999963760375,2023-11-27,5,0.7729999065399165
5511,2023-11-03,1.5099999904632568,1.5199999809265137,1.4900000095367432,1.5099999904632568,1.5099999904632568,3900,BIMI,1,1,0,1,1,1,1.4900000095367432,1.9370000123977664,1.520000022649765,2023-11-06,5,0.030000013113021806
5796,2023-11-01,4.269999980926514,4.380000114440918,4.099999904632568,4.260000228881836,4.260000228881836,46900,ETON,1,1,0,1,1,1,4.349999904632568,5.654999876022339,4.047000217437744,2023-11-02,5,0.0
5883,2023-11-07,3.690000057220459,4.050000190734863,3.660000085830689,4.050000190734863,4.050000190734863,71200,SOS,1,1,0,1,1,1,4.010000228881836,5.213000297546387,3.84750018119812,2023-11-08,5,-0.16250004768371573
5914,2023-12-21,4.900000095367432,4.96999979019165,4.465000152587891,4.71999979019165,4.71999979019165,351200,SOS,1,1,0,1,1,1,4.809999942779541,6.252999925613404,4.483999800682068,2023-12-22,5,0.0
6121,2023-11-02,2.869999885559082,3.25,2.8499999046325684,3.130000114440918,3.130000114440918,52000,MRKR,1,1,1,1,0,1,3.3499999046325684,4.354999876022339,3.2775000452995298,2023-11-03,5,-0.0724998593330386
6124,2023-11-07,3.0,3.190000057220459,2.900000095367432,3.069999933242798,3.069999933242798,10300,MRKR,1,1,0,1,1,1,2.990000009536743,3.8870000123977664,3.220500099658966,2023-11-08,5,0.23050009012222272
6136,2023-11-24,2.700000047683716,2.799999952316284,2.640000104904175,2.789999961853028,2.789999961853028,5500,MRKR,1,1,0,1,1,1,2.720000028610229,3.5360000371932983,2.983000099658966,2023-11-27,5,0.263000071048737
6139,2023-11-29,2.7799999713897705,2.950000047683716,2.759999990463257,2.900000095367432,2.900000095367432,22600,MRKR,1,1,1,1,0,1,2.950000047683716,3.8350000619888314,2.8974999547004696,2023-11-30,5,-0.052500092983246205
6367,2023-10-30,0.1084999963641166,0.1132000014185905,0.100500002503395,0.1089999973773956,0.1089999973773956,11200,SMURF,0,1,1,1,1,1,0.1045999974012374,0.1359799966216087,0.1235949970781803,2023-10-31,5,0.01899499967694289
6379,2023-11-15,0.091399997472763,0.1036000028252601,0.091399997472763,0.1036000028252601,0.1036000028252601,19400,SMURF,1,1,0,1,1,1,0.1080000028014183,0.1404000036418438,0.1064000032842159,2023-11-16,5,-0.0015999995172024106
6471,2023-11-29,0.6499999761581421,0.8180000185966492,0.6499999761581421,0.8180000185966492,0.8180000185966492,4700,RNWWW,0,1,1,1,1,1,0.8199999928474426,1.0659999907016755,0.7771000176668167,2023-11-30,5,0.0
6564,2023-12-13,0.0071000000461936,0.0120000001043081,0.0070000002160668,0.0120000001043081,0.0120000001043081,14880,VXLLF,1,1,0,1,1,1,0.0070000002160668,0.0091000002808868,0.0189999995753169,2023-12-14,5,0.0119999993592501
6575,2023-12-29,0.0052999998442828,0.0199999995529651,0.0052999998442828,0.0199999995529651,0.0199999995529651,117462,VXLLF,1,1,0,1,1,1,0.0151000004261732,0.0196300005540251,0.0189999995753169,2024-01-02,5,0.0038999991491436986
