Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap,Date,Screener
CRYBF,Cryptoblox Technologies Inc.,0.05,0.01,25.0,144202,80590,3320000,2024-02-08T06:17:49.738705,Winners
NWARF,Norwegian Air Shuttle ASA,1.69,0.27,19.01,393122,15052,1625000000,2024-02-18T17:37:20.279795,Winners
MOGLF,Mongolian Mining Corporation,1.48,0.15,11.28,692356,44814,1543000000,2024-02-18T17:37:20.279795,Winners
APLT,"Applied Therapeutics, Inc.",5.38,1.63,43.47,16616000,1831000,415493000,2024-02-18T17:37:20.279795,Winners
TSHA,"Taysha Gene Therapies, Inc.",1.91,0.32,20.13,5446000,1802000,357094000,2024-02-18T17:37:20.279795,Winners
QUAD,"Quad/Graphics, Inc.",6.5,1.02,18.61,462869,105144,333505000,2024-02-18T17:37:20.279795,Winners
TCRX,"TScan Therapeutics, Inc.",6.78,1.04,18.12,654217,153598,324251000,2024-02-18T17:37:20.279795,Winners
RGTI,"Rigetti Computing, Inc.",1.69,0.19,12.67,19184000,3840000,247833000,2024-02-18T17:37:20.279795,Winners
RENB,Renovaro Inc.,2.27,0.27,13.5,364945,155013,326126000,2024-02-18T17:37:20.279795,Winners
EQ,"Equillium, Inc.",2.76,0.74,36.63,1091000,305249,96929000,2024-02-18T17:37:20.279795,Winners
BLRX,BioLineRx Ltd.,1.25,0.14,12.61,771064,307903,90549000,2024-02-18T17:37:20.279795,Winners
SNTG,Sentage Holdings Inc.,3.21,0.35,12.24,230341,1450000,9005000,2024-02-18T17:37:20.279795,Winners
CPOP,"Pop Culture Group Co., Ltd",2.65,1.37,107.03,42975000,728903,6463000,2024-02-18T17:37:20.279795,Winners
TELO,"Telomir Pharmaceuticals, Inc.",9.02,0.96,11.91,142783,222916,276100000,2024-02-18T17:37:20.279795,Winners
GMINF,G Mining Ventures Corp.,1.19,0.115,10.7,3800,18767,532545000,2024-01-04T06:18:27.649562,Winners
YRD,Yiren Digital Ltd.,4.05,0.46,12.81,545839,80690,358883000,2024-01-04T06:18:27.649562,Winners
YELLQ,Yellow Corporation,6.1,0.85,16.19,566016,292595,317986000,2024-01-04T06:18:27.649562,Winners
ARBK,Argo Blockchain plc,3.78,0.43,12.84,2239000,662903,218686000,2024-01-04T06:18:27.649562,Winners
MEEC,Midwest Energy Emissions Corp.,1.07,0.1,10.31,241239,337691,100921000,2024-01-04T06:18:27.649562,Winners
ZMMPY,Zamp S.A.,10.0,2.0,25.0,100,221157,0,2024-01-04T06:18:27.649562,Winners
RNWWW,ReNew Energy Global Plc,1.12,-0.02,-1.75,577,51467,0,2024-01-04T06:18:27.649562,Winners
DTTVY,Dish TV India Limited,0.2064,0.0564,37.6,200,599471,446047000,2024-02-02T06:16:46.134103,Winners
TCRI,"TechCom, Inc.",0.32,0.11,52.38,74827,39051,20797000,2024-02-02T06:16:46.134103,Winners
RGLG,"UHF Logistics Group, Inc.",0.257,0.067,35.26,10500,38010,15116000,2024-02-02T06:16:46.134103,Winners
GIFX,"GIFA, Inc.",0.0638,0.0107,20.26,131820,34753,10267000,2024-02-02T06:16:46.134103,Winners
APYP,"AppYea, Inc.",0.0329,0.0094,40.21,60504,130491,9362000,2024-02-02T06:16:46.134103,Winners
SNBH,Sentient Brands Holdings Inc.,0.0999,0.0289,40.7,70317,11139,5529000,2024-02-02T06:16:46.134103,Winners
CBMJ,Conservative Broadcast Media & Journalism Inc.,0.233,0.048,25.96,538599,50588,4105000,2024-02-02T06:16:46.134103,Winners
BSPK,"Bespoke Extracts, Inc.",0.125,0.025,25.0,183,16889,1271000,2024-02-02T06:16:46.134103,Winners
MSSV,"Meso Numismatics, Inc.",0.0585,0.01,20.62,2087,14472,730893,2024-02-02T06:16:46.134103,Winners
CPPMF,COPPERNICO METALS INC,0.02,0.01,100.0,91310,48667,0,2024-02-02T06:16:46.134103,Winners
OBSEF,ObsEva SA,0.0797,0.0197,32.83,509,24517,0,2024-02-02T06:16:46.134103,Winners
LRDC,"Laredo Oil, Inc.",0.255,0.045,21.43,147050,254400,18226000,2024-01-26T06:17:26.574865,Winners
GRHI,"Gold Rock Holdings, Inc.",0.0501,0.0099,24.63,27739,117796,11576000,2024-01-26T06:17:26.574865,Winners
RLAB,Real American Capital Corp.,0.41,0.135,49.09,200524,58665,10929000,2024-01-26T06:17:26.574865,Winners
NPRFF,Nepra Foods Inc.,0.1466,0.0466,46.6,1350,68591,7599000,2024-01-26T06:17:26.574865,Winners
MYMXD,Mymetics Corporation,0.2605,0.1305,100.38,268,309596,39564,2024-01-26T06:17:26.574865,Winners
JZZID,Ideal Group of Companies Inc.,0.268,0.098,57.65,200,1616000,0,2024-01-26T06:17:26.574865,Winners
CPPMF,COPPERNICO METALS INC,0.03,0.0275,0.0,10023,49529,0,2024-01-26T06:17:26.574865,Winners
VTEX,VTEX,7.54,0.73,10.72,1376000,424759,1568000000,2024-01-06T06:16:42.719434,Winners
MTC,"MMTec, Inc.",2.35,0.27,12.98,1093000,1714000,528741000,2024-01-06T06:16:42.719434,Winners
STTK,"Shattuck Labs, Inc.",8.27,0.9,12.14,709331,1590000,351143000,2024-01-06T06:16:42.719434,Winners
AYRWF,Ayr Wellness Inc.,2.23,0.28,14.36,402170,278018,193479000,2024-01-06T06:16:42.719434,Winners
MYO,"Myomo, Inc.",4.74,0.45,10.49,615779,604732,138871000,2024-01-06T06:16:42.719434,Winners
CXDO,"Crexendo, Inc.",4.71,0.475,11.22,168722,122718,136861000,2024-01-06T06:16:42.719434,Winners
BIMI,"BIMI International Medical, Inc.",2.11,0.22,11.64,14011,18838,27300000,2024-01-06T06:16:42.719434,Winners
OLVI,"Oliveda International, Inc.",1.46,0.665,83.65,33746,12387,0,2024-01-06T06:16:42.719434,Winners
ARAFF,Arafura Rare Earths Limited,0.07,-0.025,-26.32,228164,68452,186846000,2024-01-25T06:18:52.948832,Loosers
CWSFF,Cielo Waste Solutions Corp.,0.0107,-0.0053,-33.13,1179000,70212,25258000,2024-01-25T06:18:52.948832,Loosers
LVGLF,Lake Victoria Gold Ltd.,0.141,-0.149,-51.38,1650,18045,14878000,2024-01-25T06:18:52.948832,Loosers
MLYCF,Multi-Metal Development Ltd.,0.022,-0.008,-26.67,153885,31708,7548000,2024-01-25T06:18:52.948832,Loosers
KHRNF,Khiron Life Sciences Corp.,0.012,-0.0055,-31.43,179707,159058,7005000,2024-01-25T06:18:52.948832,Loosers
KPIFF,Edgewater Wireless Systems Inc.,0.0293,-0.0081,-21.52,11900,17623,6166000,2024-01-25T06:18:52.948832,Loosers
NVSGF,Nevada Sunrise Metals Corporation,0.05,-0.013,-20.63,36417,49731,6109000,2024-01-25T06:18:52.948832,Loosers
SCYYF,Scandium International Mining Corp.,0.014,-0.004,-22.22,203000,34880,5289000,2024-01-25T06:18:52.948832,Loosers
BGAVF,Bravada Gold Corporation,0.03,-0.0088,-22.68,82929,108653,4444000,2024-01-25T06:18:52.948832,Loosers
AWKNF,Awakn Life Sciences Corp.,0.085,-0.035,-29.17,23493,50724,4438000,2024-01-25T06:18:52.948832,Loosers
SXTP,"60 Degrees Pharmaceuticals, Inc.",0.6,-0.2,-25.0,447030,603791,3480000,2024-01-25T06:18:52.948832,Loosers
TGCB,Tego Cyber Inc.,0.06,-0.0178,-22.88,145950,33184,3227000,2024-01-25T06:18:52.948832,Loosers
LOBEF,Lobe Sciences Ltd.,0.014,-0.0045,-24.32,1666,51995,3004000,2024-01-25T06:18:52.948832,Loosers
SSYRF,Sassy Gold Corp.,0.0299,-0.0077,-20.4,10500,38422,2278000,2024-01-25T06:18:52.948832,Loosers
CSRNF,Canstar Resources Inc.,0.02,-0.0121,-37.69,53500,27646,2538000,2024-01-25T06:18:52.948832,Loosers
THCBF,THC Biomed Intl Ltd.,0.0104,-0.005,-32.47,100,17856,1705000,2024-01-25T06:18:52.948832,Loosers
FTRS,Futuris Company,0.015,-0.008,-34.78,318534,69870,1932000,2024-01-25T06:18:52.948832,Loosers
BDRL,"Blonder Tongue Laboratories, Inc.",0.091,-0.029,-24.17,792,20539,1310000,2024-01-25T06:18:52.948832,Loosers
FMHS,"Farmhouse, Inc",0.0711,-0.0255,-26.4,20000,13278,1232000,2024-01-25T06:18:52.948832,Loosers
TWOH,Two Hands Corporation,0.0278,-0.0237,-46.01,219223,20619,1171000,2024-01-25T06:18:52.948832,Loosers
MLRT,"MetAlert, Inc.",0.03,-0.009,-23.08,137457,76346,963627,2024-01-25T06:18:52.948832,Loosers
MYCOF,Mydecine Innovations Group Inc.,0.0113,-0.0039,-25.66,117483,26448,594012,2024-01-25T06:18:52.948832,Loosers
IMPM,"Impac Mortgage Holdings, Inc.",0.0161,-0.0128,-44.29,16771,65886,588759,2024-01-25T06:18:52.948832,Loosers
RCIT,"Reelcause, Inc.",0.0135,-0.0052,-27.81,63474,0,302412,2024-01-25T06:18:52.948832,Loosers
CFRXQ,ContraFect Corporation,0.028,-0.0085,-23.37,327278,118881,0,2024-01-25T06:18:52.948832,Loosers
FRCJL,First Republic Bank,0.0151,-0.0199,-56.86,2626,197939,0,2024-01-25T06:18:52.948832,Loosers
WSRIF,,0.043,-0.013,-23.21,11292,59198,0,2024-01-25T06:18:52.948832,Loosers
DTLAP,Brookfield DTLA Fund Office Trust Investor Inc.,0.0301,-0.0296,-49.62,268,40735,0,2024-01-25T06:18:52.948832,Loosers
NYCB,"New York Community Bancorp, Inc.",6.47,-3.91,-37.67,126672000,8847000,4672000000,2024-02-01T06:18:01.890530,Loosers
ZCAR,"Zoomcar Holdings, Inc.",2.38,-0.72,-23.23,460934,508350,102040000,2024-02-01T06:18:01.890530,Loosers
NUBI,Nubia Brand International Corp.,5.14,-2.61,-33.68,50716,85051,36651000,2024-02-01T06:18:01.890530,Loosers
MDAI,"Spectral AI, Inc.",2.09,-0.82,-28.18,3863000,1024000,34056000,2024-02-01T06:18:01.890530,Loosers
MMAT,Meta Materials Inc.,3.82,-1.05,-21.56,474125,175459,21545000,2024-02-01T06:18:01.890530,Loosers
EVAX,Evaxion Biotech A/S,3.93,-1.86,-32.12,662959,628743,15932000,2024-02-01T06:18:01.890530,Loosers
DMAQ,Deep Medicine Acquisition Corp.,2.96,-5.43,-64.72,73881,12368,12900000,2024-02-01T06:18:01.890530,Loosers
GRI,"GRI Bio, Inc.",1.62,-1.25,-43.55,322874,102484,1046000,2024-02-01T06:18:01.890530,Loosers
OGEN,"Oragenics, Inc.",2.3,-1.165,-33.62,166315,12293,7086000,2024-02-01T06:18:01.890530,Loosers
CSSEP,"Chicken Soup for the Soul Entertainment, Inc.",1.4,-0.35,-20.0,134967,64720,4914000,2024-02-01T06:18:01.890530,Loosers
GMBL,"Esports Entertainment Group, Inc.",2.46,-0.84,-25.45,508792,752732,2620000,2024-02-01T06:18:01.890530,Loosers
NVVE,Nuvve Holding Corp.,1.24,-2.1,-62.87,7360000,452972,1547000,2024-02-01T06:18:01.890530,Loosers
TWKS,"Thoughtworks Holding, Inc.",3.28,-1.33,-28.85,4861000,655390,1057000000,2024-02-28T06:17:45.998173,Loosers
HOLO,MicroCloud Hologram Inc.,9.43,-2.57,-21.42,5280000,5947000,56026000,2024-02-28T06:17:45.998173,Loosers
IFBD,"Infobird Co., Ltd",1.28,-1.48,-53.62,54601000,2306000,13719000,2024-02-28T06:17:45.998173,Loosers
OGEN,"Oragenics, Inc.",2.45,-0.71,-22.47,112032,35581,7548000,2024-02-28T06:17:45.998173,Loosers
NUKKW,Nukkleus Inc.,0.05,-0.0291,-36.79,10041,32601,548935000,2024-02-20T06:18:04.425580,Loosers
THXPF,Thor Explorations Ltd.,0.11,-0.04,-26.67,6000,19195,97437000,2024-02-20T06:18:04.425580,Loosers
APLMW,"Apollomics, Inc.",0.0301,-0.0097,-24.37,18090,26672,83909000,2024-02-20T06:18:04.425580,Loosers
EWGFF,Eat Well Investment Group Inc.,0.05,-0.08,-61.54,27061,10183,19439000,2024-02-20T06:18:04.425580,Loosers
ELMSQ,"Electric Last Mile Solutions, Inc.",0.05,-0.0499,-49.95,462,64623,17364000,2024-02-20T06:18:04.425580,Loosers
SRNEQ,"Sorrento Therapeutics, Inc.",0.028,-0.02,-41.67,137744,3005000,15436000,2024-02-20T06:18:04.425580,Loosers
CLCS,"Cell Source, Inc.",0.2201,-0.1299,-37.11,7700,10980,8484000,2024-02-20T06:18:04.425580,Loosers
TKVR,"Zhejiang Dashang Media Co., Ltd.",0.1,-0.05,-33.33,4006,12830,8021000,2024-02-20T06:18:04.425580,Loosers
CDSG,"China Dongsheng International, Inc.",0.0106,-0.0039,-26.9,3071000,687914,7887000,2024-02-20T06:18:04.425580,Loosers
GLFH,"Galenfeha, Inc.",0.021,-0.008,-27.59,25000,17666,7196000,2024-02-20T06:18:04.425580,Loosers
DTMXF,Datametrex AI Limited,0.0121,-0.0033,-21.36,715758,70153,5991000,2024-02-20T06:18:04.425580,Loosers
BSGM,"BioSig Technologies, Inc.",0.6206,-0.1584,-20.33,225224,67124,5793000,2024-02-20T06:18:04.425580,Loosers
NSTG,"NanoString Technologies, Inc.",0.1053,0.0,0.0,22234000,18431000,5067000,2024-02-20T06:18:04.425580,Loosers
PTRVF,Avila Energy Corporation,0.03,-0.012,-28.57,10000,15586,4877000,2024-02-20T06:18:04.425580,Loosers
IAALF,IBC Advanced Alloys Corp.,0.039,-0.011,-22.0,130,15423,4756000,2024-02-20T06:18:04.425580,Loosers
ILAL,"International Land Alliance, Inc.",0.0511,-0.0139,-21.38,324051,72711,3701000,2024-02-20T06:18:04.425580,Loosers
SUNW,"Sunworks, Inc.",0.06,-0.0408,-40.48,31501000,15485000,3407000,2024-02-20T06:18:04.425580,Loosers
AWKNF,Awakn Life Sciences Corp.,0.0794,-0.0244,-23.48,5675,34507,3164000,2024-02-20T06:18:04.425580,Loosers
MCREF,Metals Creek Resources Corp.,0.017,-0.0065,-27.56,513550,23048,3138000,2024-02-20T06:18:04.425580,Loosers
TIPS,"Tianrong Internet Products and Services, Inc.",0.0351,-0.0149,-29.8,28877,22533,2972000,2024-02-20T06:18:04.425580,Loosers
LOMEF,Lithium One Metals Inc.,0.0155,-0.0206,-57.06,9600,16863,2702000,2024-02-20T06:18:04.425580,Loosers
SOFO,"Sonic Foundry, Inc.",0.158,-0.042,-21.0,834,28095,1918000,2024-02-20T06:18:04.425580,Loosers
SVVC,"Firsthand Technology Value Fund, Inc.",0.2261,-0.06,-20.96,10114,13016,1559000,2024-02-20T06:18:04.425580,Loosers
AESO,"Atlantic Energy Solutions, Inc.",0.02,-0.0099,-33.11,30000,51845,951770,2024-02-20T06:18:04.425580,Loosers
CTKYY,CooTek (Cayman) Inc.,0.1001,-0.0299,-23.0,1928,10107,744938,2024-02-20T06:18:04.425580,Loosers
SIGL,"Signal Advance, Inc.",0.0654,-0.0326,-33.27,1720,13258,684090,2024-02-20T06:18:04.425580,Loosers
MYMX,Mymetics Corporation,0.01,-0.2505,-96.16,254,178255,3038000,2024-02-20T06:18:04.425580,Loosers
IMPLQ,Impel Pharmaceuticals Inc.,0.0157,-0.0043,-21.7,12906,803118,374273,2024-02-20T06:18:04.425580,Loosers
RKFL,"RocketFuel Blockchain, Inc.",0.01,-0.02,-66.67,5000,34493,356049,2024-02-20T06:18:04.425580,Loosers
DGWR,"Deep Green Waste & Recycling, Inc.",0.0355,-0.0095,-21.11,1339,12254,312919,2024-02-20T06:18:04.425580,Loosers
MFLTY,Missfresh Limited,0.035,-0.0198,-36.13,2217,16446,285006,2024-02-20T06:18:04.425580,Loosers
WTER,The Alkaline Water Company Inc.,0.0205,-0.0055,-21.15,15078,156396,266987,2024-02-20T06:18:04.425580,Loosers
TPIA,"Mycotopia Therapies, Inc.",0.0132,-0.0068,-34.0,139305,14643,196637,2024-02-20T06:18:04.425580,Loosers
BBIG,"Vinco Ventures, Inc.",0.012,-0.023,-65.71,2171,30162,156000,2024-02-20T06:18:04.425580,Loosers
RGST,"Everdime Technologies, Inc.",0.011,-0.0089,-44.72,500,19933,44287,2024-02-20T06:18:04.425580,Loosers
AMFL,"American Films, Inc.",0.1855,-0.0561,-23.22,9211,11941,18008,2024-02-20T06:18:04.425580,Loosers
PACVD,PACIFIC VENTURES GROUP INC,0.012,-0.004,-25.0,22665,99636,0,2024-02-20T06:18:04.425580,Loosers
RFMCD,Refined Metals Corp.,0.0175,-0.0294,-62.69,1330,11618,0,2024-02-20T06:18:04.425580,Loosers
GLNLF,Galan Lithium Limited,0.233,-0.097,-29.39,340162,16340,85987000,2024-02-03T06:16:06.840834,Loosers
FGPHF,First Graphene Limited,0.04,-0.013,-24.53,48600,63970,26861000,2024-02-03T06:16:06.840834,Loosers
CAPV,Cabo Verde Capital Inc.,0.022,-0.0057,-20.43,2167000,1646000,20625000,2024-02-03T06:16:06.840834,Loosers
ALRTF,ALR Technologies Inc.,0.0221,-0.0091,-29.12,596176,55148,12207000,2024-02-03T06:16:06.840834,Loosers
SRNEQ,"Sorrento Therapeutics, Inc.",0.021,-0.033,-61.11,365207,3141000,11577000,2024-02-03T06:16:06.840834,Loosers
MZZMF,Matador Mining Limited,0.02,-0.008,-28.57,11200,71147,13452000,2024-02-03T06:16:06.840834,Loosers
AAMMF,Almadex Minerals Ltd.,0.155,-0.05,-24.39,81673,28420,12079000,2024-02-03T06:16:06.840834,Loosers
ELNSF,Promino Nutritional Sciences Inc.,0.07,-0.0245,-25.93,217045,100655,8961000,2024-02-03T06:16:06.840834,Loosers
NOCSF,Fitzroy Minerals Inc.,0.0651,-0.0258,-28.38,20000,33217,5253000,2024-02-03T06:16:06.840834,Loosers
MITJF,The Mint Corporation,0.025,-0.0095,-27.54,109610,56968,6168000,2024-02-03T06:16:06.840834,Loosers
RADCQ,Rite Aid Corporation,0.092,-0.038,-29.23,8659,544970,5216000,2024-02-03T06:16:06.840834,Loosers
CPIVF,Captiva Verde Wellness Corp.,0.012,-0.013,-52.0,78700,12714,5321000,2024-02-03T06:16:06.840834,Loosers
UMGP,Universal Media Group Inc.,0.1451,-0.0499,-25.59,2000,32256,3817000,2024-02-03T06:16:06.840834,Loosers
AACTF,Aurora Solar Technologies Inc.,0.015,-0.004,-21.05,13100,20223,4150000,2024-02-03T06:16:06.840834,Loosers
BRZV,Fitvia Corp.,0.016,-0.009,-36.0,682835,103382,3695000,2024-02-03T06:16:06.840834,Loosers
SCFFF,Spot Coffee (Canada) Ltd.,0.0186,-0.0124,-40.0,32420,29921,3035000,2024-02-03T06:16:06.840834,Loosers
TGGLF,Toggle3D.ai Inc.,0.0986,-0.0358,-26.66,13594,18606,3452000,2024-02-03T06:16:06.840834,Loosers
CTVEF,Certive Solutions Inc.,0.016,-0.007,-30.43,110000,15733,2706000,2024-02-03T06:16:06.840834,Loosers
GANDF,Gander Gold Corporation,0.0255,-0.0131,-33.97,124855,32896,2417000,2024-02-03T06:16:06.840834,Loosers
SGGTF,Signature Resources Ltd.,0.0171,-0.0052,-23.32,26009,60776,1825000,2024-02-03T06:16:06.840834,Loosers
DRFS,"Dr. Foods, Inc.",0.14,-0.04,-22.22,113602,12192,1570000,2024-02-03T06:16:06.840834,Loosers
BFRI,Biofrontera Inc.,0.92,-0.43,-31.85,9170000,48605,1550000,2024-02-03T06:16:06.840834,Loosers
AGRI,AgriFORCE Growing Systems Ltd.,0.29,-0.1041,-26.41,1140000,1238000,1518000,2024-02-03T06:16:06.840834,Loosers
XBRAF,Xebra Brands Ltd.,0.024,-0.012,-33.33,10250,10608,1426000,2024-02-03T06:16:06.840834,Loosers
GBUX,"GivBux, Inc.",0.31,-0.2713,-46.67,13280,11639,1300000,2024-02-03T06:16:06.840834,Loosers
AEY,"ADDvantage Technologies Group, Inc.",0.4493,-0.1608,-26.36,2769000,53859,671573,2024-02-03T06:16:06.840834,Loosers
IMPLQ,Impel Pharmaceuticals Inc.,0.016,-0.014,-46.67,143831,1020000,382400,2024-02-03T06:16:06.840834,Loosers
MCLE,Medicale Corp,0.0582,-0.0718,-55.21,2317,41048,344734,2024-02-03T06:16:06.840834,Loosers
KOMOF,Komo Plant Based Foods Inc.,0.0124,-0.0062,-33.33,5022,13113,174270,2024-02-03T06:16:06.840834,Loosers
NXGB,NxGen Brands Inc.,0.01,-0.0047,-31.84,199404,268531,211849,2024-02-03T06:16:06.840834,Loosers
NOGNQ,"Nogin, Inc.",0.0165,-0.0083,-33.47,14803,1395000,186256,2024-02-03T06:16:06.840834,Loosers
OSAAW,"ProSomnus, Inc.",0.035,-0.01,-22.22,47,19781,0,2024-02-03T06:16:06.840834,Loosers
BOMO,"bowmo, Inc.",0.01,-0.0035,-25.91,1894000,1446000,0,2024-02-03T06:16:06.840834,Loosers
ARVLF,Arrival,0.15,-0.15,-50.0,162989,600954,0,2024-02-03T06:16:06.840834,Loosers
RENI,Resilient Energy Inc.,0.1256,-0.0644,-33.89,350,10372,0,2024-02-03T06:16:06.840834,Loosers
FRCHL,First Republic Bank,0.02,-0.03,-60.0,16832,82273,0,2024-02-03T06:16:06.840834,Loosers
CHNR,"China Natural Resources, Inc.",1.77,-1.7,-48.99,3256000,1194000,14510000,2024-02-20T06:18:01.279739,Loosers
JXJT,JX Luxventure Limited,2.26,-0.57,-20.14,1329000,828216,13703000,2024-02-20T06:18:01.279739,Loosers
SELX,Semilux International Ltd. Ordinary Shares,2.61,-1.5,-36.5,568130,362016,109879000,2024-02-20T06:18:01.279739,Loosers
CYH,"Community Health Systems, Inc.",2.9,-1.14,-28.22,9381000,2619000,396648000,2024-02-22T06:17:45.713301,Loosers
JZ,Jianzhi Education Technology Group Company Limited,2.07,-0.82,-28.37,121284,15836,125349000,2024-02-22T06:17:45.713301,Loosers
DDC,DDC Enterprise Limited,1.28,-0.52,-28.89,432669,267681,24382000,2024-02-22T06:17:45.713301,Loosers
JG,Aurora Mobile Limited,2.44,-0.685,-21.92,23548,36219,14603000,2024-02-22T06:17:45.713301,Loosers
SISI,"Shineco, Inc.",1.8,-0.5,-21.74,771479,405374,11543000,2024-02-22T06:17:45.713301,Loosers
AVGR,"Avinger, Inc.",4.25,-1.09,-20.41,213028,24410,5440000,2024-02-22T06:17:45.713301,Loosers
LGHL,Lion Group Holding Ltd.,1.17,-0.33,-22.0,265111,231493,4366000,2024-02-22T06:17:45.713301,Loosers
JFBR,Jeffs' Brands Ltd,1.7,-0.56,-24.78,111573,245074,2021000,2024-02-22T06:17:45.713301,Loosers
CERO,"CERo Therapeutics Holdings, Inc.",3.25,-0.93,-22.25,14533,13800,38772000,2024-02-22T06:17:45.713301,Loosers
FBRKF,FBR Limited,0.0148,-0.0103,-41.0,98000,59070,65509000,2024-02-07T06:17:01.988687,Loosers
APLM,"Apollomics, Inc.",0.5813,-0.1479,-20.28,1170000,2092000,52015000,2024-02-07T06:17:01.988687,Loosers
NSGP,"NewStream Energy Technologies Group, Inc.",0.091,-0.049,-35.0,55768,10944,33341000,2024-02-07T06:17:01.988687,Loosers
BSNLF,Blue Star Helium Limited,0.0158,-0.0052,-24.76,10000,20978,30688000,2024-02-07T06:17:01.988687,Loosers
ULTHF,United Lithium Corp.,0.2101,-0.0699,-24.96,14545,17116,25889000,2024-02-07T06:17:01.988687,Loosers
ALRTF,ALR Technologies Inc.,0.02,-0.0053,-20.79,29947,55259,11039000,2024-02-07T06:17:01.988687,Loosers
SRNW,Stratos Renewables Corporation,0.221,-0.159,-41.84,446108,76639,10830000,2024-02-07T06:17:01.988687,Loosers
VCUFF,Vizsla Copper Corp.,0.0843,-0.0249,-22.85,21130,50038,9070000,2024-02-07T06:17:01.988687,Loosers
ELNSF,Promino Nutritional Sciences Inc.,0.07,-0.0245,-25.93,217045,94384,8516000,2024-02-07T06:17:01.988687,Loosers
FUST,Fuse Group Holding Inc.,0.13,-0.0609,-31.9,19000,79805,8628000,2024-02-07T06:17:01.988687,Loosers
BSGM,"BioSig Technologies, Inc.",0.8594,-0.2306,-21.16,300019,40030,8022000,2024-02-07T06:17:01.988687,Loosers
SIVBQ,SVB Financial Group,0.13,-0.07,-35.0,122943,168815,7696000,2024-02-07T06:17:01.988687,Loosers
RDUFF,Radius Gold Inc.,0.075,-0.025,-25.0,67238,21298,7434000,2024-02-07T06:17:01.988687,Loosers
RAYA,Erayak Power Solution Group Inc.,0.6123,-0.1877,-23.46,65918,21400,7348000,2024-02-07T06:17:01.988687,Loosers
USLG,"US Lighting Group, Inc.",0.07,-0.03,-30.0,2500,15881,7195000,2024-02-07T06:17:01.988687,Loosers
CLCFF,Christina Lake Cannabis Corp.,0.0527,-0.0139,-20.93,188790,19301,7261000,2024-02-07T06:17:01.988687,Loosers
CMXC,Cell MedX Corp.,0.022,-0.008,-26.67,780,72806,6484000,2024-02-07T06:17:01.988687,Loosers
WNFT,"Worldwide NFT, Inc.",0.012,-0.006,-33.33,7323000,746764,6417000,2024-02-07T06:17:01.988687,Loosers
TPET,Trio Petroleum Corp.,0.16,-0.055,-25.58,5298000,1740000,5104000,2024-02-07T06:17:01.988687,Loosers
SUNW,"Sunworks, Inc.",0.087,-0.122,-58.37,64449000,3080000,4940000,2024-02-07T06:17:01.988687,Loosers
WGMCF,Winston Gold Corp.,0.0109,-0.0031,-22.14,8153,258621,4858000,2024-02-07T06:17:01.988687,Loosers
SENR,"Strategic Environmental & Energy Resources, Inc.",0.0535,-0.0391,-42.22,55500,54775,3482000,2024-02-07T06:17:01.988687,Loosers
SAGGF,Sterling Metals Corp.,0.0222,-0.0058,-20.57,77000,26203,2907000,2024-02-07T06:17:01.988687,Loosers
CINGF,Coinsilium Group Limited,0.0151,-0.004,-20.94,97388,56523,2639000,2024-02-07T06:17:01.988687,Loosers
DRCR,Dear Cashmere Holding Company,0.0545,-0.0305,-35.88,262316,223994,2631000,2024-02-07T06:17:01.988687,Loosers
GBLTF,GBLT Corp.,0.0222,-0.0096,-30.3,2000,12768,2516000,2024-02-07T06:17:01.988687,Loosers
TRUIF,TRU Precious Metals Corp.,0.0149,-0.0038,-20.11,1000,13441,3027000,2024-02-07T06:17:01.988687,Loosers
FEERF,Freeport Resources Inc.,0.0113,-0.0042,-27.1,22500,16133,1778000,2024-02-07T06:17:01.988687,Loosers
BIOL,"BIOLASE, Inc.",0.5171,-0.173,-25.07,747061,304871,1766000,2024-02-07T06:17:01.988687,Loosers
JKSM,Jacksam Corporation,0.0199,-0.0074,-27.27,65716,40346,1610000,2024-02-07T06:17:01.988687,Loosers
PEGY,Pineapple Energy Inc.,0.1474,-0.0776,-34.49,4567000,132931,1504000,2024-02-07T06:17:01.988687,Loosers
