Symbol,Close,Volume Mean
JFIN,18.91,223000
ULBI,7.83,118160
RITR,5.16,541820
IDR,13.86,274700
ARQ,5.23,154080
SDA,2.87,75040
YMM,12.5,5500440
VRA,1.87,840440
