Symbol,Close,Volume Mean
FNKO,4.29,1668720
RDW,12.3,2037440
AIRS,3.56,475580
HSAI,19.46,4991920
ALDX,2.42,919780
KLXE,2.07,212800
FCEL,4.88,1176780
CVRX,6.85,770480
