Symbol,Close,Volume Mean
XYF,18.77,356120
ASYS,4.15,76620
LCUT,3.47,77580
MRVI,2.37,1306840
RXRX,4.45,20252960
COGT,5.51,1686900
SDA,2.69,68960
JFIN,14.35,175060
