Symbol,Close,Volume Mean
SERV,11.94,7928867
NYXH,7.64,133740
ARQ,5.11,281640
WDOFF,13.97,234980
COGT,5.61,2297259
IDR,13.71,375540
ORLA,10.96,901226
DSGN,4.02,95335
