Symbol,Close,Volume Mean,0.5%
MGRT,7.3,1071520,39110.48
GLASF,9.408,861240,40512.7296
FWDI,7.03,1808180,63557.527
MIMI,0.48,24569520,58966.848
TMCI,2.57,1096180,14085.912999999999
SHLS,8.96,4572600,204852.48000000004
MTEN,0.764,3268160,12484.371200000001
BTDR,11.01,6866400,377995.32
