Symbol,Close,Volume Mean
CYN,4.38,314420
RDFN,10.38,31210460
SRI,5.33,356180
FCEL,6.85,870740
RTC,0.34,1923460
QURE,13.34,826900
CYRX,7.04,1014420
KLXE,4.65,246480
