Symbol,Close,Volume Mean
SERV,12.06,6737800
IDR,13.86,391980
VTSI,6.51,103860
RXRX,4.91,24727280
OABI,1.4,1477080
WCT,0.282,721760
MRVI,2.21,1552800
RANI,0.56,253060
