Symbol,Close,Volume Mean
LVWR,5.98,2619560
NVTS,7.3,86634120
FNKO,5.13,1249020
CGTL,0.924,109940
INHD,1.32,251220
SBC,4.89,93620
LUNG,3.4,486380
TOVX,0.48,1588300
