Symbol,Close,Volume Mean,0.5%
RLAY,16.8,2933360,246402.24
DPRO,6.04,1484080,44819.216
BTQ,3.3,3850160,63527.64
IDN,8.69,333560,14493.182
OABI,1.48,710540,5257.996
