Symbol,Close,Volume Mean,0.5%
SKK,4.63,1671700,38699.855
HPP,11.94,1760760,105117.37199999999
IMDX,4.98,366800,9133.320000000002
ATLX,5.98,1055100,31547.49
EOLS,6.5,943740,30671.55
JMIA,7.98,5505960,219687.80400000003
FATE,2.25,3726300,41920.875
ANGX,3.02,1543740,23310.474
