Symbol,Close,Volume Mean
CYN,4.11,126960
CGTL,5.11,1228160
TTEC,3.71,4112460
SPHL,0.514,201340
CRBP,5.39,227340
RTC,0.2,297400
EDBL,2.1,43560
NAMI,2.85,48880
