Symbol,Close,Volume Mean,0.5%
TRT,14.07,2662700,187320.945
NVTS,16.5,33853680,2792928.6
TORO,7.44,422380,15712.536000000002
ATOM,8.18,7824340,320015.506
GSIT,7.45,952940,35497.015
PPSI,3.88,484700,9403.18
SHLS,7.94,3118460,123802.86200000001
DUOT,8.8,383080,16855.520000000004
