Symbol,Close,Volume Mean
RDFN,11.39,14019660
HSAI,22.3,11451800
NN,11.38,1942220
GLUE,6.73,459900
VINC,0.829,68080
IONR,4.22,11200
GLE,1.91,46460
KTTA,1.13,137920
