Symbol,Close,Volume Mean
NVCT,9.83,133840
ARRY,6.88,10503500
OUST,10.29,1283800
LPCN,3.58,67240
RILY,2.95,2581340
ARVN,6.51,1500600
RAPP,10.82,205100
RC,4.19,2258260
