Symbol,Close,Volume Mean,0.5%
LQDA,28.04,2218780,311072.96
VG,7.98,13337700,532174.23
SMMT,18.03,1935320,174469.10
RILY,5.01,600320,15038.02
ARVN,10.57,2048920,108285.42
GTBP,0.92,3149340,14502.71
