Symbol,Close,Volume Mean,0.5%
NXTT,9.23,385680,17799.132
FLYE,7.83,832560,32594.724
AIRS,2.15,589520,6337.34
VNDA,8.13,7384340,300173.42100000003
ATLX,5.18,637540,16512.286
PRLD,2.56,351140,4494.592000000001
KALA,0.659,4699260,15484.061700000002
LAC,5.45,14044520,382713.17
