Symbol,Close,Volume Mean
HSAI,23.9,2947400
INHD,1.51,994380
OMER,3.65,873080
SHLS,5.85,5386660
JMIA,4.33,3350840
LUNG,2.9,526680
RYDE,0.357,1827880
