Symbol,Close,Volume Mean
GLE,3.13,337500
ALDX,5.39,1362860
ICU,0.71,1828840
TIGR,10.58,6842140
BMBL,7.14,1996580
VRNOF,0.54,336560
RYDE,0.38,523120
