Symbol,Close,Volume Mean,0.5%
RIGL,41.36,890020,184056.14
BLZE,7.65,562900,21530.92
TCNNF,7.58,1180340,44734.89
CYRX,8.66,487200,21095.76
MSW,1.65,844220,6964.82
VRNOF,1.54,1867580,14380.37
ANGO,9.13,342740,15646.08
MBI,7.23,690700,24968.81
