Symbol,Close,Volume Mean
CYN,4.64,134280
LUNR,8.38,11081800
DSP,14.16,573740
CGNT,9.41,757760
RUM,8.155,2562440
CRBP,5.67,256040
TTEC,3.96,800500
QRHC,2.69,95380
