Symbol,Close,Volume Mean
COGT,7.08,2188140
RXRX,4.92,38823060
BMR,3.23,3691260
DCGO,1.45,657000
CSTE,1.74,113200
AUTL,2.12,2498860
SDA,2.8,71000
UEC,6.25,15628600
