Symbol,Close,Volume Mean
OUST,20.34,4158400
CODI,6.38,2039920
MOMO,8.59,1704580
INGN,6.6,227840
HLF,8.09,1609100
RC,4.53,1584700
GTN,4.13,1191180
SRG,2.86,108940
