Symbol,Close,Volume Mean
TISI,16.98,16840
LINK,6.64,11460
VATE,8.16,39220
GREE,0.82,167900
CALC,1.99,176280
APLT,0.516,1030440
TTEC,3.54,244600
CASI,2.15,14880
