Symbol,Close,Volume Mean
SMR,47.85,13574660
GLE,3.6,389520
CVRX,8.6,415020
TELO,2.06,35088100
CADL,6.96,953140
LCFY,6.42,1724360
SANA,5.14,4972020
OMER,3.82,898340
