Symbol,Close,Volume Mean
LCFY,6.95,1751920
GLE,3.02,377260
LTRN,4.235,934500
EVTL,6.96,2586100
VTGN,3.08,527260
ICU,0.771,9490480
VRNOF,0.637,682380
ATYR,5.83,8209660
