Symbol,Close,Volume Mean
CYN,4.83,103360
QURE,14.04,918580
HSAI,20.75,8200620
NN,11.8,2202220
SMR,18.53,6428160
QNTM,6.66,2014620
EVTL,4.37,284820
GLUE,6.7,624760
