Symbol,Close,Volume Mean
OSCR,20.41,23024400
ADSE,13.27,79260
QNTM,21.72,534500
OMER,3.2,1057520
SERA,4.09,1859080
AEHL,2.7,60680
CYRX,7.41,803780
CREV,2.855,1736520
