Symbol,Close,Volume Mean
MLYS,15.19,916660
ACHR,11.16,33623040
SINT,3.308,72760
OBIO,2.94,261140
PERI,10.85,1249120
APVO,0.34,823100
SPIR,9.96,458200
KYTX,2.32,199920
