Symbol,Close,Volume Mean,0.5%
DKI,7.99,600500,23989.98
ASYS,9.50,425660,20218.85
IMRX,9.01,639480,28808.57
NNOX,4.16,1107160,23028.93
CAPR,6.40,857560,27441.92
NAGE,10.14,792920,40201.04
ALT,3.87,2845220,55055.01
OABI,1.66,521620,4329.45
