Symbol,Close,Volume Mean,0.5%
NVTS,10.04,28558640,1433643.728
MIMI,0.3,471900,707.85
RXRX,4.85,18631200,451806.60000000003
UFG,1.33,859040,5712.616
ATOM,2.37,374580,4438.773
ALT,4.18,3110040,64999.835999999996
