Symbol,Close,Volume Mean,0.5%
RZLT,3.02,4331820,65410.482
ELAB,3.38,537520,9084.088
RYAM,8.71,1154800,50291.54000000001
LGHL,1.49,827300,6163.385
NESR,19.84,1162660,115335.87199999999
AUID,1.49,62721080,467272.04600000003
TWI,9.16,561180,25702.043999999998
ZNTL,2.95,1058960,15619.66
