Symbol,Close,Volume Mean
SMR,50.51,11413680
SLDB,7.07,1488080
DCTH,10.93,527340
AIRS,6.14,588440
LAZR,3.13,4084640
NOTV,2.07,466420
ICU,0.784,1574480
WVE,8.16,1514140
