Symbol,Close,Volume Mean
MTEN,13.55,76960
OLO,9.07,1951580
CINT,6.42,369600
SRTS,4.8,175780
COGT,5.31,713060
WCT,0.303,1154380
ALT,5.85,1913920
AUTL,1.53,2384140
