Symbol,Close,Volume Mean
APVO,3.46,26087880
GPRE,5.67,2062700
MOMO,8.63,1842280
SMMT,20.92,2972880
ARVN,7.74,2167860
SMTK,0.93,440540
LYT,0.0152,120581
