Symbol,Close,Volume Mean
QNTM,11.74,233600
EDBL,3.69,23622080
HUMA,2.63,4596680
REPL,8.43,1850880
CGTL,0.96,383840
CADL,5.94,1101020
LUCY,3.03,317320
EBS,6.5,1251060
