Symbol,Close,Volume Mean,0.5%
KC,9.73,2055240,99987.42599999999
BLZE,16.55,2313600,191450.4
AARD,6.26,1148320,35942.416000000005
OMER,10.5,1214360,63753.9
ERAS,19.5,5286700,515453.25
ZNTL,4.77,1069800,25514.73
RMAX,10.72,371220,19897.392000000003
LUCY,0.958,12912500,61850.875
