Symbol,Close,Volume Mean,0.5%
SMR,20.48,26952780,2759964.672
TSQ,6.39,449960,14376.222
NN,14.98,2269980,170021.502
LAZR,0.0751,911343,342.2092965
EVGO,3.33,3324300,55349.595
NIU,3.23,424720,6859.228000000001
