Symbol,Close,Volume Mean,0.5%
LFS,5.02,3473120,87175.31
PANL,7.14,367260,13111.18
UFG,0.87,360440,1567.91
NAGE,7.04,877480,30887.30
HMY,18.15,3787680,343731.96
AZ,6.49,494400,16043.28
VRA,2.75,3568660,49069.08
ATOM,2.41,469340,5655.55
