Symbol,Close,Volume Mean
TMCI,6.02,379980
COYA,5.7,79600
CRD-A,10.84,70000
MDXG,6.22,830020
BTMD,4.12,225780
RXRX,5.13,30566760
NNOX,5.115,1344860
