Symbol,Close,Volume Mean,0.5%
FSLY,18.08,28600900,2585521.36
NN,17.07,722020,61624.40700000001
UAA,8.14,9180700,373654.49
BLZE,4.4,1056040,23232.88
GDRX,2.47,2286140,28233.829000000005
RUM,5.88,1590900,46772.46
ENVB,2.22,3740000,41514.00000000001
ANGX,3.51,680440,11941.722
