Symbol,Close,Volume Mean
RUN,10.5,29562260
SKYE,4.61,2638040
GPRE,6.98,1994960
SPIR,11.92,719580
DLO,11.45,1273860
SMTK,1.01,53900
CDLX,1.86,1918020
LYT,0.0147,302545
