Symbol,Close,Volume Mean,0.5%
IREN,39.32,28792080,5660522.927999999
NVTS,9.54,16412340,782868.618
BTMD,1.59,378640,3010.188
DPRO,5.46,1811560,49455.587999999996
ARQ,2.17,433080,4698.918
BTQ,2.38,1904700,22665.93
AUTL,1.49,1534100,11429.045
ATOM,5.09,531280,13521.076
