Symbol,Close,Volume Mean
SMR,42.49,19189240
BIRD,11.03,221600
RDW,20.57,2787500
CGTL,1.73,28993760
SLDB,5.02,1509960
FCEL,6.94,1759020
AEHL,2.6,143180
SOFI,14.9,71464320
