Symbol,Close,Volume Mean,0.5%
PPTA,20.68,1334580,137995.572
ELTX,3.16,365720,5778.376
NN,13.89,2499500,173590.275
NUCL,6.7,791800,26525.3
SMR,9.49,31669460,1502715.877
LGHL,0.929,2489820,11565.2139
AGPU,9.01,319820,14407.891
IMSR,5.39,3249160,87564.862
