Symbol,Close,Volume Mean,0.5%
KPTI,8.66,521700,22589.61
IDN,8.26,380900,15731.17
LTRN,2.54,385520,4896.104
AIXI,0.95,50293240,238892.89
UURAF,4.37,372600,8141.31
ATLX,4.95,443280,10971.18
CTMX,4.89,5411800,132318.51
ENVB,2.35,2267220,26639.835
