Symbol,Close,Volume Mean,0.5%
MLYS,26.97,1533160,206746.626
EOSE,4.97,17449240,433613.614
OWLT,5.1,304760,7771.38
SPIR,15.91,856620,68144.121
VENU,3.35,360360,6036.03
HELP,5.12,711000,18201.600000000002
OGN,6.36,3413400,108546.12
NABL,4.86,1147680,27888.624000000003
