Symbol,Close,Volume Mean
FORD,5.69,46480
INHD,5.394,11820
AMWL,7.18,34960
RCEL,8.95,199020
HPAI,5.88,53320
RTC,0.23,292680
CREV,3.08,80100
CGC,1.03,3189380
