Symbol,Close,Volume Mean,0.5%
COGT,36.76,3546780,651898.16
PANL,6.80,402440,13682.96
COMP,9.97,14984200,746962.37
FIGS,9.68,2693160,130348.94
MRVI,3.75,1953200,36622.50
NNOX,4.36,5341100,116435.98
MQ,4.74,4935480,116970.88
VRA,2.68,5701980,76406.53
