Symbol,Close,Volume Mean
ULBI,7.25,124700
NYXH,7.825,115580
LFVN,12.85,149860
RAIL,8.34,203800
LCUT,3.53,74960
NCMI,5.29,967920
VTSI,6.45,93560
GIFI,6.7,58480
