Symbol,Close,Volume Mean
ASTS,26.24,13537880
CORZ,10.51,11613340
CYRX,6.73,554040
SRI,5.0,582620
TTNP,4.86,104620
QUIK,6.0,159060
QNTM,9.15,112960
NCTY,12.15,106240
